gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	significance
b0258	224.090530170263	0.720227701055281	0.183659620466269	4.74015640579531e-05	0.000224732030623475	NS
b3250	1958.05758230278	0.521095825863489	0.130843070564006	4.93475852673359e-05	0.000233658604761342	NS
b1854	9791.63197359642	-0.483893110244363	0.121775063661673	4.97003590285973e-05	0.000235028040521423	NS
b1616	81.8063636145634	-1.0530140245271	0.278896777954938	5.08421204315012e-05	0.000240120257159248	Down
b1356	245.519004881991	0.739022768460141	0.189743479682381	5.10453070028143e-05	0.000240772379204601	NS
b3071	290.447120748175	-0.910740152096779	0.239939293388006	5.34650108950508e-05	0.000251864471706876	NS
b3033	407.933040827929	0.760919166675477	0.195961284658338	5.37548771773904e-05	0.000252907806363855	NS
b3360	239.173022289854	0.708470842814052	0.182082557246341	5.46248366245819e-05	0.000256674264088569	NS
b1101	7227.05128841513	0.67402447032863	0.172796953358602	5.5977774258639e-05	0.000262364777197018	NS
b1725	971.077123914175	0.588534579744574	0.14970883377161	5.5973528675303e-05	0.000262364777197018	NS
b2134	685.28015951645	0.690923454385663	0.17755841768851	5.69298733406788e-05	0.000266489457739026	NS
b3608	7659.67684240802	-0.50232729391734	0.129074166255833	5.7073394605354e-05	0.000266823531290265	NS
b1843	251.664552545482	0.669777692701403	0.172297023354219	5.80808816889169e-05	0.000271190783441433	NS
b2143	893.108263142455	0.871492266205777	0.22886178866538	5.92583630262867e-05	0.000276339755953604	NS
b3095	346.199084436033	0.713417755699847	0.184397363449872	5.95468405047504e-05	0.000277335284869732	NS
b1623	3131.95368667388	0.644304707406776	0.165516400235243	5.96644412058075e-05	0.000277533463621479	NS
b4743	41.7776914953562	1.34774383475555	0.372749424983131	6.0093655311952e-05	0.00027917881575829	Up
b1628	422.156026103707	0.670734246071633	0.173266193228815	6.02681271471845e-05	0.000279638060464603	NS
b1259	8.57924651913276	3.74058336318587	1.07057935277813	6.16532648706992e-05	0.000285706483072488	Up
b2727	398.988719808546	-0.746806134911587	0.194634103646875	6.28036316236225e-05	0.000290309787180195	NS
b4280	467.103720315952	-0.958364059663982	0.256088607680463	6.27312848444893e-05	0.000290309787180195	NS
b1245	6629.68890581325	0.706284555967353	0.183035802573026	6.39641366395517e-05	0.000294936879417783	NS
b4226	5282.78010689997	-0.556039570976785	0.142422432812905	6.39637097612171e-05	0.000294936879417783	NS
b2377	115.633153654554	-1.09524496678837	0.299035637700128	6.42520026909873e-05	0.000295895275157249	Down
b1985	125.189441854865	0.84783164611031	0.223939872880829	6.4583775176003e-05	0.000297004112036411	NS
b2318	941.287905179146	0.598028870247429	0.153695975509311	6.46534100025177e-05	0.000297004112036411	NS
b2152	524.26158326377	0.67048267417974	0.173435161002359	6.52242765750802e-05	0.000299254807412713	NS
b3958	388.822506841908	0.745497789304667	0.194631519729752	6.57263002479858e-05	0.000301184458881105	NS
b3685	496.441946236542	-0.650104594204145	0.168451220631207	6.5942526033645e-05	0.000301801313455964	NS
b1243	17733.577181088	0.650496211123822	0.168087703434159	6.68820208654767e-05	0.000305722760396209	NS
b4030	18.0932186155393	1.91996190404658	0.56177740376522	6.70983512193892e-05	0.000306332966431236	Up
b3898	43.0772531883381	1.21783228201797	0.336296770562608	6.89987531954468e-05	0.000314620701993542	Up
b2868	41.8891571202603	-1.35585069579232	0.381337642754074	7.11997160323319e-05	0.000324256834836901	Down
b2308	518.884446238971	-0.772296834567679	0.204350540006405	7.56984103765202e-05	0.000344320690740925	NS
b2737	240.883459966521	-0.774184435818805	0.20448128281414	7.58088870968127e-05	0.000344399587818198	NS
b0170	9152.10615820577	-0.614518013651508	0.160095928340247	7.59332312820902e-05	0.000344541213841926	NS
b0727	29315.8083199158	-0.586279895987243	0.152493933237576	7.72274575813055e-05	0.000349555860631172	NS
b3205	1643.10661093852	0.739639894192218	0.194931973134818	7.71996578993207e-05	0.000349555860631172	NS
b0924	6873.83463114197	-0.446636956223618	0.114620974050777	7.80617789844954e-05	0.00035290031624042	NS
b3243	234.649257635527	0.72047538966406	0.189369910353658	7.86855985054631e-05	0.000355286133422714	NS
b3836	507.129877044607	-0.739399215029187	0.195742231316386	7.91115991427705e-05	0.000356774016621909	NS
b0741	7624.11157727392	-0.634988939259348	0.16633174397376	8.05637750838999e-05	0.000362880438806653	NS
b2614	2195.9895834861	-0.601172153131811	0.15720018699394	8.20600797951572e-05	0.000369170529297435	NS
b3236	29680.6382095519	-0.558615836871508	0.145679561064908	8.37208523193877e-05	0.000376184340069375	NS
b1105	2930.83330903814	-0.468105966681554	0.121375407052266	8.39826278718925e-05	0.000376902618774586	NS
b1845	1337.28203900341	0.501726573674965	0.130030987652739	8.46583062195194e-05	0.000379474444120949	NS
b2800	29.4390495895825	-1.66955345977295	0.493355614526587	8.52071864867622e-05	0.000381472367588434	Down
b0726	65571.0816742765	-0.535826904837246	0.140454955063289	8.60903842011606e-05	0.00038496038787895	NS
b0325	1731.17186073624	0.57416918494971	0.15008096543764	8.77963536306976e-05	0.00039211463251971	NS
b4004	253.520324232797	-0.690915627764605	0.183156650670047	8.86010872824789e-05	0.000395231388143072	NS
b3936	386.013599432626	-0.872829000325591	0.236840521005815	8.94437955862764e-05	0.00039850982660006	NS
b2963	364.23332813262	0.703761758882301	0.18620398304652	8.97288776371141e-05	0.000399298904334594	NS
b2205	69.4153622801304	-1.15101957523048	0.322445766275455	9.05073882330882e-05	0.000402279232795625	Down
b2151	610.371053534496	-2.00307562748871	0.610531111699533	9.06938592142163e-05	0.000402624119296725	Down
b3096	337.064283873234	0.670044061216728	0.177623886388756	9.15779785605108e-05	0.000406061588389411	NS
b3939	308.847783428934	0.624186708090068	0.164501463610306	9.18765972987884e-05	0.000406897792587928	NS
b2127	277.745397197741	0.856831647424924	0.231545621386104	9.29222374081854e-05	0.000411036404229031	NS
b0282	21.2812931986255	1.66899152814293	0.494540873896212	9.6823498132999e-05	0.000427781715765628	Up
b3863	2609.59058197846	-0.513478034123383	0.135451542909028	9.74120884843514e-05	0.00042938482428665	NS
b4305	131.45806969747	-1.00115170518369	0.275765355213492	9.7418568841671e-05	0.00042938482428665	Down
b1517	121.295536185997	-0.908804779160389	0.24968130346971	9.89622110944841e-05	0.00043566935312786	NS
b1077	35.858824830436	-1.68503500229035	0.504366771963634	0.000100131027646608	0.000440290773171411	Down
b3843	3920.2664070366	-0.470534350875998	0.122192376178772	0.000104749959822861	0.000460053861549809	NS
b2425	2022.63720474836	-0.872385740148069	0.239431518578791	0.000107295584318797	0.000470675054342717	NS
b0411	3486.86319115985	-0.707747649975871	0.190766837594554	0.000110572056258325	0.000484473298629484	NS
b0478	1642.44433652519	-0.587643666043198	0.155525345435438	0.000112244392631709	0.000490638018855861	NS
b2032	1063.91753980858	-0.966423010672108	0.269378808068723	0.000112138847875568	0.000490638018855861	NS
b0864	3724.17759707312	0.48643276635742	0.129505940730892	0.000116953230130085	0.0005106175265892	NS
b0089	1289.54839644773	0.524352658542666	0.139160253448693	0.000117784229283847	0.000513639245155267	NS
b3101	105.973513994467	0.931912198229135	0.259418221608088	0.000117950398196496	0.000513758035960708	NS
b3924	961.400961590335	0.540023042209252	0.143502106049608	0.000118418347870332	0.000515189471087633	NS
b3710	236.24137539474	-0.737307636110854	0.200895597258212	0.000120925873766165	0.00052548047143041	NS
b1214	587.545243594869	0.692634774742651	0.187498586217672	0.000123967081569973	0.000538063694419906	NS
b0219	375.108074985619	0.615202488806659	0.165298954901623	0.000125017821844258	0.000541988165510042	NS
b0469	429.526761216112	0.622349561977728	0.167126652767637	0.000125266089701932	0.000542428571098062	NS
b0496	779.677294774177	0.605521074378818	0.162947491945109	0.000127152616426666	0.000549953655609137	NS
b1436	14.3893564223234	2.19222979101037	0.672744224036482	0.000128426609432718	0.000554814955236203	Up
b3100	4517.43208512395	0.777847209721973	0.214995839522059	0.000130451573223924	0.000562905388310468	NS
b1625	23.5919027672674	1.89928537797696	0.591320552428904	0.000131157530120624	0.000565292012104974	Up
b3830	1281.15800889183	0.709381005055137	0.19328345840979	0.000132810601209299	0.000571750411259588	NS
b2034	991.237966641177	-0.832084098378891	0.230786888817654	0.000133016006970438	0.000571968829972883	NS
b1236	2822.95734948986	0.496621301542968	0.132635750696491	0.000134291672746928	0.000576783514306781	NS
b2818	182.433716149942	0.842239347919292	0.233028699954144	0.000134903287308614	0.000578738232560621	NS
b1529	319.340156191473	0.691365412478638	0.188628239454142	0.000135067198237637	0.00057876998734969	NS
b1166	52.8305138035873	1.32134983227402	0.39625413823864	0.000136142262266219	0.00058270148826444	Up
b1280	669.963178011429	0.546130210069281	0.146673636617291	0.000136695574157277	0.00058371851412657	NS
b3615	35.8103517955008	1.29964282975797	0.383321644711719	0.000136595063117405	0.00058371851412657	Up
b2170	64.9795136353822	1.01631494260281	0.287628307991153	0.000143202059867905	0.000610797251893325	Up
b1212	296.182043609082	0.785958913783802	0.217265618250501	0.00014639956130467	0.000623716103346393	NS
b2833	204.990716559988	0.724837403281989	0.199086748319903	0.00014691853753987	0.000625206849047687	NS
b0183	581.809760316245	0.593271019798817	0.160901832328947	0.000147737879028153	0.00062797089269668	NS
b2204	106.986437057629	-0.845180268076063	0.23657634400916	0.000148596191123073	0.000630894046811855	NS
b2922	3212.98756048204	-0.524791841799167	0.141612644202838	0.000149061290713261	0.000631418846572325	NS
b4120	188.301767697274	-0.691888197968154	0.190189922263179	0.000149046866192326	0.000631418846572325	NS
b3764	67.3413041137469	-0.948474084132031	0.269684045378776	0.000150687761510862	0.000637578194584862	NS
b1311	31.5500704765002	-1.36723031211116	0.408030893311699	0.00015200869770004	0.000642432187536855	Down
b4227	718.588868082171	-0.890630250938414	0.251191358889179	0.000152383930810392	0.000643282849471266	NS
b1441	901.078055287893	-0.712435139862263	0.196579000326655	0.000154154177408545	0.000650013851832155	NS
b2043	70.4868537195114	0.97859054592574	0.278550713191417	0.000156678474215006	0.000659905464290539	NS
b3206	145.588473893066	0.954992888151188	0.270222128734257	0.00015932105834253	0.00067027221132045	NS
b0844	264.355180163565	-0.759112160764634	0.211838308560902	0.000160930379668976	0.000676273345472584	NS
b1588	223.691725253469	0.707937512021864	0.195705262175217	0.00016308427504349	0.000684546707276763	NS
b2942	2913.69250572367	0.837995994956685	0.236346190429971	0.000170103660194999	0.000713201060545471	NS
b0357	155.170607071633	-0.874128398510921	0.248629299167556	0.000170315421394519	0.000713280213269458	NS
b1871	536.961754306349	0.534267938265097	0.145575191989413	0.000171562477556129	0.000717690092763081	NS
b1222	675.41639912688	0.749850097106883	0.209701912111674	0.000175749760951436	0.00073437583728634	NS
b1217	152.523026085104	0.819064350628822	0.232173389926892	0.000178925547416927	0.000746802115516699	NS
b3417	5958.22592877102	0.547791282153217	0.149959236966023	0.000179338980609416	0.000747683822202502	NS
b3649	535.221096028113	0.571300522585864	0.156691098100263	0.000179826542167191	0.000748872244295353	NS
b1844	464.973203987691	0.600025439481241	0.165171390944183	0.000180288997958648	0.000749953559562522	NS
b2710	88.5761772256013	0.877927742131968	0.251166136310557	0.000182232303405748	0.000757185458420736	NS
b0622	12.1733478785395	2.15189885372302	0.695100445148377	0.000186678458990407	0.00077478893529352	Up
b3645	26.0767665181115	-1.47411904894922	0.456142501724008	0.000187212180687567	0.000776133009173342	Down
b0708	1421.18859327446	0.663637074270366	0.184552032731933	0.000187645801550585	0.000777059545502872	NS
b4487	37.8884811900074	1.27778998536738	0.387199995439116	0.000188188067223076	0.000778433414531246	Up
b4398	352.36368132231	-0.602003659598505	0.166615658256299	0.000190345148396459	0.000786476378514084	NS
b1452	808.956213143942	-0.816279197785998	0.232242537780437	0.000192685849062725	0.000795259229725397	NS
b2701	698.512707645055	0.580539456483605	0.160765447033081	0.000202734941779199	0.00083487061770543	NS
b3208	443.880976981994	-0.61276858341857	0.170677691058988	0.000202642778292037	0.00083487061770543	NS
b2535	3233.56616685604	-0.540244574521274	0.149301822870969	0.000204275696527118	0.000840279783934687	NS
b1206	444.817841107054	-0.636580006812108	0.178202130720498	0.000207649181213816	0.000853207413476325	NS
b1777	313.780222323679	-0.658008997503451	0.185033071856117	0.00021240044805647	0.00087176121743932	NS
b1662	775.77156462594	-0.605560097372516	0.168879074230064	0.000212679598037485	0.000871939194614877	NS
b0829	3932.18449810314	-0.664797432616277	0.187012158887186	0.000215002439338138	0.000880486180146662	NS
b1424	1654.05884048227	0.484102699817948	0.133483073993478	0.000216574233965079	0.000885941943808477	NS
b0173	1178.953230367	0.649804128785353	0.182608566438961	0.000223700657767264	0.000913723689051182	NS
b2551	14868.834868618	-0.501115829824245	0.138903376371	0.000223859832958456	0.000913723689051182	NS
b3996	953.223977144009	0.525328502668078	0.146113478456011	0.000227552529481195	0.00092777205515045	NS
b3641	429.161965920268	-0.608142670320189	0.170779244259393	0.00023011265047608	0.000937176851828791	NS
b1847	438.947433539032	0.555259055166661	0.155015473176434	0.000233353082325797	0.00094932860114499	NS
b0781	703.019100415964	0.652251001727185	0.183961790427849	0.000233763794983436	0.000949954410822799	NS
b1126	818.323207617238	0.487288822210765	0.135248391739012	0.000236124906846909	0.000958496054357704	NS
b2067	805.874549913963	0.502282303621591	0.139709479833726	0.000236510165032888	0.000959007226196952	NS
b0591	89.0167234360074	-0.977065418590021	0.288148924718564	0.000237119078297816	0.000960423167081404	NS
b2380	366.158677004518	0.726075170399195	0.206851218867607	0.000240629276928654	0.000972510454734603	NS
b2832	168.586519025172	0.708586062523921	0.201962979486778	0.000240536169289776	0.000972510454734603	NS
b4171	5353.50663164999	0.609876550083645	0.171768553875414	0.000242092428333252	0.000977355676830092	NS
b0680	4736.73992792151	-0.424719130100075	0.117763859497782	0.000242489349408707	0.000977890527931731	NS
b1773	62.471025927016	-1.16417022346421	0.356643612889307	0.000243452400189331	0.000980704766775757	Down
b0714	417.648075720083	0.568995652343024	0.159696867262686	0.000244251734794968	0.000982854097140145	NS
b1293	547.006120620672	0.650221692445849	0.184232043992766	0.000251167292199194	0.00100958331147024	NS
b4836	241.678241641524	-0.66640719240438	0.189785009057212	0.000251788928404078	0.00101098312403722	NS
b0852	507.557307748406	0.538494835947881	0.151303782970573	0.000256589886934478	0.00102914251831204	NS
b1765	905.426989322747	-0.640143240197603	0.182326000891347	0.000260857385618346	0.00104512525678943	NS
b2631	151.597401344005	0.7620775805566	0.219084262364721	0.000261931786789101	0.00104829409907586	NS
b0063	280.571476481042	-0.624321118068937	0.177115346339559	0.00026231017690888	0.00104867355049626	NS
b2038	494.42743582488	-0.918411856572754	0.272157950542588	0.000264420615456629	0.00105596915330304	NS
b0405	427.834279808947	0.590554245759705	0.16693976770199	0.000266560688470938	0.00106236318997358	NS
b4167	1527.19010710242	0.542907550555404	0.152892649065584	0.00026659627914967	0.00106236318997358	NS
b1601	132.581413552588	0.836331510927325	0.244413130832781	0.000268726278781775	0.00106969836268569	NS
b3203	600.247882766226	0.563316871587291	0.159018613129482	0.00027331742879402	0.0010868041415917	NS
b1418	345.347521368321	-0.94647233691416	0.282532818580871	0.000274071956941843	0.00108863383111808	NS
b0271	287.699789594226	-0.762865044247843	0.22170489051249	0.000276973477923294	0.00109897845639521	NS
b3633	742.491059803013	0.482984245522646	0.135714093466019	0.000279523037672282	0.00110790588779432	NS
b3579	19.0622919788434	-1.70749898700607	0.559740517177797	0.000281086434977003	0.00111171939737429	Down
b4089	347.863273854968	-0.697177041127937	0.201237582082767	0.000280840457978769	0.00111171939737429	NS
b3233	340.945824272914	-0.719396518103181	0.20824256575915	0.000282681434052423	0.00111683327257036	NS
b4109	94.9199957898928	-0.908276141266928	0.270915768650403	0.000291975858915028	0.00115232308032847	NS
b2079	199.744877275699	0.68133164290775	0.195976803596632	0.00029501874657621	0.00116309096464693	NS
b1858	127.707313386296	-0.741085606586768	0.216481782177248	0.00030388782587265	0.00119550763837985	NS
b2460	26.1566404190619	-1.41586011793586	0.452662758456086	0.000303788605880354	0.00119550763837985	Down
b1045	222.148140692177	0.665004441779083	0.191461680427439	0.00030635239020986	0.00120264452122724	NS
b4384	10655.0221983819	0.570712603199897	0.162841746902842	0.000306190298403266	0.00120264452122724	NS
b3790	477.289803080338	0.553918382859465	0.157838496572749	0.000307953535966912	0.00120764811877587	NS
b2664	538.625845256243	-0.934583208800604	0.281151949538845	0.000310596103476668	0.00121672075281432	NS
b3664	37.1358062672828	-1.1807059528375	0.367972599276145	0.000311379662176529	0.00121849946108868	Down
b1927	1725.6484348686	0.444880406695422	0.125733127250283	0.000311945626156967	0.00121942381134087	NS
b1136	27407.9216040397	-0.470808049970375	0.133454788211225	0.000314537220282144	0.00122825622027811	NS
b3455	22.5839637071438	-1.49690029856266	0.486757281505258	0.000317167919931842	0.00123722253998729	Down
b3409	1455.44191375613	0.549369463904479	0.157201457056992	0.000326509657253794	0.0012723210880132	NS
b2295	400.029102391781	0.572270710388433	0.164224265911963	0.000334370390721369	0.00130158074198697	NS
b0835	339.036000353612	0.699542072092914	0.204158842776229	0.000341721732702149	0.00132879807311519	NS
b0171	1503.84509931902	-0.658984308256549	0.192234927161962	0.000343177699415232	0.0013330579122243	NS
b1706	1175.47825956367	0.564847199484122	0.162570425610964	0.000346094165905111	0.00134297610232644	NS
b4168	345.439843880231	0.564941121602596	0.162689916988029	0.000349531807149412	0.00135489373463158	NS
b2904	3694.12493761178	-0.470975770999154	0.134602782521366	0.000350727919616802	0.00135810664580412	NS
b0958	242.530510328946	-0.690309608073644	0.203182571779854	0.000358483213162657	0.00138668506514174	NS
b3414	2511.89104630181	-0.525831379825019	0.152142502227377	0.000381508253007993	0.00147420848445513	NS
b1063	396.571687421292	0.633056843158935	0.185404647056685	0.000384960998003636	0.00148599767287834	NS
b3569	144.648715179905	-0.73770028761324	0.22013862888588	0.000394563511859879	0.0015214763992261	NS
b1172	19.0663223724425	1.62711640691555	0.549435242012016	0.000399785895643278	0.00154000858550921	Up
b2314	867.680822663782	-0.684456788245007	0.202861591224894	0.000400547537830263	0.00154133693537598	NS
b1520	29.4906729670771	1.34772261502722	0.435891401170118	0.00040138399513472	0.00154284517229811	Up
b3184	408.956823034958	0.62166302111754	0.182337133127772	0.00040177390506303	0.00154284517229811	NS
b3941	37.5169737351524	1.23396194427899	0.398117462817861	0.000414739877583228	0.00159098347230578	Up
b2126	506.405086565289	-0.65989121044362	0.195689154119302	0.00041862795885416	0.0016042343956919	NS
b2776	60.7087620991082	-0.959959223029691	0.297811999830107	0.000421631253780461	0.00161407078310574	NS
b4279	411.515955308672	-0.925330031539716	0.285538066128325	0.000424186189733347	0.00162217221265142	NS
b2525	686.936742314496	-0.557136625197931	0.163822375776503	0.000425795773779814	0.001626645425039	NS
b0697	367.654393061143	0.985407406507238	0.306700604726931	0.000427733693207214	0.00163236243290018	NS
b4062	106.015830465105	0.927190224268473	0.288310722423502	0.000430223546893005	0.00163848267395503	NS
b4440	63.6320833737461	-1.13487568175189	0.362836018136572	0.000430157977358208	0.00163848267395503	Down
b3416	2520.45035243563	0.571995023904229	0.167913709603499	0.00043691647392	0.00166226041209481	NS
b0261	226.315452168689	-0.652212421310479	0.193237458445744	0.000439357026615909	0.00166982763044772	NS
b3370	29.214069889779	-1.29714827874156	0.428885483649213	0.00045865697123605	0.00174138960947732	Down
b2218	825.299457594413	0.591882303202388	0.174806421965854	0.000464834540339454	0.00176303397966698	NS
b4315	133.742790113372	-0.80575113886565	0.245283415059482	0.000467636438667662	0.00177184380142727	NS
b3638	59.7557760538459	-0.984863801145815	0.310264516030802	0.000472204803664757	0.00178732176453662	NS
b0661	1913.07627066889	0.525402641180084	0.154630927614271	0.000485494797802323	0.00183574617819324	NS
b3705	6322.50449720987	-0.414975755594762	0.121034866997136	0.000486650845455534	0.00183823782072989	NS
b0096	10389.9144868036	0.549380761467909	0.16228942122408	0.000489925847534101	0.0018487201879399	NS
b0729	32637.5136973537	-0.497637908569817	0.146437253635299	0.000491689824680899	0.00185348519028539	NS
b4119	510.595508012736	-0.682506567345543	0.205477646200316	0.000495464416243103	0.0018658120277668	NS
b4033	864.318647879708	-0.798114549233225	0.244945934387697	0.00049801123714759	0.00187349496945248	NS
b2601	423.345649912457	0.520510720901106	0.153783831806191	0.000511897580654945	0.00192377769640446	NS
b1487	506.587232547804	-0.787391482709833	0.242347118226123	0.000516099260258559	0.00193759905018899	NS
b1067	843.864533916837	-0.449316339222897	0.132093592642021	0.000517055689312015	0.00193922103354547	NS
b0474	5358.44179978505	-0.494341668955684	0.146329455569465	0.000530746628664086	0.00198855221154994	NS
b3636	545.607310478124	-0.608165217538115	0.183155525845552	0.00054831464261087	0.00205229508944838	NS
b0032	441.146753226476	-0.62206811382468	0.187958110223566	0.000556639307523563	0.00208134697595767	NS
b2961	690.321391108533	0.490666517454808	0.145818124619258	0.000564019962743163	0.00210681396184264	NS
b1742	9.03860860958007	2.31793345183693	0.882955801380142	0.00057252212830494	0.0021364145615254	Up
b0403	298.73208883234	0.573900653436669	0.172373515323704	0.000574988401521338	0.00214345474680031	NS
b0516	68.8600904253704	-0.910150155441439	0.289211756143132	0.000579530926072833	0.00215821285459953	NS
b2795	6526.35814471371	-0.539431838279616	0.162123653503116	0.000595168907754956	0.00221421994052095	NS
b0064	581.666093244347	-0.715294564900536	0.219905815865072	0.000597943154715309	0.00222230531270072	NS
b0048	316.640025710072	-0.562134559579469	0.169510131220572	0.00059857878562921	0.00222243408559922	NS
b1647	1645.41815447041	-0.426990439934627	0.127100329014409	0.000610855340152002	0.00226574026868817	NS
b1857	464.905115761339	-0.499693823018559	0.149758650505444	0.000620716942326433	0.0023000112752737	NS
b2394	412.707665248827	0.550667437172718	0.166087422185085	0.000624227580221306	0.00231070429595434	NS
b4132	28.8290364336193	-1.81741306077153	0.675355097462846	0.000627416075205716	0.00232018464611074	Down
b1990	748.30664246101	0.471935572564842	0.141140794440535	0.000628074644270404	0.00232029973477718	NS
b2171	202.743527657089	-0.805309750371512	0.253300648061092	0.000629065923897913	0.00232164250157134	NS
b1486	164.216761869388	-0.889644614168424	0.281968508504911	0.000630327320648734	0.00232397849627021	NS
b0876	381.908984884148	-0.595371677309968	0.180965411166487	0.000631027518230199	0.00232424279125027	NS
b3088	250.068093358658	0.684031562439259	0.21027856439992	0.000648226248774101	0.00238521459499167	NS
b4135	1142.93112170558	0.436952634700805	0.13056437490313	0.00064968042748863	0.00238818908633494	NS
b0582	406.404765066755	0.562520710616373	0.170579355355689	0.000652318410785659	0.00239550494844624	NS
b3160	2037.10557201872	0.579570405865011	0.17602842753734	0.000654684817687028	0.00240180997599864	NS
b2594	1757.15642475893	0.436220149270549	0.130494863219313	0.000658589984128302	0.00241374208256339	NS
b1450	118.871336016117	0.922236808570852	0.294837636372761	0.000666302554769512	0.00243717789073952	NS
b4084	70.3923982381041	-0.933640684484927	0.301739335568436	0.000665746778252666	0.00243717789073952	NS
b0422	542.891482797003	-0.700010546053243	0.217313396568691	0.000669418451075771	0.00244615556529466	NS
b1116	896.158958359098	0.62304908806886	0.190565406776406	0.000670557099977939	0.00244789748836961	NS
b0854	251.072098514469	0.736223278916491	0.230136644877737	0.000696287373146554	0.00253932022277708	NS
b3825	958.04102336344	0.481154771401714	0.145503888648976	0.000715067530896679	0.00260524111256741	NS
b1938	18.8337356978877	-1.7725097694051	0.660910432871093	0.000715784679703495	0.00260528715112552	Down
b0366	15.3098685041175	-1.64675649044112	0.592915374018727	0.000718892500878291	0.00261402602580917	Down
b1770	28.4832557272674	-1.41581003240866	0.498247076950981	0.000734874456969068	0.00266951448120984	Down
b0800	1042.94050842918	-0.494894583569244	0.150654502555455	0.000741444882798609	0.00268810115351888	NS
b4751	193.62510920776	0.85195190321862	0.271318134097374	0.000741106179493626	0.00268810115351888	NS
b3961	1164.51212580275	-0.478394292627551	0.145461890127645	0.00074316238622891	0.00269168903454898	NS
b0594	101.015411922844	-0.930845473464778	0.302085789581577	0.000745598983120844	0.00269787185868971	NS
b3458	41.9890856444322	-1.02061956301251	0.337048625106161	0.000757909339031463	0.00273973483454384	Down
b2349	83.1549655346949	-0.783172126322216	0.249349023875142	0.000763240035993273	0.00275631020810852	NS
b4159	1022.63709371305	0.486968746644361	0.148284528064769	0.000771289341755845	0.00278266144957377	NS
b1423	1425.11567163591	-0.632378021456325	0.196709565740402	0.000778051711236542	0.00280432283445685	NS
b2302	423.323365029976	0.554022224127265	0.170394413532085	0.000792912710718569	0.00285232607416077	NS
b4469	590.279708669695	0.531748250646171	0.16315629784055	0.000792753032289156	0.00285232607416077	NS
b1336	44.4505056236391	1.01052216226639	0.334711541594905	0.000797022793685749	0.0028642280235667	Up
b3293	115.418774872981	0.776739648157268	0.247228178043386	0.000797770379738696	0.0028642280235667	NS
b1630	447.291928359205	0.501291526810757	0.153799560181093	0.000801724227909117	0.00287563161475064	NS
b3793	417.69164894866	0.538651879677187	0.165431808315525	0.000802906556569222	0.00287708182770638	NS
b2130	1206.98766379343	0.573364537356259	0.177459550577407	0.000822458350009134	0.00294428942723502	NS
b0002	4679.71150204928	0.440727383403014	0.134503985560067	0.000827298170328514	0.00295875109659076	NS
b3865	310.421196546226	-0.606975771939265	0.189723753347325	0.000831402302303324	0.0029705562453311	NS
b3548	166.019627581384	0.694069402589874	0.219826554756447	0.00083991840676502	0.00299808713148363	NS
b2259	69.9944024872865	-0.920678875848818	0.302958437149613	0.000852648057195688	0.00304059066105078	NS
b4443	106.069274273339	-1.00328455795637	0.336500278749156	0.000856878297646825	0.00305273212398647	Down
b0695	826.462867087805	0.598366644124958	0.186829611124324	0.000866322814163335	0.00308340882269106	NS
b3177	473.264876923689	-0.521388093589093	0.161623456543846	0.000877654527981086	0.00312073696584044	NS
b0016	416.828636806021	0.52692070123894	0.163405091041829	0.000881664662441816	0.00313198455495662	NS
b4306	35.9380744442988	-1.0878131709292	0.371197459499469	0.000888703808832969	0.00315396035034964	Down
b3524	737.258438770674	0.466350301412027	0.143572415026831	0.000891789704355177	0.00316187759032161	NS
b3530	646.071332347235	0.468909468802035	0.144865157783346	0.000921821705836264	0.0032652266936614	NS
b3622	630.772317331359	-0.852125962989869	0.279909348496446	0.000925485849492654	0.00327506858509458	NS
b3371	126.049182825995	-0.739243761692101	0.238011340154687	0.000930485109054486	0.003289611790902	NS
b1944	17.9683241540058	-1.81085477894023	0.701885149791343	0.000932462684700123	0.0032934546399437	Down
b2213	264.961900323497	0.73323388779762	0.234442086312908	0.00093432947658628	0.00329689924085502	NS
b2435	680.217385805254	0.654189766065671	0.207123195808603	0.000939261367458265	0.00331114255182142	NS
b4481	664.049332181499	0.518468192246604	0.161362376594422	0.000947207440827908	0.00333597439636343	NS
b1309	55.5872195583266	-1.17921624336849	0.413184886993275	0.000967718135341465	0.00340496828210536	Down
b2299	331.46775890276	-0.550953210874596	0.173023123193718	0.00097918975172766	0.00344205675084495	NS
b4544	40.2796966124179	1.01570822131207	0.344861512025493	0.000985149006287507	0.00345971607336297	Up
b0103	339.592460383674	0.509817677093784	0.159279425899258	0.000992653344114044	0.0034720476689911	NS
b0386	1438.67929311729	-0.438489746299861	0.13576923649804	0.000991728723214032	0.0034720476689911	NS
b0964	21.7499089134233	-1.34913497762777	0.483342935965529	0.000992864379602459	0.0034720476689911	Down
b3580	45.8284103883347	-1.13407076017523	0.393375576596744	0.000992998033418	0.0034720476689911	Down
b3925	448.346284179927	-0.560450744157693	0.176543509594103	0.000993354903675658	0.0034720476689911	NS
b2036	783.034766318483	-0.7323854258022	0.237799205453957	0.00102288450482178	0.00357188564573271	NS
b0441	3120.42703818769	-0.410621311099809	0.126632673500515	0.0010301375670541	0.00359381954996797	NS
b0222	1752.86959612119	-0.413261367871954	0.128591447429235	0.0010510196266729	0.00366273506573987	NS
b2472	1191.87304339332	-0.424666997737532	0.132718639617177	0.00105187253645639	0.00366273506573987	NS
