gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	significance
b3829	1561.30470052895	2.30033780856091	0.164280404008587	1.47023548666549e-45	1.12093217783599e-43	Up
b4026	135.643798859303	4.98031718666159	0.359875709315591	4.53175718153364e-45	3.35168761146228e-43	Up
b4240	43587.2822210406	-3.42904469272207	0.247446762105998	2.00236858863588e-44	1.45191353740696e-42	Down
b3507	202.947732277725	5.10412474810451	0.363753766471569	2.13433513656177e-44	1.5178406413472e-42	Up
b0343	261.707806849854	-2.81317046670693	0.205327761415424	9.65648603110221e-44	6.73767647981434e-42	Down
b4189	1787.75959510707	-3.0970283290906	0.226844522665155	1.22574678215381e-43	8.39409555630515e-42	Down
b2148	4835.09949276523	-3.56798997026972	0.263094048045181	4.64568488142012e-43	3.1235895802712e-41	Down
b0487	406.298153000391	2.57765176664232	0.190569536797423	1.85915943933941e-42	1.22770921547806e-40	Up
b1467	901.770246239694	2.02655060027043	0.150583173787415	3.93389934128023e-42	2.55220346737794e-40	Up
b2705	5668.66101915915	-3.03265231214498	0.226504020289942	5.70430030007083e-42	3.63698319132102e-40	Down
b3115	168.973884347361	-3.05275850873248	0.232687683088197	2.15988223709987e-40	1.35377025640598e-38	Down
b2702	2062.95398220745	-2.72248898036137	0.211386827561128	5.15098072491199e-39	3.17472112012076e-37	Down
b0837	625.532931335543	2.03706509866052	0.158969691624911	1.43989567871704e-38	8.72907249163218e-37	Up
b4378	1011.56964484384	2.88091520306602	0.227115630597782	8.78692959903261e-38	5.2409783318101e-36	Up
b4187	1683.38983553556	2.81756520319433	0.224027721369868	2.10901196186726e-37	1.23795654523574e-35	Up
b4139	18412.274735283	-1.87833010650621	0.149100976200284	2.75669080947667e-37	1.59285040835074e-35	Down
b2703	4217.90044710392	-2.60751667004576	0.208466668596707	5.85197515488757e-37	3.32932371119604e-35	Down
b2149	3544.45278905427	-3.4514403945878	0.280351206593299	5.56261073879599e-36	3.11674765334357e-34	Down
b1257	202.293322006704	3.14474518171741	0.255529709337112	6.35893024773469e-36	3.50974985912282e-34	Up
b2803	478.204419499103	-2.10811669965719	0.171713323588183	1.30691302308507e-35	7.03047439542762e-34	Down
b4239	22227.2610771636	-2.80207444959768	0.228884780896853	1.31179754809223e-35	7.03047439542762e-34	Down
b2802	915.624057238187	-2.05615130697219	0.169222443312528	7.48631953310228e-35	3.95491566191603e-33	Down
b3041	1349.34686046263	-2.23110989096801	0.183957241270994	7.69378935787531e-35	4.00727225991872e-33	Down
b1951	105.276705650954	3.85753358583506	0.31598186760441	9.81261455114793e-35	5.03986786252014e-33	Up
b2797	1966.44435650003	-1.7516510855328	0.144392421638146	1.01992892835101e-34	5.1667084617014e-33	Down
b2060	123.815449399416	4.32734063476592	0.364030520588134	8.89283691630611e-34	4.44401498871622e-32	Up
b2076	567.877659767564	1.89663641195501	0.159256902024923	1.27083901399708e-33	6.26608356501494e-32	Up
b3403	21801.2700427783	-1.52294602361146	0.128416257085493	3.48482633469483e-33	1.69564312969757e-31	Down
b1283	186.653074788053	2.82744653459658	0.247001276384525	7.4581025492494e-32	3.58182639313302e-30	Up
b4711	816.958289617406	-1.63153747075785	0.140920762531832	8.59781924450508e-32	4.07624814951023e-30	Down
b3661	420.208123005614	-1.96265225664868	0.169779509442953	9.0257516462049e-32	4.2249657705906e-30	Down
b1497	153.182095189411	-4.81087384677283	0.417002818976142	1.14552642036921e-31	5.29519587815669e-30	Down
b0379	89.2366618647	4.36727444268638	0.37422811054559	1.47315656914803e-31	6.72559628729559e-30	Up
b3846	1832.4847440518	-2.10804626480144	0.183753100671296	2.02417693823452e-31	9.12854428974545e-30	Down
b3218	823.355193613192	-1.60584488441523	0.13982477837847	2.60464105045792e-31	1.16047742224017e-29	Down
b1621	542.483815670266	-2.35206061408294	0.206743890515926	4.92718745127512e-31	2.16913561843041e-29	Down
b1612	7948.3946509648	-1.64133106355798	0.144395677531563	9.22779306284588e-31	4.01463279369459e-29	Down
b2704	1591.98966032878	-2.65273451683094	0.234710678425853	1.12018618072076e-30	4.81680057709925e-29	Down
b1014	53311.4767290221	-2.62372032132928	0.231276476704023	1.44675930457561e-30	6.14955851531105e-29	Down
b2192	806.016196671664	-1.59637923153129	0.14115368744443	1.96568894377388e-30	8.2603610387225e-29	Down
b2030	794.643111542917	-1.62589160212551	0.145215668718007	6.67092751181444e-30	2.74100999318776e-28	Down
b4290	1188.22461407874	-2.28442681802951	0.204868383664626	6.63589622884872e-30	2.74100999318776e-28	Down
b3603	23617.4801686868	-2.97389396620671	0.266417554172292	7.31354117843095e-30	2.97203025031183e-28	Down
b2679	2002.42477109412	-1.96348515459324	0.176116174285914	8.93098667667619e-30	3.58986834025528e-28	Down
b1331	796.878978596229	-1.64188521420994	0.147992078330995	2.04395127270373e-29	8.1274535553316e-28	Down
b2344	2984.86955462774	-1.7709452969571	0.159984584396499	2.50055178702892e-29	9.8372771366308e-28	Down
b2426	1469.55860516462	-1.99733745941774	0.180852763045618	2.84629500793363e-29	1.10795778308827e-27	Down
b0030	3195.55428342882	-1.57767243384586	0.142555979333446	3.04027789321428e-29	1.17114038011525e-27	Down
b2075	1121.58594933172	2.00697312262209	0.181814071060407	3.80525501652373e-29	1.45070443825822e-27	Up
b0656	829.40645758664	-1.56384439145392	0.141850721997843	4.74211911534552e-29	1.78942413148446e-27	Down
b4213	1815.4186048935	-1.44098705787855	0.130797492257254	4.88636202923795e-29	1.82522896809312e-27	Down
b1536	142.43513149591	2.89326278701981	0.264536942600274	5.81601507517293e-29	2.15076237479895e-27	Up
b0269	865.972779342972	-2.0809757483712	0.189796613192477	6.13013075261075e-29	2.24447757654996e-27	Down
b3665	480.59446968642	-2.17771120649695	0.199136722641492	7.50165920987656e-29	2.71971919197289e-27	Down
b4518	308.886200583909	3.06113377344697	0.27848946115988	8.03511513328239e-29	2.88484036532799e-27	Up
b1531	301.016492000889	2.27789620637573	0.207904911935008	1.19748016093817e-28	4.25796311072053e-27	Up
b2799	392.191235585508	-1.94466244610496	0.178488247176599	1.33502959421435e-28	4.70184708514731e-27	Down
b3566	164.753242736661	-2.56935770599499	0.236701576380308	1.55741474310535e-28	5.43332049056942e-27	Down
b3153	183.473222285118	3.30754259493954	0.304055304204227	1.91558234840254e-28	6.62039581718934e-27	Up
b0753	416.808257001486	2.88108475215994	0.267810286045467	5.06022550474372e-28	1.73265869597614e-26	Up
b4291	4045.80291826882	-2.45104559230796	0.227963295459053	6.68226797743285e-28	2.267066695463e-26	Down
b4151	1646.66924099805	-1.40451150515457	0.129451171359342	6.84389405568415e-28	2.30079274708363e-26	Down
b2982	809.955226300835	-1.56038405049647	0.14523311376571	1.10866426209263e-27	3.69354994704374e-26	Down
b1388	147.63635287343	-3.3630988087834	0.315034473882273	1.13799711179848e-27	3.75742260663463e-26	Down
b0552	828.382235829016	-1.54111656411929	0.143582735029985	1.20484149451123e-27	3.94292375814383e-26	Down
b0162	263.684473371742	-2.11817692412847	0.197995998758092	1.23340344648088e-27	4.00098767112832e-26	Down
b1896	5054.80795341568	1.55525364910756	0.145020197326518	1.40296522289077e-27	4.51144816891309e-26	Up
b3114	331.402040311706	-3.06531010681433	0.289109155269835	1.96505179031965e-27	6.26444958672591e-26	Down
b3003	1593.82642668034	2.39666997690298	0.225484790868314	2.22987100866998e-27	7.04791708552272e-26	Up
b4323	1347.71468191841	-1.65711204601523	0.155739391260544	3.09605870990525e-27	9.70273314341493e-26	Down
b2341	1719.67047573949	-1.75988750323175	0.166612024375403	8.02777381873683e-27	2.49468130938561e-25	Down
b2678	1628.81967159575	-1.89174305287952	0.180166960234809	1.05608787183002e-26	3.25451079168951e-25	Down
b3515	821.460527716376	1.97741424255123	0.188606433532335	1.28014366498399e-26	3.91237295298412e-25	Up
b4322	1534.35431881984	-1.61658608789112	0.153830861735137	1.3091016963561e-26	3.96808038780727e-25	Down
b1994	560.967342127166	-1.55822750233036	0.149180508496839	2.49666765390928e-26	7.50624145053376e-25	Down
b3505	813.435422969991	-1.54816036218578	0.148783415319336	3.85857372271044e-26	1.15072626020832e-24	Down
b1468	1963.59648165325	1.59319743962162	0.153358001783407	4.60253473241292e-26	1.36161387523704e-24	Up
b2796	3263.00218681355	-1.63055096249409	0.157068892410784	4.7855867799648e-26	1.40453173907221e-24	Down
b3516	619.634843407845	2.45544511399735	0.24036757318584	1.14355434703773e-25	3.32981415381536e-24	Up
b1634	2446.90902781453	-1.45190990685886	0.141292708341601	1.62509283643182e-25	4.6949947727538e-24	Down
b2428	324.875728283199	-1.99835732830977	0.196707578110493	3.13697942344048e-25	8.99267434719606e-24	Down
b2048	88.8662465777441	3.31861009437817	0.329183229265717	3.33039069298336e-25	9.47368060204037e-24	Up
b4021	463.672947975341	-1.6572931603949	0.16315636943258	4.37217502557698e-25	1.23422162172394e-23	Down
b1930	631.721030408053	-2.11768056576062	0.210077087029151	6.69142975380197e-25	1.87461418405755e-23	Down
b2059	64.1794517843575	4.47280143942609	0.440658656942178	7.39560406685779e-25	2.05631156686016e-23	Up
b4376	11228.1782889407	1.44334004640387	0.142806767703722	1.06328029612508e-24	2.93433622020189e-23	Up
b2050	69.9623238900562	3.92547962068795	0.390571635179779	1.44850504234809e-24	3.96783084933574e-23	Up
b2077	225.715079649534	2.16112843229854	0.214758783083798	1.59957076286502e-24	4.34942108902562e-23	Up
b4350	5861.36995487599	-1.42361736190764	0.141389870035222	2.19114012108931e-24	5.91447895458998e-23	Down
b1465	208.91067872495	1.9871993813273	0.199961147212059	2.68678996690977e-24	7.19981833161763e-23	Up
b0978	415.018140871252	2.96534475399462	0.298952715907614	3.14161964113227e-24	8.35806434022095e-23	Up
b4067	2880.46565358332	-2.39755175103949	0.241914510857429	3.41558762671833e-24	9.02203074543171e-23	Down
b2098	225.355488823258	-1.86065178557217	0.187461921434424	4.33302699922694e-24	1.13642083993909e-22	Down
b2165	75.6191943694062	-3.21179754777711	0.324973491275512	4.5145486451532e-24	1.17569020350539e-22	Down
b4057	356.079569050819	1.76970678252806	0.17831643953882	5.10711367773728e-24	1.32070673987919e-22	Up
b0259	813.105739189845	-1.50113068706028	0.151141323655591	5.47029266966667e-24	1.40480154808523e-22	Down
b1897	670.596366577805	1.83446928356316	0.185514516156787	7.81591100460978e-24	1.99332682034807e-22	Up
b2677	1639.390012546	-1.67134218832143	0.169246691512704	8.22585010495408e-24	2.08350641699453e-22	Down
b1329	1364.94918660446	-1.40890736768534	0.142658588784892	9.1167314164592e-24	2.2934471277596e-22	Down
b2876	271.116524501976	-3.06754290544865	0.315377246961503	1.81297025877849e-23	4.52997568713708e-22	Down
b0880	521.040779885666	-1.68188758043556	0.171895348791986	2.06348083011052e-23	5.12131014077094e-22	Down
b1481	108.368815168022	7.45792289376614	0.738358594153368	2.58322712151733e-23	6.36851593024739e-22	Up
b0284	524.890164258955	1.76497096832204	0.180809486744696	2.66902602227351e-23	6.53646240421685e-22	Up
b1390	110.617460676633	-2.72621443919883	0.281295442680014	3.67816665453244e-23	8.94859229504012e-22	Down
b1391	116.72322183287	-2.66881564345781	0.275806659524283	4.05478495820718e-23	9.80038874212429e-22	Down
b2097	9969.91447621172	1.50589831529608	0.155445032199864	7.48729765985086e-23	1.79792381468367e-21	Up
b1929	4259.66448565342	-1.82058140868232	0.189235205606378	8.5029150100346e-23	2.02863094884567e-21	Down
b4153	2502.78457095134	-1.28337995406489	0.132458028540209	9.94265649341373e-23	2.35691946875923e-21	Down
b3845	1092.06177569062	-1.82516548005931	0.190116367337708	1.09147482100974e-22	2.57087508795797e-21	Down
b2074	366.442031465572	1.73898074186328	0.180826032504821	1.20754610687832e-22	2.82626930584558e-21	Up
b2282	11342.8250024466	-1.10930337456845	0.11489416045085	1.53134833509377e-22	3.56158876929356e-21	Down
b3512	489.366272327832	5.20917703025732	0.55887238224249	3.71271675568342e-22	8.5810166015733e-21	Up
b2788	313.315420773485	-1.84555141634515	0.194985025244065	4.40010397256433e-22	1.01065742177285e-20	Down
b2062	90.8119490725663	6.94384463306003	0.708541500021265	7.89078030793228e-22	1.80124108510701e-20	Up
b1828	232.502180114444	1.89057902409344	0.201793724113485	8.04626051332164e-22	1.82546450173395e-20	Up
b4289	676.661032419817	-2.10210177044738	0.225597925197452	1.24380951812718e-21	2.80463877928922e-20	Down
b3666	70.7985334581085	-3.74539815694325	0.402604323481122	1.32440813443377e-21	2.9682795643249e-20	Down
b3605	8048.59748572495	-2.09686172045715	0.225178161329481	1.69441763516682e-21	3.77467253906441e-20	Down
b1920	2675.77531846067	-1.1945347993777	0.128122777055831	2.96655869500516e-21	6.56906230786172e-20	Down
b2342	1349.94766941496	-1.82446211890684	0.197860210416795	3.92720249422135e-21	8.64452072835153e-20	Down
b0484	1761.8271718971	1.69599489041707	0.184108689471447	5.04287204846608e-21	1.10346395474719e-19	Up
b1466	216.052665746056	1.8050307081099	0.198569426675191	1.07685998279284e-20	2.34248718609878e-19	Up
b3491	1319.2360859701	5.37932376112627	0.596562830329231	1.16595178204207e-20	2.52145595905939e-19	Up
b0814	9760.21246086383	1.53731869548557	0.169069145349042	1.77764249700976e-20	3.82193136857098e-19	Up
b3806	3530.82602297654	1.2489185932633	0.136953630433431	1.98131570690229e-20	4.23520548215299e-19	Up
b2875	254.468494879932	-2.32728797666673	0.258761250229039	2.45200219176691e-20	5.21120925583565e-19	Down
b4014	54102.4282021409	1.75869155378795	0.195949638541812	2.50965582213515e-20	5.30326127443189e-19	Up
b3092	928.295203891089	-1.55284201186416	0.171807676004369	2.8322602622732e-20	5.95096502834448e-19	Down
b3073	2188.89822869558	1.57358972381713	0.174815531412677	3.99489823502325e-20	8.34640320515028e-19	Up
b4188	402.312230057823	-1.62296878729968	0.180602412316593	4.10322894712528e-20	8.52457339689286e-19	Down
b2980	414.460966765623	-1.60277310795817	0.178656339330944	4.86454822335764e-20	1.00497761619981e-18	Down
b1680	1631.26235978475	1.44066057967522	0.160335731526669	5.59876869823033e-20	1.15023592478088e-18	Up
b2752	4879.53631293365	-1.74441334295518	0.195484467838482	6.37914698912731e-20	1.30331964451894e-18	Down
b0440	3730.85619429273	-2.06483072596786	0.232378730109773	6.86938388652017e-20	1.39576822045888e-18	Down
b0979	270.37231006758	2.81837668926298	0.320239968326333	7.13429087745428e-20	1.44167254999049e-18	Up
b2464	3257.8883245128	1.24611544444125	0.138930313435322	7.79225425269033e-20	1.56607370795918e-18	Up
b3225	7590.05463404705	-2.13026079060685	0.24155816062976	1.22476099515601e-19	2.44819792437132e-18	Down
b4016	7342.73210055022	1.94426583618292	0.221443142394609	1.49067358359053e-19	2.96371554414935e-18	Up
b1258	71.459118139751	3.46755835978587	0.393910257646798	1.51173858404232e-19	2.98952368117033e-18	Up
b3241	80.1205256702194	2.70556488828549	0.310338789663278	2.53217667404711e-19	4.98084539395012e-18	Up
b3212	8145.38244640876	1.23195807438641	0.139786508684346	3.13904497842334e-19	6.14189858741244e-18	Up
b2466	48.8156351982854	4.04256087624499	0.462693904210976	3.74241343594431e-19	7.28391836111686e-18	Up
b4342	616.240258142228	-1.65367870486239	0.189532156113788	4.02436205789762e-19	7.79167062309184e-18	Down
b1681	2156.32236494876	1.44190337612492	0.164697037810504	4.30347872695936e-19	8.28867933973736e-18	Up
b1784	2360.93016337741	1.12013879303428	0.12760960162344	4.87317497695665e-19	9.3373062511843e-18	Up
b1846	220.562661762833	2.30625676297366	0.267913395238661	4.91999934887898e-19	9.37843174853324e-18	Up
b2518	1873.50464879976	-1.59476599644836	0.183270708682387	5.4159913329629e-19	1.02709415124599e-17	Down
b1959	210.934606516973	2.00595784008144	0.232791422851882	5.88649167892819e-19	1.11062480758553e-17	Up
b0681	78.8864982803273	-3.59485247428326	0.416551075502619	5.99045693966291e-19	1.1245030336484e-17	Down
b4015	63364.1222630533	1.98281840583068	0.229822164114364	7.11972148732099e-19	1.32973384141985e-17	Up
b3418	7721.80009562482	-1.40170455715008	0.161497006485648	7.93163461523903e-19	1.4739288847816e-17	Down
b3224	7544.203572163	-1.91226744705665	0.2227569472585	1.28426568752838e-18	2.37460725623997e-17	Down
b3604	3522.07952734266	-2.42768949893035	0.285098645002743	1.7412606926099e-18	3.2035731548614e-17	Down
b1393	154.04222330875	-1.86108087436779	0.218418618900089	2.16491361136171e-18	3.96329234396812e-17	Down
b3709	27924.3943365384	-2.02102896468912	0.237870691066996	2.19277336569025e-18	3.9945201508978e-17	Down
b3238	46.0292856030801	4.99601388940684	0.586442304928672	2.30496257760389e-18	4.17830961371528e-17	Up
b1379	207.78085203604	2.07301475738748	0.243218554041167	2.31764685729841e-18	4.18080881867782e-17	Up
b0953	475.033939797735	2.30150169699734	0.272850602465543	2.52128771503321e-18	4.52607862630719e-17	Up
b4309	186.97541344132	-2.91750228184465	0.345613504482203	2.64405320775846e-18	4.72353080303903e-17	Down
b4357	285.365386724143	-1.90835922288375	0.225309637060302	2.99879002778052e-18	5.33150265515979e-17	Down
b3089	1068.65250577873	-1.48418156353276	0.174234851154757	3.01658245885006e-18	5.33747460900839e-17	Down
b4238	2763.88814600247	-1.2937653142306	0.152940117451384	3.1054469682086e-18	5.46854423258829e-17	Down
b0220	863.652919449548	1.87520073572774	0.221770476488826	3.54033384780769e-18	6.20481259203452e-17	Up
b2844	2398.40793028687	-1.37156567892701	0.161283130629014	3.73162015434417e-18	6.50921289187015e-17	Down
b2280	5440.32106299891	-1.15494939048129	0.13618387906885	4.81198943160409e-18	8.35433658125442e-17	Down
b0461	343.609651402676	2.32885042263124	0.277312517820616	4.93806701356809e-18	8.53316440008168e-17	Up
b4154	5003.41774471896	-1.30583629731248	0.154832417986689	7.45430354822667e-18	1.28214021029499e-16	Down
b4068	735.122093699549	-2.12849051970506	0.25555511686183	8.91636354315463e-18	1.52651446215675e-16	Down
b1392	142.820159017129	-2.15541764103318	0.25864936275714	1.04524517975561e-17	1.78125192384159e-16	Down
b2869	1283.68483238551	-1.71148641527176	0.205462341746664	1.19287425487042e-17	2.02350871307836e-16	Down
b0808	696.544396568257	1.48681785172562	0.17764585138191	1.20023368246009e-17	2.02669596243717e-16	Up
b2078	202.859407145816	2.14296580916958	0.255098888995606	1.29130067209692e-17	2.17055903882473e-16	Up
b3020	1694.16590801586	-1.344640770107	0.160755453894817	1.30178909905627e-17	2.17828782276475e-16	Down
b2465	9882.83968480189	1.15137863912838	0.137912454749092	2.00304736284404e-17	3.336607724233e-16	Up
b0428	19419.8211709399	-1.13920532047365	0.136864739950841	2.24630853208949e-17	3.72504437294481e-16	Down
b3091	617.999853948771	-1.32770983203987	0.160171454159616	2.64037973503696e-17	4.35898404471727e-16	Down
b3966	863.833943970683	-1.28319443846802	0.155275046722458	3.16798889056759e-17	5.20676574103064e-16	Down
b0790	618.589255857395	1.48241978035404	0.179954213558824	3.60289318338495e-17	5.8953535363529e-16	Up
b0390	525.761485374381	1.61358097541569	0.196940194089878	4.27862383564806e-17	6.97019865384428e-16	Up
b3568	145.028260359907	-1.9384591689949	0.237639766622547	4.7500622649472e-17	7.70426765604156e-16	Down
b1814	6461.42699651041	1.07465681962109	0.130319118736306	5.3538646989728e-17	8.64567321257704e-16	Up
b2429	323.274288855591	-1.60011187362967	0.196349338301954	6.49368333378592e-17	1.04407134644958e-15	Down
b1682	826.799417082493	1.51842984522637	0.186416683771722	7.84991918139853e-17	1.25666671570614e-15	Up
b2057	54.193838232199	3.58463202941829	0.449406461489547	8.89658408842069e-17	1.41808482581809e-15	Up
b0963	2317.83696467372	-1.13196169258643	0.13927503331157	1.27205804563752e-16	2.01891444324788e-15	Down
b0819	1006.37455237841	1.26231480117498	0.15572763297429	1.32435463342375e-16	2.09293309162437e-15	Up
b3213	2207.36557118362	1.04645848230602	0.128575159716356	1.33653965077213e-16	2.10320154406611e-15	Up
b4055	796.807448124742	-1.64571966859001	0.205047568717632	1.5917726736123e-16	2.4942268419569e-15	Down
b1397	470.061746775165	-1.53617561618462	0.191417215094895	1.6870542394684e-16	2.63237408335617e-15	Down
b2052	60.4262741275014	3.28065352198245	0.416367613314031	2.04300422466421e-16	3.17438219445724e-15	Up
b1836	222.159418415434	1.57362033800541	0.19693578791867	2.44815170710902e-16	3.78797699284065e-15	Up
b2049	62.694409294477	3.19511202629302	0.414001994722666	3.09928167099363e-16	4.77547650805601e-15	Up
b2659	4087.75267456876	-1.50644900362292	0.189699494456489	3.5534142363502e-16	5.43629432264595e-15	Down
b4512	70.836773158671	-2.8120085071052	0.35848358183997	3.55755334256441e-16	5.43629432264595e-15	Down
b2051	46.134812496092	3.2727017297552	0.420119884544131	4.06944490352215e-16	6.19292479556581e-15	Up
b0788	261.302464587788	1.55484575476828	0.197381855360995	4.57059391988104e-16	6.92707226054102e-15	Up
b4028	44.2486498443316	3.60955212143477	0.45835530827886	4.91824304709274e-16	7.42353583189753e-15	Up
b2173	811.279782158434	1.43347408584685	0.181579954621954	6.25531976009024e-16	9.40332214342021e-15	Up
b1341	619.568098689354	-1.57080452337252	0.199929016598055	6.97365190759348e-16	1.0374570373838e-14	Down
b1619	3553.92561503765	1.22574896592429	0.155115207301123	6.98558145777626e-16	1.0374570373838e-14	Up
b3081	905.632165348681	-1.45950869686671	0.185481753210723	6.93628325961019e-16	1.0374570373838e-14	Down
b0899	153.265859541924	-2.88252472955525	0.372884613588225	7.68747942181905e-16	1.13713195607547e-14	Down
b3519	1066.98477933147	1.38423841365012	0.17605438651409	7.87989655663465e-16	1.16095049667072e-14	Up
b1683	2288.45855903014	1.35180437003306	0.171869526316398	8.31097429465764e-16	1.21960249768428e-14	Up
b3222	2575.65896692402	-1.45835760525431	0.186317052785857	9.13147726397889e-16	1.33471157795233e-14	Down
b2995	289.885700090456	-1.40269935238404	0.179024226138536	9.18233349865162e-16	1.33686099519739e-14	Down
b1276	22004.345959383	1.13143851570199	0.143566330312197	9.89318957723495e-16	1.43470647280842e-14	Up
b0285	174.043123460842	1.98155947460662	0.253914612207139	1.09332929491407e-15	1.57934833304384e-14	Up
b1482	1035.5954898529	1.40865438261049	0.180295690060862	1.18793622244219e-15	1.70933391073588e-14	Up
b2286	20892.9443447383	-0.96068118108064	0.121648839998602	1.22721953963938e-15	1.75901467348311e-14	NS
b3176	2619.9599913724	-1.1714380894449	0.150307824414544	1.73028282665004e-15	2.47049648376519e-14	Down
b3209	888.808022471881	-1.35986120995411	0.176535448317592	2.64565549231376e-15	3.76293615791396e-14	Down
b1115	41.5940059446109	3.68646419670272	0.494872250554941	2.78979375646801e-15	3.95274226491138e-14	Up
b4138	3968.23767835054	-1.00051019194854	0.129083895078388	3.00409055916131e-15	4.24012476632769e-14	Down
