gene_R,padj_R,gene_python,padj_python,diff_padj,ratio_padj
b0974,0.0050334422799806,b0974,0.0055162939359901,0.0004828516560094996,1.0959287162048
b0977,0.0160753441645147,b0977,0.0150823181397554,-0.000993026024759298,0.9382267642548308
b0978,8.35806434022095e-23,b0978,3.435016593421788e-23,-4.923047746799162e-23,0.41098231044856753
b0979,1.44167254999049e-18,b0979,5.678763025317673e-19,-8.737962474587226e-19,0.39390103011638344
b0980,1.45449994871593e-07,b0980,1.0987940907288713e-07,-3.557058579870588e-08,0.7554445716542754
b0999,1.8234879118155e-05,b0999,1.447201835404989e-05,-3.7628607641051113e-06,0.793644874763182
b1000,4.84118637815852e-13,b1000,3.7082103617699844e-13,-1.1329760163885357e-13,0.7659714111606886
b1003,6.40487403021452e-09,b1003,6.162744712220497e-09,-2.4212931799402347e-10,0.9621960842864674
b1014,6.14955851531105e-29,b1014,4.4882504007375673e-29,-1.6613081145734824e-29,0.7298492061768027
b1015,1.8073154112668298e-94,b1015,9.410546986713223e-95,-8.662607125955075e-95,0.5206920124759487
b1018,1.42990622704972e-13,b1018,3.751344043225108e-13,2.321437816175388e-13,2.623489549356769
b1019,6.66627823296666e-08,b1019,1.0205324316106142e-07,3.539046083139483e-08,1.5308878446803922
b1040,0.0120529552645515,b1040,0.0142031011596261,0.0021501458950746004,1.178391593420936
b1053,9.87865864545583e-14,b1053,1.4552271942556808e-13,4.6736132971009785e-14,1.473102013627208
b1064,2.23199766353198e-13,b1064,2.0746382312191418e-13,-1.5735943231283815e-14,0.9294983884240148
b1073,4.66320228345618e-06,b1073,0.004058115607282,0.004053452404998544,870.2422414054674
,,b1074,0.0010679756479637,,
b1075,4.47672258853358e-05,b1075,4.638850823625772e-05,1.6212823509219231e-06,1.0362158324278252
b1076,1.68027100043254e-08,b1076,2.0451273842254904e-08,3.648563837929505e-09,1.2171413918939433
b1077,0.0004402907731714,b1077,0.0004544179941782,1.41272210068e-05,1.0320861164203876
b1110,9.89035457949365e-50,b1110,1.5117773854312346e-50,-8.378577194062416e-50,0.15285370946818289
b1113,5.04088526947571e-10,b1113,5.866374402627068e-10,8.254891331513578e-11,1.16375876240429
b1115,3.9527422649113805e-14,b1115,4.978597178319251e-14,1.0258549134078707e-14,1.2595299274922167
b1138,0.0096064966446622,b1138,0.0102712068740155,0.0006647102293533009,1.069193823090819
b1139,8.48828708751188e-09,b1139,9.422754403194388e-09,9.344673156825077e-10,1.1100890328105553
b1166,0.0005827014882644,b1166,0.0005857847397038,3.0832514393999786e-06,1.0052913052420436
b1171,0.0050045037563051,b1171,0.0045899994681703,-0.00041450428813479944,0.9171737482237731
b1172,0.0015400085855092,b1172,0.001530077610976,-9.930974533200023e-06,0.9935513511894375
b1220,1.8062062684216197e-11,b1220,2.6282703120629847e-11,8.22064043641365e-12,1.4551329812179967
b1250,3.74931858737314e-07,b1250,3.46355191413565e-07,-2.8576667323749004e-08,0.9237817041742231
b1256,5.37219927278194e-06,b1256,5.017002954463276e-06,-3.5519631831866395e-07,0.9338825124901353
b1257,3.5097498591228197e-34,b1257,3.91121991317903e-34,4.014700540562099e-35,1.1143870845988288
b1258,2.98952368117033e-18,b1258,2.8696288314108818e-18,-1.198948497594482e-19,0.9598949991550119
b1259,0.0002857064830724,b1259,0.0003349795986144,4.927311554200003e-05,1.172460614166441
b1275,4.4049349207596803e-10,b1275,5.52064509167404e-10,1.11571017091436e-10,1.2532864142115279
b1276,1.43470647280842e-14,b1276,2.0603106786102055e-14,6.256042058017854e-15,1.436050312491567
b1283,3.58182639313302e-30,b1283,4.7382270791733715e-30,1.1564006860403516e-30,1.3228522432738146
b1287,7.8680394252701e-09,b1287,1.3323793390931062e-08,5.455753965660962e-09,1.693407044725589
b1308,3.46929942577296e-06,b1308,4.575417987720698e-06,1.1061185619477386e-06,1.3188305263392754
b1309,0.0034049682821053,b1309,0.0036293252954624,0.00022435701335709983,1.065891072917243
b1310,1.97069445704301e-06,b1310,2.156595129281886e-06,1.859006722388761e-07,1.094332569706324
b1311,0.0006424321875368,b1311,0.0009956000612896,0.0003531678737528001,1.5497356461962295
b1329,2.2934471277596e-22,b1329,1.5398451898772429e-21,1.3105004771012829e-21,6.714108083151983
b1331,8.127453555331599e-28,b1331,1.4542589885184014e-26,1.3729844529650854e-26,17.893168858090974
b1336,0.0028642280235667,,,,
b1341,1.0374570373838e-14,b1341,1.8867642476694238e-14,8.493072102856239e-15,1.818643259124598
b1343,7.30321501188533e-10,b1343,9.660968643709951e-10,2.357753631824621e-10,1.322837767748531
b1376,1.54150371435664e-13,b1376,2.4464065067968753e-13,9.049027924402354e-14,1.5870260214182517
b1379,4.18080881867782e-17,b1379,4.060907563274925e-17,-1.1990125540289528e-18,0.9713210384394438
b1384,1.0848657024466699e-11,b1384,2.301735688299563e-11,1.2168699858528931e-11,2.121677994896988
b1387,0.0001246959969481,b1387,0.0002133764532598,8.868045631170001e-05,1.7111732411795857
b1388,3.75742260663463e-26,b1388,4.9452650729590476e-26,1.1878424663244175e-26,1.316132250928335
b1389,1.43293294881774e-10,b1389,2.0466341631526138e-10,6.137012143348739e-11,1.4282832737157842
b1390,8.94859229504012e-22,b1390,2.498073092246744e-21,1.6032138627427321e-21,2.791582195147426
b1391,9.80038874212429e-22,b1391,1.44917630186083e-21,4.69137427648401e-22,1.4786926722936429
b1392,1.78125192384159e-16,b1392,3.53691976199144e-16,1.7556678381498498e-16,1.9856370200366922
b1393,3.96329234396812e-17,b1393,2.156802803059581e-16,1.760473568662769e-16,5.441947289964865
b1394,6.1478078790358e-07,b1394,1.2834319406851185e-06,6.686511527815384e-07,2.087625322615656
b1395,1.28388053045575e-07,b1395,1.936825397412274e-07,6.52944866956524e-08,1.508571359614545
b1397,2.6323740833561703e-15,b1397,6.6047285544624006e-15,3.972354471106231e-15,2.509038740436784
b1398,4.37791561340987e-10,b1398,1.265232782289273e-09,8.274412209482859e-10,2.8900346512248296
b1415,1.80798130134328e-12,b1415,2.589129824147598e-12,7.811485228043178e-13,1.4320556425135293
b1422,2.1580910853484597e-11,b1422,2.1557180724882454e-11,-2.3730128602142975e-14,0.9989004111659953
b1433,3.70546113439292e-08,b1433,3.817034981391356e-08,1.115738469984361e-09,1.0301106509964018
b1436,0.0005548149552362,b1436,0.0006326690515195,7.785409628330005e-05,1.1403244370912018
b1454,3.59480866000396e-08,b1454,3.8219154121190955e-08,2.2710675211513533e-09,1.0631763116190127
b1465,7.199818331617631e-23,b1465,2.0363438220283573e-22,1.3163619888665942e-22,2.8283266719187323
b1466,2.3424871860987803e-19,b1466,9.292222675233178e-19,6.949735489134397e-19,3.96681899921451
b1467,2.5522034673779396e-40,b1467,3.770278132722125e-39,3.515057785984331e-39,14.772639332692389
b1468,1.36161387523704e-24,b1468,1.937877167026501e-24,5.762632917894612e-25,1.4232207840046731
b1469,1.40386036485184e-10,b1469,1.17553275838162e-10,-2.2832760647021997e-11,0.8373573239997291
b1478,1.67839164665429e-12,b1478,1.7286106112827805e-12,5.021896462849058e-14,1.0299208857054294
b1480,2.14063527832144e-08,b1480,2.1416900660383653e-08,1.0547877169251662e-11,1.0004927451806513
b1481,6.36851593024739e-22,b1481,7.2371044527405525e-22,8.685885224931623e-23,1.1363879013582716
b1482,1.7093339107358802e-14,b1482,2.1270838491701232e-14,4.17749938434243e-15,1.2443934071689942
b1488,2.44669068984623e-05,,,,
b1492,4.53541675975199e-138,b1492,3.355004362439087e-141,-4.5320617553895507e-138,0.0007397345249971137
b1493,1.28170732914675e-129,b1493,3.5785978502992236e-132,-1.2781287312964508e-129,0.0027920553849696285
b1494,4.03111321131856e-07,b1494,5.995798425125387e-07,1.9646852138068265e-07,1.4873803117933733
b1495,6.270913264825079e-12,b1495,1.0484991042119888e-11,4.214077777294808e-12,1.6720038372931245
,,b1496,0.004214091842028,,
b1497,5.2951958781566894e-30,b1497,3.2696531178506044e-30,-2.025542760306085e-30,0.6174753858187402
b1498,3.97455973631616e-49,b1498,6.526371437341959e-50,-3.3219225925819642e-49,0.16420363185661813
b1513,2.44868824890056e-05,,,,
b1520,0.0015428451722981,b1520,0.0017528582767729,0.00021001310447480012,1.1361206608709682
b1530,1.26739522703679e-13,b1530,8.698188978563485e-14,-3.9757632918044145e-14,0.6863043818541218
b1531,4.25796311072053e-27,b1531,8.632592013834479e-27,4.374628903113949e-27,2.027399437092276
b1532,3.77014031720925e-12,b1532,5.664475873514209e-12,1.8943355563049593e-12,1.5024575737030372
b1535,2.4604202558081697e-12,b1535,2.377376598435445e-12,-8.304365737272472e-14,0.9662481817174572
b1536,2.15076237479895e-27,b1536,3.1497174981094563e-27,9.989551233105061e-28,1.4644655936962292
b1537,1.3888367346971998e-12,b1537,2.140085609249445e-12,7.512488745522453e-13,1.5409195017555724
b1587,0.0001079255500693,b1587,0.0001255469642766,1.762141420730001e-05,1.1632737956488073
b1592,9.19293985742858e-05,b1592,9.772641560713048e-05,5.79701703284467e-06,1.063059446953308
b1612,4.01463279369459e-29,b1612,1.7606690730937806e-28,1.3592057937243216e-28,4.385629180977896
b1616,0.0002401202571592,b1616,0.0003725473395013,0.0001324270823421,1.551503167241324
b1617,3.65246905702449e-11,b1617,8.066033428341711e-11,4.413564371317221e-11,2.208378305855591
b1619,1.0374570373838e-14,b1619,1.103716979738327e-14,6.625994235452713e-16,1.0638676494224935
b1621,2.16913561843041e-29,b1621,4.5769753071122384e-29,2.4078396886818285e-29,2.1100457104771277
b1622,8.2387613364383e-13,b1622,1.431779030088851e-12,6.079028964450209e-13,1.737857150633063
b1625,0.0005652920121049,b1625,0.0005536088788287,-1.1683133276200043e-05,0.9793325696701477
b1626,5.09248937541738e-11,b1626,8.975469210362532e-11,3.882979834945152e-11,1.7624914945702568
b1627,5.3725635318639e-06,b1627,5.69246071892014e-06,3.1989718705623977e-07,1.0595427462437579
b1634,4.6949947727538e-24,b1634,2.49578656944746e-23,2.0262870921720798e-23,5.315845257019492
b1639,6.35062792909423e-11,b1639,7.947917590810137e-11,1.597289661715907e-11,1.251516807400764
b1646,4.64127470063518e-07,b1646,4.923260120681992e-07,2.819854200468124e-08,1.0607560289435618
b1657,0.0001438416468644,b1657,0.000132033670166,-1.1807976698400017e-05,0.9179098894110171
b1661,3.56229873103209e-10,b1661,3.0597237163137185e-10,-5.0257501471837174e-11,0.8589183410306629
b1677,3.52582602888527e-07,b1677,4.2841680388756566e-07,7.583420099903867e-08,1.2150820839649157
b1679,7.10782673500444e-10,b1679,1.1273374792189263e-09,4.1655480571848233e-10,1.5860508721562445
b1680,1.1502359247808799e-18,b1680,2.1032645246339226e-18,9.530285998530427e-19,1.8285505428241557
b1681,8.28867933973736e-18,b1681,1.2462695289342182e-17,4.174015949604822e-18,1.5035803387391125
b1682,1.2566667157061401e-15,b1682,1.3631561693729192e-15,1.064894536667791e-16,1.0847396149956443
b1683,1.21960249768428e-14,b1683,1.4988724609525486e-14,2.7926996326826855e-15,1.2289844140189383
b1684,5.3950050233986e-07,b1684,5.584924548095845e-07,1.899195246972453e-08,1.0352028448302732
b1732,5.33916526539339e-47,b1732,7.198696305908954e-46,6.664779779369615e-46,13.482812290094103
b1734,0.0039199920547844,b1734,0.0053059808934431,0.0013859888386587,1.3535692979191332
b1736,6.78633633492472e-05,b1736,9.362083627263808e-05,2.5757472923390882e-05,1.3795490180885148
b1737,3.25268491426649e-09,b1737,5.14104597302579e-09,1.8883610587593e-09,1.5805545598581725
b1738,1.41197708962603e-07,b1738,2.0430123044525945e-07,6.310352148265646e-08,1.446916043796219
b1742,0.0021364145615254,b1742,0.0024940574712317,0.0003576429097062999,1.1674033289919832
b1743,4.86166034701117e-119,b1743,2.3258847256499257e-119,-2.5357756213612444e-119,0.4784136611023892
b1746,5.37566118110539e-05,,,,
b1747,2.37905683763991e-08,b1747,2.7955243256556144e-08,4.164674880157044e-09,1.1750557117537601
b1748,2.02833776670533e-10,b1748,2.4895389912035784e-10,4.612012244982485e-11,1.2273789070384402
b1751,0.0096052185014795,b1751,0.0100751895067911,0.0004699710053115997,1.0489287157017
b1760,0.0060537267719327,b1760,0.0084048221142319,0.0023510953422991995,1.3883715652975521
b1769,0.0146424185639702,b1769,0.0166772449695965,0.0020348264056263016,1.1389679168599434
b1770,0.0026695144812098,b1770,0.0029228504295165,0.0002533359483067,1.0948996344053883
b1773,0.0009807047667757,b1773,0.0010655061955135,8.480142873780005e-05,1.0864698853423593
b1776,3.49867892935007e-05,b1776,3.98424002058896e-05,4.8556109123889e-06,1.1387841242491747
b1784,9.3373062511843e-18,b1784,2.7403103801527187e-17,1.8065797550342886e-17,2.9347975812672424
b1796,0.0249421120867217,b1796,0.0279077726583228,0.0029656605716010982,1.1189017418127918
b1799,6.99176243506519e-12,b1799,1.6368761431877027e-11,9.376998996811836e-12,2.341149543323179
b1814,8.64567321257704e-16,b1814,2.767385663126387e-15,1.902818341868683e-15,3.200890890833826
b1815,1.95647776658718e-05,b1815,2.446164660321966e-05,4.896868937347859e-06,1.2502900375857482
b1821,0.0397997771640577,b1821,0.043227673497791,0.0034278963337332977,1.086128530810694
b1823,2.02833776670533e-10,b1823,2.065302372895593e-10,3.6964606190262944e-12,1.0182240881164015
b1824,8.50793533414548e-08,b1824,8.849573240850834e-08,3.416379067053544e-09,1.040155207260948
b1826,6.4737071320592e-05,b1826,6.179654524598958e-05,-2.9405260746024145e-06,0.9545774003269272
b1828,1.82546450173395e-20,b1828,3.424425410779562e-20,1.598960909045612e-20,1.8759200233840814
b1836,3.7879769928406505e-15,b1836,5.706807503098196e-15,1.9188305102575453e-15,1.5065581216264439
b1838,9.80153695629062e-07,b1838,1.1811064566998166e-06,2.009527610707547e-07,1.205021683810296
b1846,9.37843174853324e-18,b1846,4.2537147756503455e-18,-5.1247169728828944e-18,0.4535635476918211
b1868,3.44768926593361e-10,b1868,3.127820658595217e-10,-3.198686073383931e-11,0.9072223211937939
b1896,4.51144816891309e-26,b1896,1.1124019388437295e-25,6.612571219524205e-26,2.465731395317642
b1897,1.99332682034807e-22,b1897,3.2492508195815743e-22,1.2559239992335043e-22,1.6300642656351747
b1902,2.11768020881842e-12,b1902,4.012662290956698e-12,1.8949820821382783e-12,1.8948386419475498
b1905,5.6438074533442e-09,b1905,4.7109657939679895e-09,-9.328416593762105e-10,0.8347141239158573
b1920,6.56906230786172e-20,b1920,6.56694189534167e-19,5.910035664555498e-19,9.996772122990045
b1922,0.0051930070862038,b1922,0.006227706914585,0.0010346998283812005,1.1992486840871208
b1929,2.02863094884567e-21,b1929,2.637494094366126e-21,6.088631455204561e-22,1.3001349978747545
b1930,1.87461418405755e-23,b1930,2.782437946308532e-23,9.078237622509821e-24,1.4842723211909252
b1938,0.0026052871511255,b1938,0.0026721799150513,6.689276392580004e-05,1.0256757739341331
b1944,0.0032934546399437,b1944,0.004777133213467,0.0014836785735233005,1.4504930948581891
b1951,5.0398678625201396e-33,b1951,1.2579093729829535e-32,7.539225867309395e-33,2.49591736786914
b1955,1.89144620733892e-10,b1955,3.780807816113872e-10,1.889361608774952e-10,1.9988978811261564
b1956,3.26535197446377e-09,b1956,3.950550548911954e-09,6.851985744481837e-10,1.2098391168262055
b1959,1.11062480758553e-17,b1959,1.1235281897136336e-17,1.290338212810353e-19,1.0116181288586152
b1963,0.006584579365001,b1963,0.0073492556324137,0.0007646762674127002,1.1161313768161383
b1967,2.4844802362749604e-09,b1967,2.653974779377123e-09,1.694945431021626e-10,1.068221328802474
b1970,2.33577791599141e-10,b1970,3.444090213969679e-10,1.1083122979782689e-10,1.4744938679274442
b1972,2.32359297866053e-07,b1972,2.6374831764226024e-07,3.1389019776207235e-08,1.1350882881144781
b1974,0.0401356850876765,b1974,0.0449099503997876,0.004774265312111101,1.1189531286604852
b1983,1.66289642088248e-05,,,,
b1987,1.2330310018899099e-11,b1987,1.5451944314385498e-11,3.1216342954863997e-12,1.2531675432898086
b1988,0.0375524608496271,,,,
b1994,7.506241450533761e-25,b1994,7.965314196343271e-24,7.214690051289895e-24,10.611588034883777
b2010,7.26359992235194e-08,b2010,8.456384660435925e-08,1.1927847380839857e-08,1.164213991799505
b2030,2.74100999318776e-28,b2030,5.5971181548882614e-27,5.3230171555694854e-27,20.41991152457961
b2033,1.53806605635458e-07,b2033,1.411750117742063e-07,-1.2631593861251702e-08,0.9178735281942946
b2037,0.0050106226551271,b2037,0.0055227067014903,0.0005120840463632001,1.1021996828755827
b2039,3.44768926593361e-10,b2039,4.0235392052348477e-10,5.758499393012376e-11,1.1670248954832365
b2040,1.74815323388202e-10,b2040,2.099510082946876e-10,3.513568490648558e-11,1.200987443351644
b2044,3.08724470542173e-08,b2044,4.36939517187858e-08,1.28215046645685e-08,1.415305746319744
b2045,6.27031585296373e-13,b2045,1.0235829909592064e-12,3.965514056628334e-13,1.6324265235783924
b2046,1.48581507514381e-13,b2046,2.2469930584944387e-13,7.611779833506286e-14,1.5122965812397315
b2047,2.56958308824109e-11,b2047,2.948296282507004e-11,3.787131942659138e-12,1.1473831284144804
b2048,9.47368060204037e-24,b2048,1.1723593605964957e-23,2.2499130039245865e-24,1.2374909075402032
b2049,4.775476508056011e-15,b2049,4.714558155879323e-15,-6.091835217668784e-17,0.9872435029103543
b2050,3.96783084933574e-23,b2050,1.2226034565950945e-22,8.258203716615205e-23,3.0812892560673855
b2051,6.192924795565811e-15,b2051,6.6940752037113336e-15,5.011504081455227e-16,1.0809230573095852
b2052,3.17438219445724e-15,b2052,3.360987491255005e-15,1.8660529679776485e-16,1.0587847604247511
b2053,2.69350297552835e-49,b2053,3.58418769807336e-49,8.906847225450098e-50,1.3306789450901926
b2054,4.53761755449595e-06,b2054,5.41693720008561e-06,8.793196455896597e-07,1.1937844331368153
b2055,1.00037022282092e-10,b2055,1.1484539171916515e-10,1.4808369437073144e-11,1.1480288906972398
b2056,1.3567495379317499e-11,b2056,1.3981920632996598e-11,4.144252536790994e-13,1.030545450143352
