gene_R,padj_R,gene_python,padj_python,diff_padj,ratio_padj
b2057,1.41808482581809e-15,b2057,1.1042334691969897e-15,-3.138513566211004e-16,0.7786794196602166
b2058,7.16318771105864e-08,b2058,9.17059666340344e-08,2.0074089523447995e-08,1.2802396130490523
b2059,2.05631156686016e-23,b2059,2.4688010161441307e-23,4.1248944928397054e-24,1.2005967655542649
b2060,4.44401498871622e-32,b2060,2.992868941379654e-32,-1.451146047336566e-32,0.6734605866494229
b2061,9.85927161153159e-08,b2061,9.628871954592432e-08,-2.3039965693915786e-09,0.9766311685064363
b2062,1.80124108510701e-20,b2062,1.776369097618952e-20,-2.487198748805797e-22,0.9861917498475334
b2074,2.8262693058455802e-21,b2074,7.197998118304838e-21,4.371728812459258e-21,2.5468196195660475
b2075,1.45070443825822e-27,b2075,2.37961242671371e-27,9.289079884554902e-28,1.6403151213701244
b2076,6.26608356501494e-32,b2076,4.831348300762434e-31,4.20473994426094e-31,7.710315782791374
b2077,4.34942108902562e-23,b2077,7.477747967425941e-23,3.1283268784003214e-23,1.719251324341453
b2078,2.1705590388247299e-16,b2078,2.299643091047482e-16,1.2908405222275205e-17,1.059470417488688
b2080,9.90924445312691e-07,b2080,9.199119635014724e-07,-7.10124818112187e-08,0.9283371379653367
b2097,1.79792381468367e-21,b2097,2.637494094366126e-21,8.395702796824562e-22,1.4669665493196506
b2098,1.13642083993909e-22,b2098,8.882447394978527e-22,7.746026555039437e-22,7.816160248746064
b2099,1.6550931812674e-06,,,,
b2135,1.12520519407729e-09,b2135,1.5748582852355895e-09,4.4965309115829947e-10,1.3996187482293234
b2148,3.1235895802712e-41,b2148,1.0332532278074496e-41,-2.0903363524637501e-41,0.330790329924759
b2149,3.11674765334357e-34,b2149,9.896604568041815e-35,-2.1270871965393884e-34,0.31752986345959006
b2150,9.35988495138957e-121,b2150,4.228429386048725e-118,4.219069501097335e-118,451.7608291137138
b2151,0.0004026241192967,b2151,0.0004818398785352,7.921575923850003e-05,1.1967486681544894
b2164,5.22927165509402e-10,b2164,1.2628328444818301e-09,7.399056789724281e-10,2.414930659132347
b2165,1.17569020350539e-22,b2165,5.735374043102063e-22,4.559683839596673e-22,4.878303847392541
b2166,9.65214424094852e-10,b2166,1.2417340194472615e-09,2.765195953524095e-10,1.28648514614949
b2170,0.0006107972518933,b2170,0.0006255854050052,1.4788153111899957e-05,1.0242112305942124
b2173,9.40332214342021e-15,b2173,1.0622893804083372e-14,1.2195716606631621e-15,1.1296958289913033
b2174,9.39233737800283e-07,b2174,9.316402297461256e-07,-7.593508054157378e-09,0.9919152094430279
b2192,8.2603610387225e-29,b2192,2.7398680751682376e-27,2.6572644647810127e-27,33.16886589247641
b2203,0.0056145919460434,b2203,0.0067825065052875,0.0011679145592440997,1.2080141478611155
b2205,0.0004022792327956,b2205,0.0005536726731608,0.00015139344036519997,1.3763391893563734
b2206,1.10220452936773e-07,b2206,1.2227803875847106e-07,1.205758582169805e-08,1.109395175763021
b2208,5.51802441889045e-06,b2208,4.790400192523581e-06,-7.276242263668686e-07,0.8681368237741185
b2219,0.0001832387222402,b2219,0.0002157875417667,3.2548819526499994e-05,1.1776306837799988
b2237,2.81753912765412e-13,b2237,2.834037102629082e-13,1.6497974974962057e-15,1.005855455497684
b2239,7.85701705935328e-05,b2239,0.0001002563726016,2.1686202008067197e-05,1.2760106264788003
b2240,2.49304355808411e-06,b2240,2.8335366944535285e-06,3.4049313636941864e-07,1.1365772913454772
b2242,0.0104981378831797,b2242,0.0102791706937646,-0.0002189671894151004,0.9791422829599206
b2243,0.0157151807738082,b2243,0.017583488250049,0.0018683074762407999,1.1188855224213918
b2250,2.84105218524359e-05,b2250,3.300127745642269e-05,4.590755603986791e-06,1.1615864582787727
b2280,8.354336581254421e-17,b2280,2.5405306854665443e-16,1.7050970273411024e-16,3.0409723869242034
b2281,4.3729086048504704e-14,b2281,6.009511766743255e-14,1.6366031618927845e-14,1.374259631238908
b2282,3.56158876929356e-21,b2282,8.296738098308589e-20,7.940579221379233e-20,23.295047900643073
b2284,2.93284995580037e-13,b2284,8.025306108048859e-13,5.092456152248488e-13,2.73635072676562
b2285,1.5837740647000998e-12,b2285,3.2607025517880057e-12,1.6769284870879059e-12,2.058817999652902
b2309,3.29740269337608e-05,b2309,3.621666662664617e-05,3.2426396928853735e-06,1.0983392079893453
b2341,2.49468130938561e-25,b2341,7.4921539684695e-25,4.997472659083891e-25,3.0032509324065395
b2342,8.64452072835153e-20,b2342,1.1658429158974726e-19,3.0139084306231954e-20,1.3486495695173066
b2344,9.8372771366308e-28,b2344,5.1299896020216494e-27,4.146261888358569e-27,5.214847087024973
b2352,1.87152169765685e-07,b2352,1.5138659656538694e-07,-3.576557320029806e-08,0.8088957598243363
b2364,2.28396522798969e-10,b2364,3.0597237163137185e-10,7.757584883240285e-11,1.339654246403234
b2377,0.0002958952751572,b2377,0.0003341647085015,3.8269433344300015e-05,1.129334384687179
b2378,2.93444402278253e-08,b2378,2.1416900660383653e-08,-7.927539567441647e-09,0.7298452617976843
b2390,6.14855301675008e-14,b2390,5.629818589336416e-14,-5.187344274136643e-15,0.9156330886306889
b2398,3.22746233976945e-08,b2398,3.5312717126694846e-08,3.0380937290003457e-09,1.0941325849589114
b2399,1.1533750532662399e-11,b2399,1.7244390895096352e-11,5.710640362433953e-12,1.4951243176503606
b2414,7.50230845089275e-08,b2414,1.0357434487752841e-07,2.855126036860091e-08,1.3805663357550089
b2418,3.4175282487295202e-09,b2418,8.428601921165511e-09,5.011073672435991e-09,2.466285955148689
b2426,1.10795778308827e-27,b2426,2.7345153485845243e-27,1.6265575654962545e-27,2.468068179423284
b2428,8.99267434719606e-24,b2428,1.8953476096793258e-23,9.960801749597198e-24,2.1076573402997743
b2429,1.04407134644958e-15,b2429,2.309500395830272e-15,1.2654290493806918e-15,2.2120139621529225
b2430,1.73907389248319e-06,b2430,2.7848384182082056e-06,1.0457645257250157e-06,1.6013341527609208
b2447,0.0114950347470578,b2447,0.0114914821312562,-3.5526158016011e-06,0.9996909434482126
b2459,0.0109113717101366,b2459,0.0128854339235426,0.001974062213406,1.1809178777744422
b2460,0.0011955076383798,b2460,0.0014019638635699,0.00020645622519010012,1.1726933551590668
b2464,1.56607370795918e-18,b2464,4.408163252507431e-18,2.8420895445482512e-18,2.8147865774797434
b2465,3.3366077242330003e-16,b2465,6.493015893660008e-16,3.1564081694270077e-16,1.9459931853848909
b2466,7.28391836111686e-18,b2466,6.795645219482706e-18,-4.882731416341546e-19,0.932965593870373
b2470,2.20559913502775e-72,b2470,2.2852627347757437e-72,7.966359974799377e-74,1.036118802588754
b2497,7.66229124318336e-05,b2497,9.07676190543373e-05,1.4144706622503693e-05,1.1846015267964045
b2509,4.59603866417084e-14,b2509,4.6916799552811924e-14,9.564129111035221e-16,1.0208095053368327
b2518,1.02709415124599e-17,b2518,2.0913741236344185e-17,1.0642799723884285e-17,2.036204880630785
b2521,8.936036102651879e-11,b2521,1.884468450829535e-10,9.908648405643472e-11,2.1088415816385253
b2537,1.60469987086468e-12,b2537,3.1223046764859213e-12,1.5176048056212414e-12,1.945725012617775
b2552,6.989862269014009e-12,b2552,2.4933000091290975e-11,1.7943137822276966e-11,3.5670230873959734
b2589,0.0298216207658089,b2589,0.0328375048618507,0.0030158840960417994,1.1011307909696033
b2591,0.0270310798617324,b2591,0.0300884556303952,0.003057375768662801,1.1131059426520025
b2659,5.4362943226459505e-15,b2659,8.437321828292909e-15,3.0010275056469585e-15,1.5520355093994065
b2660,3.7920110649455e-07,b2660,4.414241967411629e-07,6.222309024661292e-08,1.1640899490558507
b2663,3.60700648577863e-05,,,,
b2670,4.00887251596953e-06,b2670,4.518052443124663e-06,5.091799271551331e-07,1.1270132500165049
b2671,2.02741205809324e-10,b2671,2.6957828749400365e-10,6.683708168467964e-11,1.3296669831762726
b2672,5.51802441889045e-06,b2672,5.0296689891255425e-06,-4.883554297649074e-07,0.9114981390634903
b2677,2.08350641699453e-22,b2677,5.984253870400726e-22,3.900747453406196e-22,2.872203234695599
b2678,3.2545107916895104e-25,b2678,6.806977675339185e-25,3.5524668836496747e-25,2.0915517295935855
b2679,3.58986834025528e-28,b2679,1.2228188197189609e-27,8.638319856934328e-28,3.4063054792477563
b2702,3.17472112012076e-37,b2702,2.572633449166413e-37,-6.020876709543472e-38,0.8103494297063029
b2703,3.32932371119604e-35,b2703,2.3766952783510008e-35,-9.526284328450395e-36,0.7138672849259187
b2704,4.81680057709925e-29,b2704,4.4882504007375673e-29,-3.285501763616828e-30,0.9317907870374114
b2705,3.6369831913210196e-40,b2705,1.8702886397806795e-40,-1.7666945515403401e-40,0.5142417606558572
b2706,1.55756466024197e-12,b2706,1.591270789022055e-12,3.370612878008499e-14,1.0216402757718248
b2707,3.4383995666395804e-09,b2707,5.123885666854714e-09,1.6854861002151337e-09,1.4901949490013444
b2708,1.94331729023186e-08,b2708,3.092627180257163e-08,1.149309890025303e-08,1.591416489629533
b2750,0.0184049790847458,b2750,0.0210422657560519,0.0026372866713061,1.1432920221839267
b2751,1.3587281853188e-11,b2751,1.2012448078129028e-11,-1.5748337750589724e-12,0.8840950094304942
b2752,1.30331964451894e-18,b2752,2.024608636523476e-18,7.212889920045363e-19,1.5534244765187797
b2761,5.94047325002633e-10,b2761,1.0861509021432784e-09,4.921035771406454e-10,1.8283912012203138
b2764,8.15529974916173e-07,b2764,9.384980822194304e-07,1.2296810730325734e-07,1.1507830626530888
b2766,1.4348205306783699e-11,b2766,2.1557180724882454e-11,7.2089754180987554e-12,1.5024304617867725
b2767,6.91226929737678e-07,b2767,1.1876950082622177e-06,4.964680785245396e-07,1.7182418062226688
b2768,1.38074283554741e-05,b2768,1.7550787803966698e-05,3.7433594484925987e-06,1.2711119950883905
b2775,1.54068210447737e-05,b2775,2.230191601097635e-05,6.8950949662026476e-06,1.4475352148353537
b2787,5.00387344526909e-12,b2787,6.188972653607071e-12,1.1850992083379816e-12,1.2368363671264375
b2788,1.01065742177285e-20,b2788,3.0951380083154275e-20,2.0844805865425774e-20,3.062499657783223
b2789,4.27294010744427e-53,b2789,1.522786016873694e-52,1.095492006129267e-52,3.5637897526827316
b2796,1.40453173907221e-24,b2796,6.1384286369859575e-24,4.733896897913748e-24,4.37044494348046
b2797,5.1667084617014e-33,b2797,7.15151834615349e-32,6.63484749998335e-32,13.841536442717132
b2799,4.70184708514731e-27,b2799,1.693188380238181e-26,1.22300367172345e-26,3.6011132424676315
b2800,0.0003814723675884,b2800,0.0004531191751586,7.164680757020003e-05,1.1878165069285052
b2801,5.32701933518184e-13,b2801,8.526690393979366e-13,3.199671058797526e-13,1.6006494171450767
b2802,3.9549156619160296e-33,b2802,1.8437046018177604e-32,1.4482130356261575e-32,4.661805103890749
b2803,7.03047439542762e-34,b2803,7.638106969472109e-33,6.935059529929347e-33,10.864283887357121
b2805,5.871252373027149e-11,b2805,1.0826602897520903e-10,4.955350524493754e-11,1.844002303028039
b2809,1.27048847541804e-92,b2809,3.2378148043565674e-92,1.9673263289385273e-92,2.5484802633028223
b2843,9.73820950222683e-06,b2843,1.4882396061609667e-05,5.144186559382838e-06,1.5282476782006507
b2844,6.50921289187015e-17,b2844,1.776225254546414e-16,1.125303965359399e-16,2.7287865430932157
b2847,0.0178777833371582,b2847,0.020436630762773,0.0025588474256148,1.1431300165885971
b2866,1.00037022282092e-10,b2866,1.858674444680958e-10,8.583042218600379e-11,1.8579865756496894
b2868,0.0003242568348369,b2868,0.0004104354648642,8.617863002729998e-05,1.2657727479226384
b2869,2.02350871307836e-16,b2869,2.4156422342182613e-16,3.921335211399013e-17,1.1937888967838193
b2870,0.007378285788595,b2870,0.0090465064461131,0.0016682206575181005,1.2260986772966636
b2875,5.2112092558356505e-19,b2875,4.946093724655179e-19,-2.6511553118047163e-20,0.9491259095221347
b2876,4.52997568713708e-22,b2876,3.2492508195815743e-22,-1.2807248675555054e-22,0.7172777612930377
b2877,8.36096183268763e-09,b2877,1.4437653266163181e-08,6.076691433475551e-09,1.7267933468752839
b2899,1.1974017764577e-05,b2899,1.1948093740848388e-05,-2.5924023728611433e-08,0.9978349770111998
b2924,5.065323588479239e-11,b2924,5.761951674032304e-11,6.966280855530646e-12,1.137528841619813
b2957,6.10072365857745e-12,b2957,6.646144646227599e-12,5.454209876501495e-13,1.0894026705968403
,,b2970,0.0002383800270147,,
,,b2971,0.0187204863774716,,
b2972,1.18525713729307e-07,b2972,2.064270173312841e-07,8.790130360197709e-08,1.7416222255596707
b2980,1.00497761619981e-18,b2980,4.1112537924424474e-18,3.1062761762426376e-18,4.090890907589176
b2982,3.69354994704374e-26,b2982,5.264533388148387e-25,4.895178393444013e-25,14.25331581710987
b2995,1.33686099519739e-14,b2995,4.6916799552811924e-14,3.3548189600838026e-14,3.509474786186321
b2996,8.7642385631609e-11,b2996,1.8416277683652743e-10,9.652039120491843e-11,2.1012980820789924
b2997,5.918374466825109e-11,b2997,1.260476328513591e-10,6.686388818310801e-11,2.1297677860349533
,,b2998,0.0396137742729254,,
b3003,7.04791708552272e-26,b3003,3.4026273199031776e-26,-3.645289765619542e-26,0.4827848112590014
b3020,2.1782878227647498e-16,b3020,5.330041240134799e-16,3.151753417370049e-16,2.446894843019297
b3024,1.48286537081294e-08,b3024,1.510400561585851e-08,2.7535190772910996e-10,1.018568908084903
b3041,4.00727225991872e-33,b3041,7.638106969472109e-33,3.630834709553389e-33,1.906061398889586
b3050,0.0322636082936703,b3050,0.0343403920976626,0.002076783803992295,1.064369235613356
b3051,0.0073664701245222,b3051,0.0080753875368744,0.0007089174123522009,1.0962357004601553
b3060,0.0128147699512783,b3060,0.0141275753808423,0.001312805429564001,1.1024447129800443
b3073,8.346403205150281e-19,b3073,9.199540014982044e-19,8.531368098317634e-20,1.1022161030161257
b3081,1.0374570373838e-14,b3081,2.23112043479506e-14,1.1936633974112601e-14,2.150566581939019
b3087,2.42359421616117e-10,b3087,5.184413543153311e-10,2.7608193269921406e-10,2.1391425629679524
b3089,5.33747460900839e-17,b3089,1.298221925661238e-16,7.644744647603991e-17,2.43227747345186
b3091,4.35898404471727e-16,b3091,1.7990485733710245e-15,1.3631501688992975e-15,4.127219909307361
b3092,5.95096502834448e-19,b3092,1.859344117226766e-18,1.2642476143923182e-18,3.1244413441697265
b3093,7.99133750068749e-14,b3093,2.6610066022331444e-13,1.8618728521643952e-13,3.3298638707277965
b3113,5.81135372154148e-06,b3113,1.0579943799832984e-05,4.768590078291504e-06,1.820564416964559
b3114,6.26444958672591e-26,b3114,3.4162956726057886e-26,-2.8481539141201216e-26,0.5453465025634123
b3115,1.35377025640598e-38,b3115,1.5172753414938297e-37,1.3818983158532316e-37,11.207775723496296
b3116,2.74280535187199e-46,b3116,4.2020083307941017e-45,3.9277277956069025e-45,15.320111315687027
b3117,7.298685256154199e-44,b3117,1.0943278465514922e-43,3.644593209360723e-44,1.4993492775000303
b3118,5.510300503093011e-10,b3118,6.48874979582899e-10,9.784492927359799e-11,1.1775673200012888
b3124,3.80493671409268e-92,b3124,2.020358073104524e-89,2.0165531363904313e-89,530.9833579154011
b3125,9.25772010687273e-150,b3125,1.3944401575712936e-143,1.394439231799283e-143,1506245.7510851852
b3126,3.01041590480863e-126,b3126,4.5405141041038495e-124,4.5104099450557636e-124,150.82680425821383
b3127,9.58259706732435e-141,b3127,7.661230291948251e-141,-1.9213667753760985e-141,0.7994941494589439
b3128,6.18443649409337e-71,b3128,5.511175884408982e-71,-6.73260609684388e-72,0.8911363047664237
b3132,4.0103042118496e-06,b3132,5.914459492498553e-06,1.9041552806489533e-06,1.474815669849329
b3133,9.69670438423194e-05,b3133,0.0001648373287878,6.78702849454806e-05,1.6999314638883516
b3137,0.0208288255589396,b3137,0.0233746069142939,0.0025457813553542985,1.122223951040853
b3153,6.62039581718934e-27,b3153,4.9853567537029236e-27,-1.635039063486417e-27,0.7530300138186352
,,b3158,0.0136703118089633,,
b3162,1.02566014388176e-10,b3162,6.330718988742848e-11,-3.925882450074752e-11,0.6172335959924621
b3176,2.4704964837651902e-14,b3176,5.89052266054151e-14,3.42002617677632e-14,2.384347720893732
,,b3207,4.2400162602924e-09,,
b3209,3.76293615791396e-14,b3209,5.907297535723019e-14,2.1443613778090588e-14,1.5698638743310005
b3212,6.141898587412439e-18,b3212,1.2215836517819353e-17,6.073937930406914e-18,1.9889349105918472
b3213,2.1032015440661102e-15,b3213,6.400776151764978e-15,4.297574607698868e-15,3.0433489219442023
b3218,1.16047742224017e-29,b3218,3.001028235851572e-28,2.884980493627555e-28,25.860289725054947
b3221,3.72564745687907e-07,b3221,4.620756992865676e-07,8.951095359866057e-08,1.240256102153162
b3222,1.33471157795233e-14,b3222,2.391141868927043e-14,1.056430290974713e-14,1.7915045530626572
b3223,9.57811409980295e-12,b3223,1.2212752782917623e-11,2.634638683114674e-12,1.2750686257923025
b3224,2.37460725623997e-17,b3224,2.2569939325847985e-17,-1.1761332365517156e-18,0.9504704100662927
b3225,2.44819792437132e-18,b3225,1.916140112046843e-18,-5.320578123244768e-19,0.7826736935653985
b3238,4.17830961371528e-17,b3238,4.9797010896792564e-17,8.013914759639762e-18,1.1917980116488764
b3240,3.9151169976407103e-10,b3240,3.0856164478557365e-10,-8.295005497849738e-11,0.7881287965890064
b3241,4.9808453939501196e-18,b3241,1.0218472258269903e-17,5.2376268643197836e-18,2.051553792591426
b3242,4.6233771102963105e-09,b3242,2.520104707082105e-09,-2.1032724032142053e-09,0.5450787696875958
b3260,1.32452702230679e-12,b3260,2.5893007419255725e-12,1.2647737196187826e-12,1.9548870640751888
b3267,9.98057431230024e-06,b3267,1.239605738953735e-05,2.4154830772371086e-06,1.2420184451971088
b3275,0.0181976094095183,b3275,0.0200428208676647,0.0018452114581463987,1.1013985637685606
b3278,0.0163503717395442,b3278,0.0175521039989644,0.001201732259420201,1.0734987729064136
b3363,1.0865194301342598e-11,b3363,9.26583176928328e-12,-1.5993625320593185e-12,0.8527994541375401
b3364,4.10524716988673e-09,b3364,5.414292501579942e-09,1.3090453316932116e-09,1.3188712585433267
b3370,0.0017413896094773,b3370,0.0021760920774333,0.0004347024679559998,1.2496296438144483
b3403,1.6956431296975702e-31,b3403,6.2518252385385144e-30,6.0822609255687574e-30,36.869935241937206
b3418,1.4739288847816e-17,b3418,4.3839716690341316e-17,2.910042784252532e-17,2.974344091020191
b3448,6.86139507388595e-05,b3448,5.7164356576100254e-05,-1.144959416275924e-05,0.8331302302306466
b3455,0.0012372225399872,b3455,0.0014162471468354,0.0001790246068482,1.1446987919004872
b3458,0.0027397348345438,b3458,0.0035838114986099,0.0008440766640660999,1.3080869920050673
b3460,6.91223920865639e-05,b3460,9.521228212449878e-05,2.6089890037934874e-05,1.377444837343907
b3487,4.0763135599365795e-11,b3487,6.023782953244444e-11,1.947469393307864e-11,1.4777525979473873
b3491,2.52145595905939e-19,b3491,1.4939677549094938e-18,1.2418221590035548e-18,5.925020223104777
b3494,9.98314262210574e-08,b3494,1.326714740988546e-07,3.2840047877797204e-08,1.3289550106704804
b3505,1.15072626020832e-24,b3505,1.0114679124612252e-23,8.963952864403932e-24,8.789822110065652
b3506,1.32917978717309e-57,b3506,1.7787880221101418e-58,-1.1513009849620757e-57,0.1338259909814971
b3507,1.5178406413472e-42,b3507,1.6667422688684345e-42,1.4890162752123446e-43,1.0981009622914517
b3508,2.75625346333137e-176,b3508,1.707392208589106e-174,1.6798296739557923e-174,61.94612474157044
b3509,1.2525287309164099e-135,b3509,3.2401950686847852e-137,-1.2201267802295621e-135,0.025869227497193645
b3510,2.93285082689424e-171,b3510,2.138343282438809e-171,-7.945075444554309e-172,0.7291005948308733
b3511,8.64573966828707e-113,b3511,1.882803497964123e-113,-6.762936170322947e-113,0.21777240238568873
b3512,8.5810166015733e-21,b3512,6.091823947180069e-21,-2.4891926543932316e-21,0.7099186763096523
b3513,1.4241092133159898e-77,b3513,2.287143576462081e-79,-1.401237777551369e-77,0.016060169789482263
b3514,1.41619629896824e-129,b3514,4.429040166227872e-131,-1.3719058973059612e-129,0.031274196730033954
b3515,3.9123729529841203e-25,b3515,3.3062246076837533e-25,-6.061483453003671e-26,0.8450688744185204
b3516,3.32981415381536e-24,b3516,9.03158130419731e-25,-2.4266560233956287e-24,0.27123379525096813
b3517,9.09989582293569e-46,b3517,2.982412566575157e-44,2.8914136083458003e-44,32.774139667161705
b3519,1.1609504966707201e-14,b3519,1.2311091274100804e-14,7.015863073936031e-16,1.060432060574982
b3526,2.26935130954315e-13,b3526,3.902122992760184e-13,1.6327716832170343e-13,1.7194882856395348
b3528,1.12093217783599e-43,b3528,2.613969106433257e-42,2.501875888649658e-42,23.319600936781402
b3566,5.43332049056942e-27,b3566,1.792599985582741e-26,1.2492679365257989e-26,3.299271575630676
b3567,6.88018465446538e-13,b3567,1.071806878948213e-12,3.8378841350167494e-13,1.5578170249436378
b3568,7.70426765604156e-16,b3568,1.5467651967524825e-15,7.763384311483265e-16,2.0076732348979784
b3575,4.58189055881105e-08,b3575,6.430389916644804e-08,1.8484993578337544e-08,1.4034359472596
,,b3576,0.0390832792157429,,
,,b3578,0.0013457183486981,,
b3579,0.0011117193973742,b3579,0.0013682015487959,0.0002564821514217002,1.2307076336236396
b3580,0.0034720476689911,b3580,0.004796016932367,0.0013239692633758996,1.3813223174325298
b3581,0.0064426146469445,b3581,0.0087457385818127,0.0023031239348682,1.3574828017939098
b3597,9.03221926757972e-06,b3597,9.200826256044978e-06,1.686069884652573e-07,1.0186672824773482
b3598,2.76016632341587e-05,b3598,2.28757726168442e-05,-4.725890617314499e-06,0.8287823970163534
b3603,2.97203025031183e-28,b3603,1.2954467542222452e-28,-1.6765834960895848e-28,0.43587939728619013
b3604,3.2035731548614e-17,b3604,1.8214968173525712e-17,-1.3820763375088287e-17,0.5685828695962389
b3605,3.77467253906441e-20,b3605,3.250205094156199e-20,-5.244674449082114e-21,0.8610561738851641
b3615,0.0005837185141265,b3615,0.0006909033205233,0.0001071848063968,1.18362413355553
b3645,0.0007761330091733,b3645,0.0008383836783615,6.225066918819999e-05,1.0802061868937987
b3661,4.2249657705906e-30,b3661,5.308903583008766e-29,4.886407005949706e-29,12.565554069013542
b3662,1.6241264169635e-09,b3662,2.0828603229843276e-09,4.587339060208276e-10,1.2824496302932415
b3664,0.0012184994610886,b3664,0.0015047648682479,0.00028626540715929994,1.2349327318565673
b3665,2.71971919197289e-27,b3665,9.546362550188943e-27,6.826643358216052e-27,3.5100544859059477
b3666,2.9682795643249e-20,b3666,4.167025836750265e-20,1.1987462724253648e-20,1.4038522135289522
b3686,0.0449921250696572,b3686,0.0495924215136168,0.004600296443959602,1.1022467028805014
b3688,0.0039199920547844,b3688,0.0045245048350614,0.0006045127802769999,1.154212756512908
b3707,1.88168093449034e-06,b3707,1.7209966871210218e-06,-1.6068424736931815e-07,0.9146060076264523
b3708,4.49282770620357e-11,b3708,4.6995394952270894e-11,2.067117890235197e-12,1.0460092846957159
b3709,3.9945201508978e-17,b3709,2.2459227271160437e-17,-1.7485974237817565e-17,0.5622509443621795
b3728,9.73820950222683e-06,b3728,8.71090254211639e-06,-1.0273069601104388e-06,0.894507613553033
b3731,2.28808326916104e-12,b3731,4.012662290956698e-12,1.7245790217956584e-12,1.7537221416019537
b3744,5.31605108636078e-12,b3744,1.0296777603674416e-11,4.980726517313636e-12,1.936922244801696
b3748,4.3647082641395196e-11,b3748,5.665471817407414e-11,1.3007635532678944e-11,1.2980184412220581
b3756,0.0307299213806872,b3756,0.0338193610254076,0.003089439644720398,1.100535227749135
b3758,0.0158565120329397,b3758,0.0173022267629158,0.0014457147299761011,1.0911748262778618
b3806,4.23520548215299e-19,b3806,8.78466659170472e-19,4.54946110955173e-19,2.074200798219355
b3829,1.12093217783599e-43,b3829,3.1400448957500706e-43,2.019112717914081e-43,2.8012800041230586
b3845,2.57087508795797e-21,b3845,5.2309509110558905e-21,2.6600758230979203e-21,2.0346966430060207
b3846,9.12854428974545e-30,b3846,2.800748530218537e-29,1.8878941012439919e-29,3.0681217522981816
b3851,0.0135868069738827,b3851,0.0148048893128088,0.0012180823389260995,1.0896518469179377
b3854,0.0292575044171042,b3854,0.0320659794310983,0.002808475013994099,1.0959916120649114
b3859,1.59390884880849e-12,b3859,1.6544727454088549e-12,6.056389660036495e-14,1.03799708913445
b3872,0.0044962563651951,b3872,0.0049615416543876,0.0004652852891925,1.1034828202400133
b3873,4.64991227777324e-06,b3873,6.0756969045382444e-06,1.4257846267650045e-06,1.3066261343424284
b3874,8.42835150887909e-11,b3874,1.8259470486155195e-10,9.831118977276105e-11,2.166434381257026
b3897,5.6139291153936e-06,b3897,9.562971415330033e-06,3.949042299936433e-06,1.7034364379678422
b3898,0.0003146207019935,b3898,0.0003062563260169,-8.364375976600022e-06,0.9734144132169255
b3917,1.2965873084032799e-56,b3917,2.452217507906073e-56,1.1556301995027932e-56,1.8912860645889922
b3926,2.5501749937613497e-11,b3926,3.152037316045684e-11,6.018623222843341e-12,1.2360082440447056
b3927,0.0087384473667697,b3927,0.0097466425416169,0.0010081951748472009,1.1153746349358509
b3941,0.0015909834723057,b3941,0.0017692353162226,0.00017825184391690005,1.1120387779129925
b3946,5.96841823275573e-07,b3946,1.0479549124088032e-06,4.511130891332302e-07,1.755833575230104
b3947,9.61230500692516e-12,b3947,2.2045978652532637e-11,1.2433673645607477e-11,2.293516345626743
b3949,9.08058672408529e-08,b3949,1.1551136880789835e-07,2.470550156704545e-08,1.2720694413007116
,,b3950,0.0104418049129769,,
b3966,5.20676574103064e-16,b3966,1.7855821072263466e-15,1.2649055331232826e-15,3.429349803766866
b3968,0.0124052015139904,b3968,0.0133509208649045,0.0009457193509140992,1.0762357104677043
b3970,0.0213800907928045,b3970,0.0234253550848166,0.0020452642920121,1.0956620957241414
b4000,1.26560473439129e-13,b4000,1.8102030674242373e-13,5.445983330329473e-14,1.4303068076739451
b4003,1.2265976297690302e-09,b4003,3.001325908107356e-09,1.7747282783383258e-09,2.446870787344102
b4007,0.0158445721751677,b4007,0.0171987025221101,0.0013541303469424004,1.0854633581754043
b4009,0.0176698144426346,b4009,0.0193119493127727,0.001642134870138097,1.0929344716929157
b4013,0.0001260934071713,b4013,0.0001316110688477,5.5176616763999995e-06,1.0437585263193354
b4014,5.30326127443189e-19,b4014,3.3865049556174194e-19,-1.9167563188144708e-19,0.6385702646679797
b4015,1.32973384141985e-17,b4015,5.635554300356592e-18,-7.661784113841909e-18,0.423810699917144
b4016,2.9637155441493498e-18,b4016,1.5457568995994948e-18,-1.417958644549855e-18,0.5215604792608936
b4021,1.2342216217239401e-23,b4021,8.878100943526446e-23,7.643879321802505e-23,7.193279381320239
b4026,3.3516876114622797e-43,b4026,6.664783706909997e-43,3.313096095447717e-43,1.988485944846833
b4027,1.0906281348889e-09,b4027,1.1567112709993675e-09,6.608313611046748e-11,1.0605918130997045
b4028,7.42353583189753e-15,b4028,7.295019929357971e-15,-1.2851590253955853e-16,0.9826880471180122
b4029,1.1132156617878999e-13,b4029,2.6043332974748744e-13,1.4911176356869745e-13,2.339468790164287
b4030,0.0003063329664312,b4030,0.000368157925448,6.182495901679998e-05,1.2018227412382838
b4035,2.97203441873415e-07,b4035,2.6374831764226024e-07,-3.345512423115474e-08,0.8874335908754248
b4045,2.0523442118995499e-13,b4045,1.0667803163415825e-13,-9.855638955579673e-14,0.5197862571767251
b4055,2.4942268419569e-15,b4055,3.360987491255005e-15,8.667606492981049e-16,1.3475067442615078
b4056,1.3941437157600998e-12,b4056,1.8341134925890164e-12,4.399697768289166e-13,1.3155842341469373
b4057,1.32070673987919e-22,b4057,2.864385687705943e-22,1.5436789478267532e-22,2.1688279473518546
,,b4060,0.049252797445827,,
