gene_R,padj_R,gene_python,padj_python,diff_padj,ratio_padj
b0035,0.833286723782012,b0035,0.8882353813391537,0.054948657557141733,1.0659420773053339
b0036,0.0969352558275822,b0036,0.1036624462475516,0.0067271904199694005,1.069398799874578
b0037,0.532419671941133,b0037,0.586541526833186,0.05412185489205301,1.101652620562895
b0038,0.470171036681121,b0038,0.4624112532051246,-0.0077597834759963735,0.9834958283888099
b0039,0.630551216493397,b0039,0.6489253017149079,0.01837408522151096,1.029139718933051
b0040,0.371799977151035,b0040,0.3631995233311659,-0.008600453819869125,0.9768680625378968
b0041,0.323455907782551,b0041,0.3410865445637168,0.017630636781165776,1.0545070791936757
b0042,0.222069922532178,b0042,0.2661244891347075,0.04405456660252949,1.1983815102026973
b0043,0.381830894522094,b0043,0.4013794797081503,0.01954858518605629,1.0511969708750877
,,b0044,0.9808335357133212,,
b0045,0.935941502313329,b0045,0.9452091472448668,0.009267644931537866,1.0099019489023955
b0046,0.352981241152966,b0046,0.3853727409089013,0.032391499755935305,1.0917654990676922
b0047,0.146667198010892,b0047,0.1805014357599181,0.03383423774902608,1.230687148918693
b0048,0.0022224340855992,b0048,0.0032486574389085,0.0010262233533093,1.4617564858093937
b0049,0.254875817749316,b0049,0.2678647847244846,0.012988966975168603,1.050961943309757
b0050,0.374039118861785,b0050,0.3722820097968343,-0.0017571090649506904,0.9953023387759611
b0051,0.375847813394377,b0051,0.3786712153046678,0.0028234019102907904,1.007512088163536
b0052,0.57341250435337,b0052,0.5729121005904194,-0.0005004037629505742,0.9991273232460899
b0053,0.924021782199601,b0053,0.9142546619373052,-0.009767120262295759,0.9894297727061743
b0054,0.387590849518011,b0054,0.3933687958003412,0.005777946282330193,1.0149073340857127
b0055,0.830268923513142,b0055,0.8601811437721806,0.029912220259038613,1.0360271466411992
b0056,0.910054488791855,b0056,0.9183762800009886,0.008321791209133567,1.009144277965357
b0057,0.44647105139817,b0057,0.5211186512291666,0.07464759983099656,1.1671947141863508
b0058,0.0121654730219606,b0058,0.0122223362682119,5.686324625129961e-05,1.0046741500432126
b0059,8.87201028740396e-09,b0059,9.365181045135449e-09,4.93170757731489e-10,1.0555872617090705
b0060,0.0059206220733399,b0060,0.0067863980308441,0.0008657759575042001,1.1462305728654294
b0061,0.519952014064765,b0061,0.5596258846728939,0.03967387060812888,1.0763029463007083
b0062,0.0412917453935246,b0062,0.0489530876777965,0.007661342284271899,1.1855417399108867
b0063,0.0010486735504962,b0063,0.0015373476916758,0.0004886741411796,1.4659926255872235
b0064,0.0022223053127007,b0064,0.0026618931347138,0.0004395878220130999,1.1978071237560433
b0065,0.995502395911341,b0065,0.9927141185378924,-0.0027882773734486666,0.9971991254015053
b0066,0.821489870275929,b0066,0.8206759214257978,-0.0008139488501311964,0.9990091796873188
b0067,0.879908342218247,b0067,0.8978997797475698,0.017991437529322862,1.0204469450578983
b0068,0.860849962607405,b0068,0.9007742229632116,0.03992426035580665,1.0463777221234711
b0069,0.881871020329222,b0069,0.9071360009402816,0.02526498061105953,1.0286492922759016
b0070,0.696247303971248,b0070,0.6749254140765136,-0.02132188989473438,0.969375982107049
b0071,0.210961724863603,b0071,0.2311764445328837,0.02021471966928068,1.0958217405662116
b0072,0.212885953361662,b0072,0.217736344218704,0.004850390857042003,1.0227839872967188
b0073,0.327862543416119,b0073,0.3357846807374057,0.007922137321286715,1.0241629837880932
b0074,0.827589710661344,b0074,0.8121684854727894,-0.0154212251885546,0.9813660984544731
b0076,0.821489870275929,b0076,0.8406011076033351,0.01911123732740605,1.023264118060259
b0077,0.234582779027904,b0077,0.2674173511922732,0.03283457216436922,1.1399700877465668
b0078,0.515029281785351,b0078,0.5446988422914298,0.02966956050607883,1.0576075216601843
b0080,3.1386738804085203e-09,b0080,5.222760270767657e-09,2.0840863903591364e-09,1.6640022091393192
b0081,0.25584775824861,b0081,0.25862240327936,0.002774645030749978,1.0108449065559286
b0082,0.0147018668087266,b0082,0.0165571086871572,0.0018552418784305996,1.126190905044071
b0083,0.083911293543533,b0083,0.0910937528824756,0.007182459338942612,1.085595860052096
b0084,0.0190355221943411,b0084,0.0202645025366189,0.0012289803422777974,1.0645624706131336
b0085,0.0058766764710679,b0085,0.0064603807697306,0.0005837042986627005,1.0993255799492108
b0086,0.0237639849752231,b0086,0.0248794423331558,0.001115457357932701,1.0469389859948028
b0087,0.0347245868936112,b0087,0.0357331375927695,0.0010085506991582976,1.0290442821464885
b0088,0.025520007179319,b0088,0.0270699982083455,0.001549991029026497,1.0607363085023966
b0089,0.0005136392451552,b0089,0.0005953247142267,8.168546907149992e-05,1.1590327644197398
b0090,0.221079910098591,b0090,0.226384715543893,0.005304805445302013,1.0239949683484868
b0091,0.216088940208221,b0091,0.2248499288243505,0.008760988616129506,1.0405434383068726
b0092,0.876052201362319,b0092,0.906964031368752,0.03091183000643305,1.0352853744997879
b0093,0.153609119058477,b0093,0.1584386737758194,0.004829554717342421,1.0314405469346117
b0094,0.177211693814158,b0094,0.1842620225245006,0.007050328710342613,1.039784782587408
b0095,0.453474843473029,b0095,0.4580705035105688,0.004595660037539806,1.0101343219005117
b0096,0.0018487201879399,b0096,0.0019147757397886,6.605555184869996e-05,1.0357304216612186
b0097,0.949875323225054,b0097,0.9386628862782758,-0.011212436946778204,0.9881958856361177
b0098,0.0058043758784347,b0098,0.0076780431869016,0.0018736673084669003,1.3228025454774963
,,b0099,0.4104408903855725,,
b0101,0.559243122297248,b0101,0.5841995247330272,0.024956402435779124,1.04462531847198
b0102,0.530919672908429,b0102,0.5363786477279987,0.005458974819569695,1.0102821106433388
b0103,0.0034720476689911,b0103,0.0040829172635196,0.0006108695945285002,1.1759392879263104
b0104,3.28321407312998e-06,b0104,4.898563946482492e-06,1.6153498733525122e-06,1.4920026039643994
b0106,0.648227649995005,b0106,0.6628335262977988,0.014605876302793752,1.0225320168044456
b0107,0.431991550803709,b0107,0.416667542280523,-0.015324008523185995,0.9645270642569835
,,b0108,0.8514488010832237,,
b0109,0.326945066404255,b0109,0.3778892466663316,0.05094418026207659,1.1558187765986536
b0110,0.0825605623842854,b0110,0.1024542541497027,0.019893691765417304,1.2409587724562772
b0111,0.0190213375356798,b0111,0.0254710925995042,0.006449755063824402,1.3390799964369537
b0112,0.119446259065201,b0112,0.1226023734823841,0.003156114417183109,1.0264228820716796
b0113,0.0450240862261143,b0113,0.0484359440102187,0.0034118577841044037,1.0757785014662997
b0114,0.567329184827983,b0114,0.6043266904872977,0.0369975056593147,1.065213471558902
b0115,0.0914235272383457,b0115,0.1013303961281031,0.009906868889757406,1.1083623569229581
b0116,4.294076584144e-09,b0116,1.0251730002849586e-08,5.957653418705586e-09,2.3874120086037567
b0117,0.0040742461603113,b0117,0.0047446018121581,0.0006703556518467997,1.1645348919701946
b0118,0.0168915963218498,b0118,0.0214202339145928,0.0045286375927430025,1.2681000366368613
b0119,0.41675386207946,b0119,0.4430825434464856,0.026328681367025597,1.0631756145837603
b0120,0.219248043231701,b0120,0.2283441894429739,0.009096146211272915,1.0414879242578239
b0121,0.513305542230982,b0121,0.5181500309320816,0.0048444887010995474,1.0094378266013726
b0122,0.0971114095843194,b0122,0.1008682667680327,0.003756857183713311,1.0386860534698688
b0123,0.475839756294418,b0123,0.5205329802420882,0.04469322394767017,1.093924947120259
b0124,0.0429650135867349,b0124,0.0495364006585525,0.0065713870718175985,1.1529473989005432
b0125,0.0226223236998405,b0125,0.0302490357339242,0.0076267120340836984,1.3371321237940499
b0126,0.374562077303339,b0126,0.3801594273206094,0.005597350017270408,1.0149437178946907
b0127,0.0085304004689572,b0127,0.0090601739972015,0.0005297735282442997,1.062104180240094
b0128,0.0086568001344302,b0128,0.0096204363658696,0.0009636362314393992,1.1113155226498512
b0129,0.0526887267384697,b0129,0.0624721939432211,0.0097834672047514,1.185684259430171
b0130,0.418890318043527,b0130,0.4215476549894033,0.0026573369458762763,1.0063437535588973
b0131,0.181134501775166,b0131,0.2096472139394772,0.0285127121643112,1.1574118231749284
b0132,0.398956776375649,b0132,0.4254870116482144,0.026530235272565372,1.066499021557125
b0133,0.145946729695335,b0133,0.1770924487736071,0.0311457190782721,1.2134047069316938
b0134,0.0425375273795279,b0134,0.0529712365719781,0.010433709192450201,1.2452824561089004
,,b0135,0.9033417011066174,,
,,b0136,0.6537220161922829,,
,,b0137,0.8496030982856726,,
,,b0138,0.2548287454642981,,
,,b0139,0.2648368792463975,,
b0142,0.263082892088658,b0142,0.2837890665244593,0.020706174435801306,1.0787058948280963
b0143,0.290693338238851,b0143,0.2993034436012634,0.008610105362412357,1.0296192042603254
b0144,0.0879229895302328,b0144,0.0917223837249933,0.003799394194760511,1.0432127503291282
b0145,3.0108442153330603e-09,b0145,7.084023858298741e-09,4.0731796429656806e-09,2.3528363979187494
b0146,0.635237290186921,b0146,0.6483715899583219,0.013134299771400904,1.0206762102513474
b0147,0.384731656064598,b0147,0.3833285757561099,-0.001403080308488125,0.996353093678747
b0148,0.971704036597924,b0148,0.9520450065248868,-0.019659030073037265,0.9797685001475692
b0149,0.379322520049103,b0149,0.3841663507675242,0.004843830718421205,1.0127696892812854
b0150,0.387590849518011,b0150,0.4067521494723807,0.019161299954369715,1.0494369255058467
b0151,0.719779278197233,b0151,0.756747087630068,0.036967809432835064,1.0513599245666325
b0152,0.779949764857048,b0152,0.808762269792751,0.028812504935702976,1.0369414880726118
b0153,0.0409318511420633,b0153,0.05075806161583,0.009826210473766701,1.240062694444544
b0154,0.0251486076089071,b0154,0.0348529029510787,0.009704295342171598,1.3858780371894046
b0155,0.459519381850966,b0155,0.456337785880932,-0.0031815959700340346,0.9930762529379753
b0156,0.927303724918829,b0156,0.906964031368752,-0.02033969355007692,0.9780657696033116
b0157,0.402858630341807,b0157,0.4391806912778213,0.036322060936014255,1.0901608112632382
b0158,0.480926665689535,b0158,0.5238562044668177,0.04292953877728267,1.0892642097849405
b0159,0.008250370163272,b0159,0.0125691465427732,0.004318776379501199,1.523464559048151
b0160,0.904692271863716,b0160,0.9331926791715606,0.028500407307844533,1.0315028747279251
b0161,3.05569101646898e-12,b0161,5.7411437417343756e-12,2.6854527252653957e-12,1.878836476198626
b0162,4.00098767112832e-26,b0162,2.721786332724556e-25,2.321687565611724e-25,6.802786102954883
b0163,0.0080015915536131,b0163,0.0100480175230667,0.0020464259694536,1.2557523657314826
b0164,0.394889194753524,b0164,0.4488349344338266,0.053945739680302585,1.1366098145936194
b0166,0.0042887475154048,b0166,0.0067385797047039,0.0024498321892990997,1.5712232255453416
b0167,0.0833397553336388,b0167,0.089924808759192,0.006585053425553197,1.079014551928919
b0168,0.618924238993131,b0168,0.6628335262977988,0.04390928730466781,1.070944526871495
b0169,0.0286203883696357,b0169,0.0344452870460164,0.0058248986763806965,1.2035226986144087
b0170,0.0003445412138419,b0170,0.000466323609484,0.0001217823956421,1.3534624908414656
b0171,0.0013330579122243,b0171,0.001530077610976,0.00019701969875170005,1.1477953035235797
b0172,0.0329969417451733,b0172,0.0461390591918815,0.0131421174467082,1.3982828938572949
b0173,0.0009137236890511,b0173,0.0009375358133176,2.3812124266499985e-05,1.0260605307182402
b0174,0.957733678036558,b0174,0.980555652638406,0.022821974601848094,1.023829144912848
b0175,0.97372850389651,b0175,0.9950760940190306,0.021347590122520632,1.021923554704515
b0176,0.630740170100388,b0176,0.6337353064358988,0.0029951363355108507,1.004748605650143
b0177,0.371013881790397,b0177,0.4123326058010819,0.04131872401068487,1.111367056702282
b0178,0.153458134663472,b0178,0.1772345441332996,0.023776409469827592,1.1549374330788549
b0179,0.680786206443433,b0179,0.6771815976190984,-0.0036046088243346652,0.9947052264129059
b0180,0.966021455926104,b0180,0.986304106819239,0.020282650893134968,1.0209960666698552
b0181,0.807452852008766,b0181,0.8405313642567166,0.03307851224795055,1.0409664937905148
b0182,0.0761388740949704,b0182,0.0798283433005725,0.0036894692056020917,1.0484571022287525
b0183,0.0006279708926966,b0183,0.0007412496379408,0.00011327874524420009,1.1803885284519549
b0184,0.0085656226789852,b0184,0.0099884792878855,0.0014228566089003,1.1661124546603157
b0185,0.635223441893974,b0185,0.6766105972117643,0.04138715531779036,1.0651536964605572
b0186,0.0146622804068073,b0186,0.0156761388895486,0.0010138584827413012,1.0691473941714138
b0187,0.0047054908279245,b0187,0.0050501165263177,0.0003446256983931995,1.073239054329473
b0188,0.175155912822657,b0188,0.1814632868133197,0.006307373990662696,1.036010054636573
b0189,0.699942284544075,b0189,0.7049601286170625,0.005017844072987443,1.0071689397594488
b0190,0.183872832043162,b0190,0.2181027490406506,0.03422991699748862,1.1861608189591246
b0191,0.132616670440682,b0191,0.1393786631299822,0.006761992689300195,1.0509890096533887
b0192,0.0177764440005165,b0192,0.0183780201583356,0.000601576157819101,1.033841197812207
b0193,0.954913318378294,b0193,0.9604668205287328,0.005553502150438816,1.0058157133674397
b0194,0.226169868522386,b0194,0.2689870903491553,0.04281722182676931,1.1893144392155461
b0195,0.152809458677762,b0195,0.1557877049391691,0.002978246261407108,1.0194899339816883
b0196,0.856023322641099,b0196,0.8516831631381866,-0.004340159502912444,0.994929858348343
b0197,0.178162578265412,b0197,0.1877236149145476,0.009561036649135574,1.05366467381771
b0198,0.0397997771640577,b0198,0.0415962201362364,0.001796442972178701,1.045137010812237
b0199,3.4680372576855e-06,b0199,3.6748119881670944e-06,2.0677473048159445e-07,1.0596229841600928
b0200,0.185067813274497,b0200,0.2131356074119931,0.028067794137496105,1.1516622131146343
b0201,0.017414495863756,b0201,0.0193843076253593,0.0019698117616032997,1.1131133382794607
b0204,0.0234048835075119,b0204,0.0255817764672612,0.0021768929597493006,1.093010202723317
b0205,0.0399499260164828,b0205,0.043227673497791,0.003277747481308199,1.0820463967807061
b0207,1.01665292095236e-06,b0207,2.181779721644853e-06,1.165126800692493e-06,2.1460418562522285
b0208,0.715442495721372,b0208,0.7611695323744619,0.04572703665308997,1.0639143424196293
b0209,3.18912359159673e-06,b0209,3.231228099852977e-06,4.2104508256247194e-08,1.0132025326228158
b0210,6.02513076675183e-05,b0210,6.418969993725554e-05,3.938392269737236e-06,1.0653660878444375
b0211,0.769289812134307,b0211,0.8040281148662769,0.03473830273196987,1.0451563275426623
b0212,0.424586896288025,b0212,0.4247527231080253,0.00016582682000032545,1.0003905603810435
b0213,0.927996527775073,b0213,0.9507895002001,0.02279297242502698,1.024561484599166
b0214,0.434140833934687,b0214,0.4332414237930167,-0.000899410141670276,0.9979282986732236
b0215,0.0379974263922486,b0215,0.0410241897481062,0.003026763355857595,1.0796570621550055
b0217,0.406793507305135,b0217,0.4257922921993723,0.018998784894237286,1.0467037564588915
b0219,0.00054198816551,b0219,0.0005919400160491,4.995185053909999e-05,1.09216409825498
b0220,6.20481259203452e-17,b0220,3.8352700510465234e-17,-2.3695425409879973e-17,0.6181121499092629
b0221,1.88703214034308e-08,b0221,4.2953185147610616e-08,2.4082863744179815e-08,2.2762296533964346
b0222,0.0036627350657398,b0222,0.0054839127040968,0.0018211776383569994,1.497217954798802
b0223,0.961625462076825,b0223,0.939912929252948,-0.021712532823876973,0.9774210088229316
b0224,0.0168692581016346,b0224,0.0171987025221101,0.0003294444204754998,1.0195292773689661
b0225,0.731210790953715,b0225,0.760224567231672,0.029013776277956982,1.0396790865738106
b0226,0.631623024229288,b0226,0.6390441428073896,0.007421118578101682,1.0117492844519989
b0227,0.617187609972803,b0227,0.6334638217373372,0.0162762117645342,1.026371578919498
b0228,0.0177926151982398,b0228,0.0205186479012141,0.0027260327029743,1.1532114684998067
b0231,0.173255195648756,b0231,0.1871152360140665,0.013860040365310494,1.079997833908596
b0232,0.494437544944222,b0232,0.5062151167365617,0.011777571792339736,1.0238201405066607
b0233,0.190459339578366,b0233,0.204480345886868,0.014021006308502004,1.0736167957924319
b0234,0.249010481285997,b0234,0.262500037265952,0.013489555979954992,1.0541726432971381
b0237,0.207693693946856,b0237,0.2171706238866363,0.009476929939780304,1.0456293581171763
b0238,0.936229501565446,b0238,0.9604668205287328,0.024237318963286736,1.025888223905314
b0239,0.454988698808226,b0239,0.4627725362370194,0.007783837428793405,1.017107759927185
b0240,1.70581147168162e-05,b0240,2.8774094848574062e-05,1.1715980131757862e-05,1.6868273737312856
,,b0241,0.9099384780729924,,
b0242,0.275607342243162,b0242,0.3237032070860867,0.04809586484292466,1.1745086486139067
b0243,0.647573336959937,b0243,0.6526902050248021,0.00511686806486511,1.0079016039926636
b0250,0.223585229026019,b0250,0.2578776333467614,0.0342924043207424,1.1533750886412615
b0251,0.153901528622606,b0251,0.1740295586949288,0.020128030072322806,1.1307851211905784
b0252,0.873911811183531,b0252,0.8800889847553179,0.006177173571786931,1.0070684175368008
b0253,0.690498920284593,b0253,0.7367534434304415,0.046254523145848436,1.0669871042329573
b0254,0.389170505095431,b0254,0.4137608489274487,0.02459034383201769,1.0631865557899558
b0256,0.42343460377126,b0256,0.4552745313578913,0.03183992758663129,1.075194439242928
b0258,0.0002247320306234,b0258,0.0002692135731236,4.448154250019998e-05,1.1979314758862343
b0259,1.4048015480852298e-22,b0259,1.0405990445319913e-21,9.001188897234683e-22,7.4074451722404975
b0260,0.214777950260869,b0260,0.2251950228954564,0.01041707263458741,1.048501592560758
b0261,0.0016698276304477,b0261,0.0026267467793962,0.0009569191489485001,1.5730646274501634
b0262,0.483859648528488,b0262,0.5035037831123037,0.019644134583815698,1.0405988278699358
b0264,0.97372850389651,b0264,0.954518949856309,-0.01920955404020097,0.9802721662523678
b0265,0.375950224684716,b0265,0.4137608489274487,0.03781062424273268,1.1005734848926927
b0266,0.656436969432487,b0266,0.659046663317413,0.0026096938849260454,1.0039755437406004
b0267,0.64699609141358,b0267,0.6719200781146901,0.024923986701110068,1.038522623292291
b0268,2.0946942048504e-13,b0268,2.2593624011119873e-13,1.6466819626158738e-14,1.078612045557909
b0269,2.24447757654996e-27,b0269,5.737284678718635e-27,3.4928071021686745e-27,2.5561782120976018
b0270,5.99261668815374e-06,b0270,7.518031744330043e-06,1.5254150561763025e-06,1.254549078567257
b0271,0.0010989784563952,b0271,0.0014666987704933,0.00036772031409809994,1.3346019314193591
b0272,0.849734567614303,b0272,0.8405313642567166,-0.009203203357586398,0.9891693197989755
b0273,0.0160435260979,b0273,0.0168264117638544,0.0007828856659543998,1.0487976060360493
b0274,0.629254416977537,b0274,0.6556613272333475,0.026406910255810434,1.0419653951459718
b0275,0.919533473848482,b0275,0.9117019401167992,-0.007831533731682883,0.9914831444918412
b0276,0.175281197853946,b0276,0.1855220635604025,0.010240865706456492,1.058425352130408
b0277,0.718028071627672,b0277,0.7420398810198008,0.02401180939212877,1.0334413240107692
,,b0278,0.7125678990855123,,
,,b0279,0.9237006763123152,,
b0280,0.222567008428818,b0280,0.2295542872942264,0.006987278865408397,1.0313940458414486
b0281,0.42397203249407,b0281,0.4320460073452453,0.00807397485117528,1.019043649656981
b0282,0.0004277817157656,b0282,0.0004192578537385,-8.52386202710001e-06,0.980074272197808
b0283,2.73165965535875e-07,b0283,3.155002362848907e-07,4.2334270749015685e-08,1.154976373670738
b0284,6.53646240421685e-22,b0284,1.1174133134507365e-21,4.637670730290515e-22,1.7095077495280364
b0285,1.5793483330438402e-14,b0285,2.0603106786102055e-14,4.8096234556636525e-15,1.3045321513332135
b0286,8.05069962440195e-11,b0286,1.234574089270083e-10,4.29504126829888e-11,1.5334991328306997
b0287,8.9744475865456e-07,b0287,1.180065020982544e-06,2.8262026232798394e-07,1.314916611415376
b0289,0.408104582825772,b0289,0.4186884207745249,0.010583837948752894,1.0259341315784032
b0290,0.992514159561175,b0290,0.9986617721301644,0.006147612568989436,1.0061939797128008
b0291,0.726037907271466,b0291,0.7356993070144036,0.00966139974293756,1.0133070183335828
,,b0292,0.326093025041012,,
b0293,0.0001344595823453,b0293,0.0001642739642546,2.9814381909300025e-05,1.2217348989879722
,,b0298,0.7582645127307135,,
b0299,0.318436497918917,b0299,0.3203840693660646,0.0019475714471476335,1.006116043417999
b0301,0.297689651992926,b0301,0.3190240480073874,0.021334396014461354,1.0716665690985063
b0304,1.95887711293017e-06,b0304,3.280493498107392e-06,1.321616385177222e-06,1.6746805996422578
b0305,2.87478118664341e-06,b0305,4.7295472267590315e-06,1.8547660401156213e-06,1.6451851183433002
b0306,5.14058093433711e-67,b0306,8.35982406379399e-68,-4.3045985279577115e-67,0.1626241113714127
b0307,6.426154082422311e-67,b0307,1.4270539137195591e-67,-4.999100168702752e-67,0.22206966957468866
b0308,3.8130423997063503e-44,b0308,5.743765042218533e-45,-3.238665895484497e-44,0.15063470164037177
,,b0310,0.4975468053252959,,
b0311,0.743157560856416,b0311,0.7417247184565962,-0.0014328423998198891,0.9980719534116443
b0312,0.523324610408605,b0312,0.5229701277911667,-0.000354482617438312,0.9993226333897014
b0313,0.34595663335613,b0313,0.3479200062114227,0.0019633728552927443,1.005675199334223
b0314,0.394242419120589,b0314,0.3985320430657375,0.00428962394514848,1.0108806757900812
b0315,0.0920930603706689,b0315,0.0973289013297909,0.005235840959121996,1.0568538056835994
b0316,0.0254282160711752,b0316,0.0288365814988137,0.0034083654276384975,1.1340387158146787
b0318,0.522833495625306,b0318,0.5375758914903449,0.014742395865038893,1.0281971143555122
,,b0319,0.1886331529304296,,
b0320,0.963334544907725,b0320,0.9603621592422872,-0.0029723856654377823,0.996914482428612
b0321,0.520288179341139,b0321,0.5332308446233268,0.012942665282187793,1.0248759548959532
,,b0322,0.5774559821417374,,
b0323,0.628154458513647,b0323,0.6232964687260997,-0.004857989787547368,0.9922662496115328
b0324,0.976741838673566,b0324,0.9594358035156528,-0.01730603515791318,0.9822818738046328
b0325,0.0003921146325197,b0325,0.0004507162298487,5.860159732899999e-05,1.1494501670402617
b0328,2.4982002920427202e-09,b0328,2.238541447227371e-09,-2.5965884481534933e-10,0.8960616385954256
b0329,1.6150299267295e-11,b0329,4.392236166130078e-11,2.777206239400578e-11,2.719600481351161
b0330,1.7829431704451302e-09,b0330,2.4261852358494382e-09,6.43242065404308e-10,1.3607754167754635
,,b0331,0.9594358035156528,,
b0333,0.281867114070931,b0333,0.2984989936096433,0.016631879538712313,1.0590061014869827
b0334,0.764736695113946,b0334,0.8150411842984707,0.05030448918452468,1.065780143029529
b0335,0.630551216493397,b0335,0.6507885632826215,0.02023734678922451,1.0320946915331761
b0336,0.0829778272780546,b0336,0.0955159161353873,0.012538088857332708,1.1511016770217204
b0337,0.857067453214636,b0337,0.8905269200903215,0.03345946687568557,1.0390394790400543
b0338,0.251151102256922,b0338,0.2749013152980638,0.023750213041141777,1.094565434225512
b0339,0.163585412468092,b0339,0.1532133537361649,-0.010372058731927092,0.9365954544758066
b0340,0.498414167295917,b0340,0.5143465335852853,0.015932366289368283,1.0319661184107332
b0341,0.175155912822657,b0341,0.1794554575818668,0.004299544759209795,1.0245469575643902
b0342,4.51580683034679e-10,b0342,6.866551475322237e-10,2.350744644975447e-10,1.5205591676725734
b0343,6.73767647981434e-42,b0343,3.296051336321171e-41,2.622283688339737e-41,4.891970319732531
b0344,8.86812235131016e-68,b0344,2.0276360757709025e-65,2.018767953419592e-65,228.64322293335786
b0345,3.63169253374167e-05,b0345,5.852399196984371e-05,2.2207066632427013e-05,1.6114798107522461
b0346,1.32808095356195e-13,b0346,3.026381125953648e-13,1.6983001723916981e-13,2.278762539163603
b0347,0.0546583653097314,b0347,0.0689117669894617,0.014253401679730306,1.2607725569354453
b0348,0.285760434727658,b0348,0.3237095445895754,0.03794910986191741,1.132800434385133
b0349,0.607704440893643,b0349,0.6400172250287098,0.032312784135066885,1.0531718742873595
b0350,0.828610600609952,b0350,0.8215099086922151,-0.007100691917736879,0.991430604541494
b0351,0.903605266327632,b0351,0.939058718459902,0.035453452132269914,1.0392355527943715
b0352,0.819348885161096,b0352,0.8253077906572615,0.005958905496165401,1.0072727327809738
b0353,0.760696300794004,b0353,0.7797486046536966,0.019052303859692588,1.0250458742073625
b0354,0.031415715020656,b0354,0.0415291904162476,0.010113475395591598,1.321924087640276
b0355,2.01246515552983e-09,b0355,5.268828062849152e-09,3.256362907319322e-09,2.6180965411358916
b0356,6.36425101882811e-09,b0356,2.2287249095435725e-08,1.5922998076607614e-08,3.5019437526113824
b0357,0.0007132802132694,b0357,0.0009956000612896,0.0002823198480202,1.3958049624370699
b0358,0.266011896431427,b0358,0.2803939155152544,0.014382019083827413,1.0540653229301526
b0360,0.788539832859906,b0360,0.7867151819932575,-0.001824650866648514,0.997686038433809
b0361,0.786215694560464,b0361,0.7722126197764395,-0.014003074784024516,0.9821892708567043
,,b0363,0.7752068015115876,,
,,b0365,0.34513739711072,,
b0366,0.0026140260258091,b0366,0.0042722605746013,0.0016582345487921998,1.6343603821920398
b0367,0.280786682274493,b0367,0.3833285757561099,0.10254189348161691,1.3651950037337364
b0368,0.704165504470999,b0368,0.7309797550456146,0.026814250574615617,1.0380794719485154
b0369,0.013031824802525,b0369,0.0140189651640799,0.0009871403615548998,1.0757484371155477
b0372,0.574009641872374,b0372,0.5721694225121586,-0.0018402193602153893,0.9967940967782131
b0373,0.56728836753494,b0373,0.5853949831632002,0.018106615628260103,1.0319178334414638
b0376,0.809141596643616,b0376,0.8413028172190345,0.03216122057541859,1.0397473331105778
b0377,3.6980598552866804e-09,b0377,4.6758858520655486e-09,9.778259967788682e-10,1.2644159464809597
