gene_R,log2FoldChange_R,gene_python,log2FoldChange_python,diff_log2fc,ratio_log2fc
b2281,-1.27475820634804,b2281,-1.2692404421928765,0.005517764155163585,0.9956715209773225
b2282,-1.10930337456845,b2282,-1.1030836914750657,0.006219683093384276,0.9943931631003972
b2284,-1.05738877020295,b2284,-1.0514509832584509,0.0059377869444992015,0.9943844807966331
b2285,-1.08519051178593,b2285,-1.078265842584704,0.006924669201225919,0.9936189368354965
b2309,-1.02272578807274,b2309,-1.017031885132618,0.005693902940121953,0.9944326201543703
b2341,-1.75988750323175,b2341,-1.7487523111247407,0.011135192107009306,0.9936727818757953
b2342,-1.82446211890684,b2342,-1.8162048715245935,0.008257247382246424,0.99547414698465
b2344,-1.7709452969571,b2344,-1.7645316914232134,0.0064136055338865905,0.9963784282072932
b2352,-1.70985568814055,b2352,-1.7045342945152815,0.005321393625268511,0.9968878112567175
b2364,-1.56594586693989,b2364,-1.5600348352266855,0.0059110317132045065,0.9962252643351232
b2377,-1.09524496678837,b2377,-1.0875492833642852,0.007695683424084665,0.9929735505229931
b2378,1.60084168848799,b2378,1.6073968976608948,0.006555209172904863,1.0040948516146504
b2390,3.93259266504284,b2390,3.943474975370693,0.010882310327852807,1.0027672101472869
b2398,-1.61163636653088,b2398,-1.6089697806065015,0.0026665859243784062,0.9983454171302188
b2399,-1.8556125361368,b2399,-1.8454777684507535,0.010134767686046597,0.9945383168691314
b2414,-1.03550856405877,b2414,-1.025218617958811,0.010289946099959035,0.9900629058444224
b2418,-1.01574037159966,b2418,-1.008014064591373,0.0077263070082869145,0.9923934233350211
b2426,-1.99733745941774,b2426,-1.991159651356066,0.006177808061673895,0.9969069783212924
b2428,-1.99835732830977,b2428,-1.9887935571972848,0.009563771112485187,0.9952141836812667
b2429,-1.60011187362967,b2429,-1.5903095457994774,0.009802327830192636,0.993873973444146
b2430,-1.25264920967355,b2430,-1.2372616726743957,0.015387536999154294,0.987716004704011
b2447,1.2655244093846,b2447,1.2817176766239786,0.016193267239378528,1.0127956972771888
b2459,-1.07871719572206,b2459,-1.0674631129978986,0.011254082724161396,0.9895671610976515
b2460,-1.41586011793586,b2460,-1.4119349840377773,0.0039251338980828,0.9972277389211265
b2464,1.24611544444125,b2464,1.2503014047656018,0.004185960324351701,1.003359207481959
b2465,1.15137863912838,b2465,1.1562311400103744,0.004852500881994404,1.0042145135553913
b2466,4.04256087624499,b2466,4.056716938693824,0.014156062448833495,1.0035017561595714
b2470,3.62342429636767,b2470,3.6174479509986934,-0.00597634536897651,0.998350636061317
b2497,-1.00880601289227,b2497,-1.0017986053072525,0.0070074075850175,0.9930537610844258
b2509,1.37395674972404,b2509,1.378471719380815,0.004514969656775003,1.0032861075559196
b2518,-1.59476599644836,b2518,-1.588084821727243,0.006681174721117067,0.9958105610879612
b2521,-1.05190706116765,b2521,-1.0451644990615805,0.006742562106069494,0.9935901541543175
b2537,-1.3398308011703,b2537,-1.332564607910563,0.007266193259736875,0.9945767829390173
b2552,-1.10190486087629,b2552,-1.0942287913194562,0.007676069556833864,0.9930338182275288
b2589,-1.49821448770507,b2589,-1.4185902182253631,0.07962426947970691,0.9468538916602832
b2591,-1.58855685677438,b2591,-1.494368383221113,0.09418847355326698,0.9407081508278401
b2659,-1.50644900362292,b2659,-1.4997306177074086,0.006718385915511327,0.9955402500188496
b2660,-1.12178711402872,b2660,-1.1094659292894689,0.012321184739251034,0.9890164679330274
b2663,-1.00078384985376,,,,
b2670,1.5651562098987,b2670,1.5730688476816697,0.00791263778296969,1.005055493971098
b2671,1.69071418285126,b2671,1.6907227158072733,8.532956013329596e-06,1.000005046953589
b2672,1.05089775222643,b2672,1.0536027992766048,0.0027050470501748247,1.0025740344809415
b2677,-1.67134218832143,b2677,-1.6643035288696346,0.0070386594517952705,0.9957886185719608
b2678,-1.89174305287952,b2678,-1.8848925278651425,0.006850525014377551,0.9963787233134278
b2679,-1.96348515459324,b2679,-1.956651567014131,0.006833587579109013,0.9965196642494989
b2702,-2.72248898036137,b2702,-2.7154177102802253,0.0070712700811448315,0.9974026451044785
b2703,-2.60751667004576,b2703,-2.601833015014945,0.005683655030815249,0.9978202804622087
b2704,-2.65273451683094,b2704,-2.6457797071177307,0.006954809713209276,0.9973782488714635
b2705,-3.03265231214498,b2705,-3.0240444426082345,0.00860786953674575,0.9971616035566381
b2706,-1.91830341670771,b2706,-1.912172001875363,0.006131414832347026,0.9968037304323473
b2707,-1.26375229975197,b2707,-1.2545144533895591,0.009237846362410762,0.992690144766325
b2708,-1.06042529662602,b2708,-1.0532223110622625,0.007202985563757425,0.9932074559267161
b2750,-1.15990663772377,b2750,-1.145574773990065,0.014331863733704875,0.9876439505839625
b2751,-1.7134706632473,b2751,-1.7076677471719186,0.005802916075381415,0.9966133554546046
b2752,-1.74441334295518,b2752,-1.7389948605398904,0.005418482415289638,0.9968938082036737
b2761,-1.72271929689809,b2761,-1.7165357673323325,0.006183529565757517,0.9964105994651065
b2764,-1.10091219164251,b2764,-1.0861267679897213,0.014785423652788676,0.9865698429311338
b2766,-1.5424131240545,b2766,-1.532201714978988,0.010211409075512101,0.9933795888298268
b2767,-1.42572974946311,b2767,-1.3988401109984423,0.026889638464667742,0.9811397367034015
b2768,-1.54304336094732,b2768,-1.5353128007629169,0.007730560184403101,0.9949900564170425
b2775,-1.50371510424728,b2775,-1.497352318307934,0.006362785939346027,0.9957686227122583
b2787,-1.37643317812323,b2787,-1.3701251317463472,0.006308046376882759,0.9954171067094708
b2788,-1.84555141634515,b2788,-1.8353421818779196,0.010209234467230432,0.9944681928789346
b2789,-4.30210437726381,b2789,-4.296541130134945,0.005563247128865356,0.9987068544505181
b2796,-1.63055096249409,b2796,-1.6243259168068067,0.006225045687283215,0.9961822440202903
b2797,-1.7516510855328,b2797,-1.7445191107679263,0.007131974764873705,0.9959284272856747
b2799,-1.94466244610496,b2799,-1.93649942935464,0.00816301675031994,0.9958023477202071
b2800,-1.66955345977295,b2800,-1.6598976130695973,0.009655846703352733,0.9942165094224261
b2801,-2.04926931209846,b2801,-2.0259105038796887,0.023358808218771454,0.9886013965656608
b2802,-2.05615130697219,b2802,-2.048084418076155,0.008066888896035351,0.9960767046332235
b2803,-2.10811669965719,b2803,-2.0976880335702224,0.010428666086967464,0.9950530888120837
b2805,-1.25283840054135,b2805,-1.2480507483520666,0.004787652189283342,0.996178555680274
b2809,4.43866991524663,b2809,4.44181992678814,0.0031500115415106222,1.0007096746551687
b2843,-1.21513830412221,b2843,-1.201290433478673,0.013847870643536986,0.988603872829488
b2844,-1.37156567892701,b2844,-1.3650776490788028,0.0064880298482072885,0.9952696178186065
b2847,1.03597527616359,b2847,1.03268049112795,-0.0032947850356401798,0.9968196296654478
b2866,-1.16127862203958,b2866,-1.1543892972587624,0.006889324780817718,0.9940674661101417
b2868,-1.35585069579232,b2868,-1.3494130347837563,0.006437661008563689,0.9952519395914742
b2869,-1.71148641527176,b2869,-1.705038271398425,0.006448143873335033,0.9962324305844338
b2870,-1.47990309160308,b2870,-1.4622781531864772,0.01762493841660273,0.9880904780072384
b2875,-2.32728797666673,b2875,-2.3208810306447964,0.0064069460219333685,0.9972470334199424
b2876,-3.06754290544865,b2876,-3.046060848535869,0.021482056912780934,0.9929969824139627
b2877,-1.50777243526673,b2877,-1.5003097600826545,0.007462675184075618,0.9950505295033096
b2899,-1.17114398225966,b2899,-1.1632108009101434,0.007933181349516705,0.9932261263604752
b2924,1.12644919905644,b2924,1.131431921042874,0.004982721986434013,1.004423388103616
b2957,-1.62836844964869,b2957,-1.6218986894374745,0.006469760211215592,0.996026845022322
,,b2970,-2.7671950943124903,,
,,b2971,-2.200881880272095,,
b2972,-1.84180406123658,b2972,-1.8323062063338873,0.009497854902692726,0.9948431784343467
b2980,-1.60277310795817,b2980,-1.5948222813135409,0.007950826644629094,0.9950393311410385
b2982,-1.56038405049647,b2982,-1.5525537227010444,0.007830327795425696,0.9949817945185133
b2995,-1.40269935238404,b2995,-1.3893453982918795,0.013353954092160558,0.9904798173111978
b2996,-1.29821908831855,b2996,-1.2855373065728044,0.012681781745745635,0.990231400955465
b2997,-1.28186102879105,b2997,-1.2740284055431814,0.007832623247868487,0.9938896471053063
,,b2998,1.4897415011211514,,
b3003,2.39666997690298,b3003,2.402761297837839,0.006091320934859201,1.0025415768518662
b3020,-1.344640770107,b3020,-1.3377404267577404,0.006900343349259597,0.9948682625853219
b3024,1.02422677934849,b3024,1.0286657497466776,0.004438970398187525,1.0043339722097593
b3041,-2.23110989096801,b3041,-2.2257174033411027,0.005392487626907361,0.9975830470526184
b3050,1.22964044508624,b3050,1.227604664610486,-0.0020357804757540343,0.9983444099583019
b3051,1.17724758379091,b3051,1.1773420090985058,9.442530759584677e-05,1.0000802085380305
b3060,-1.32454065038348,b3060,-1.3139472463470698,0.010593404036410181,0.9920022054186535
b3073,1.57358972381713,b3073,1.578693393688114,0.0051036698709840955,1.0032433294357082
b3081,-1.45950869686671,b3081,-1.4502231891464503,0.0092855077202596,0.9936379223089291
b3087,-1.0492143872974,b3087,-1.0418262663685829,0.007388120928817132,0.9929584258295888
b3089,-1.48418156353276,b3089,-1.4766348991174272,0.007546664415332804,0.9949152687240167
b3091,-1.32770983203987,b3091,-1.3202062782703177,0.007503553769552251,0.9943484987544123
b3092,-1.55284201186416,b3092,-1.5473711256920084,0.005470886172151523,0.9964768559001158
b3093,-1.21451457603744,b3093,-1.2068927641717082,0.007621811865731853,0.9937243965481259
b3113,-1.72633307578854,b3113,-1.671683027991931,0.05465004779660898,0.9683432771096931
b3114,-3.06531010681433,b3114,-3.0561713758322906,0.009138730982039434,0.997018660212641
b3115,-3.05275850873248,b3115,-3.0458566627970156,0.00690184593546439,0.9977391444767998
b3116,-2.77592789705423,b3116,-2.7665118928263737,0.009416004227856156,0.9966079795379958
b3117,-4.11898168974646,b3117,-4.1135037431334265,0.005477946613033247,0.9986700725990917
b3118,-2.55367053039222,b3118,-2.547499283925299,0.006171246466920799,0.9975833818836556
b3124,-3.46316300817117,b3124,-3.4574858406033604,0.005677167567809782,0.9983606987154764
b3125,-3.62597179194886,b3125,-3.620079140612367,0.005892651336492971,0.9983748766745574
b3126,-4.84870321812828,b3126,-4.833319786279317,0.015383431848963625,0.9968273100751046
b3127,-6.92516575577059,b3127,-6.918815193522857,0.006350562247733116,0.9990829732497823
b3128,-3.71011221216117,b3128,-3.702326000772011,0.007786211389158915,0.9979013542060434
b3132,-1.32380080678888,b3132,-1.3173167716177938,0.0064840351710862,0.9951019555677607
b3133,-1.11619233658742,b3133,-1.0966804731838224,0.019511863403597562,0.9825192641411139
b3137,-1.11391104449636,b3137,-1.1096123549060208,0.004298689590339189,0.9961409040591004
b3153,3.30754259493954,b3153,3.321128801029519,0.013586206089978958,1.004107643575253
,,b3158,-1.0182536222368992,,
b3162,1.47348522616858,b3162,1.4806418680103677,0.007156641841787659,1.0048569484883108
b3176,-1.1714380894449,b3176,-1.1636778507289909,0.007760238715909029,0.9933754597995134
,,b3207,1.003205019050885,,
b3209,-1.35986120995411,b3209,-1.352809567854612,0.007051642099498157,0.9948144398502726
b3212,1.23195807438641,b3212,1.2357673642425568,0.0038092898561468136,1.0030920612765528
b3213,1.04645848230602,b3213,1.0515245040909371,0.0050660217849172184,1.0048411111100686
b3218,-1.60584488441523,b3218,-1.598520989885938,0.007323894529291941,0.9954392266648102
b3221,-1.22166692159206,b3221,-1.2101013714652835,0.011565550126776403,0.9905329759508391
b3222,-1.45835760525431,b3222,-1.4526819150697516,0.005675690184558269,0.9961081629333509
b3223,-1.45332982426719,b3223,-1.447309285503855,0.0060205387633349705,0.9958574174541758
b3224,-1.91226744705665,b3224,-1.9023748109787249,0.009892636077925232,0.9948267507805187
b3225,-2.13026079060685,b3225,-2.1252813703838553,0.0049794202229946904,0.9976625302193276
b3238,4.99601388940684,b3238,4.998321156850635,0.002307267443795169,1.0004618216632037
b3240,1.70963854505271,b3240,1.7144588254274356,0.004820280374725483,1.002819473384403
b3241,2.70556488828549,b3241,2.697337630928532,-0.008227257356957729,0.9969591350802267
b3242,5.11272601195913,b3242,4.8612908846530605,-0.25143512730606954,0.9508217090612836
b3260,1.10783931431122,b3260,1.1112994509865408,0.0034601366753208573,1.0031233199893002
b3267,3.27337253891657,b3267,3.2717705296612865,-0.001602009255283754,0.9995105936656346
b3275,-2.07409463666564,b3275,-2.034000696779171,0.04009393988646881,0.9806691849167863
b3278,-2.17793910311811,b3278,-2.164142117723985,0.013796985394125105,0.9936651188390105
b3363,1.43491519050954,b3363,1.440517062318344,0.005601871808804004,1.003903974148336
b3364,1.95263668515662,b3364,1.9594077834378327,0.006771098281212806,1.0034676692969484
b3370,-1.29714827874156,b3370,-1.286129307969756,0.011018970771804026,0.9915052342493226
b3403,-1.52294602361146,b3403,-1.514934565968716,0.008011457642744135,0.9947394999438351
b3418,-1.40170455715008,b3418,-1.3966321774242054,0.005072379725874487,0.9963812775666596
b3448,1.19681038974284,b3448,1.205572459580694,0.008762069837854103,1.0073211846362202
b3455,-1.49690029856266,b3455,-1.4944016579678427,0.002498640594817303,0.9983307902355176
b3458,-1.02061956301251,b3458,-1.0102196952364928,0.010399867776017091,0.9898102406098113
b3460,-1.44211717250941,b3460,-1.4320191856292297,0.010097986880180265,0.9929978041502627
b3487,-1.28054674425823,b3487,-1.2729047862276075,0.007641958030622398,0.9940322693686211
b3491,5.37932376112627,b3491,5.379919716586402,0.0005959554601320249,1.0001107863156404
b3494,1.15811904449961,b3494,1.162024141275548,0.0039050967759381994,1.0033719303680266
b3505,-1.54816036218578,b3505,-1.541985032801395,0.00617532938438492,0.9960111823456931
b3506,3.65355906274585,b3506,3.659454605153952,0.0058955424081021945,1.0016136436572813
b3507,5.10412474810451,b3507,5.080551812583962,-0.023572935520547844,0.995381591030019
b3508,5.58607983993342,b3508,5.590915422190309,0.0048355822568888485,1.0008656486114502
b3509,4.84111974328239,b3509,4.845863486594274,0.0047437433118835415,1.0009798855561187
b3510,4.87329354863086,b3510,4.8805737084239835,0.007280159793123353,1.0014938890342793
b3511,4.21045265629391,b3511,4.216927769868896,0.006475113574985869,1.0015378663776937
b3512,5.20917703025732,b3512,5.216242010377875,0.00706498012055512,1.0013562564834173
b3513,5.15530810446255,b3513,5.161358398856143,0.0060502943935922815,1.0011736048110016
b3514,5.3153340290062,b3514,5.313928398247891,-0.0014056307583087957,0.9997355517544828
b3515,1.97741424255123,b3515,1.9837152886368348,0.006301046085604778,1.003186507889958
b3516,2.45544511399735,b3516,2.4625805737287547,0.007135459731404836,1.002905974029201
b3517,6.63264479368539,b3517,6.629989518032938,-0.0026552756524527155,0.9995996656333864
b3519,1.38423841365012,b3519,1.3899481829278033,0.0057097692776832965,1.0041248452733131
b3526,-1.36558367990183,b3526,-1.3600866422825204,0.0054970376193095305,0.995974587496751
b3528,-1.92118134456717,b3528,-1.9141902306949872,0.006991113872182764,0.996361033854533
b3566,-2.56935770599499,b3566,-2.5539285821641697,0.015429123830820402,0.9939949490898756
b3567,-2.10477422906656,b3567,-2.099459515693506,0.005314713373053781,0.9974749247213034
b3568,-1.9384591689949,b3568,-1.9277692127576416,0.010689956237258436,0.9944853332955157
b3575,-2.66564989413849,b3575,-2.6568470235345383,0.008802870603951796,0.9966976643769655
,,b3576,-1.515583019259643,,
,,b3578,-2.429182252987187,,
b3579,-1.70749898700607,b3579,-1.6949991438854175,0.012499843120652443,0.9926794433169359
b3580,-1.13407076017523,b3580,-1.0942841060679198,0.03978665410731019,0.9649169562389893
b3581,-1.20899308742995,b3581,-1.1684939067778408,0.04049918065210911,0.9665017268723998
b3597,1.24590721935673,b3597,1.248424804711885,0.0025175853551551164,1.0020206844587152
b3598,1.45349963517078,b3598,1.475010921735873,0.021511286565092824,1.0147996504743293
b3603,-2.97389396620671,b3603,-2.950345481030294,0.02354848517641628,0.992081598925851
b3604,-2.42768949893035,b3604,-2.416381072737953,0.011308426192397025,0.9953418976366708
b3605,-2.09686172045715,b3605,-2.083596866425672,0.013264854031477924,0.9936739490725283
b3615,1.29964282975797,b3615,1.3002550092029646,0.0006121794449944762,1.0004710366809846
b3645,-1.47411904894922,b3645,-1.4827548282670175,-0.008635779317797576,1.0058582645166638
b3661,-1.96265225664868,b3661,-1.9540473247220864,0.008604931926593506,0.9956156614614518
b3662,1.66276385217471,b3662,1.6663666187101478,0.0036027665354378957,1.0021667337371605
b3664,-1.1807059528375,b3664,-1.175101499493416,0.005604453344083993,0.9952533030509287
b3665,-2.17771120649695,b3665,-2.167062204342981,0.010649002153969356,0.9951100025925388
b3666,-3.74539815694325,b3666,-3.7388498136748503,0.006548343268399925,0.9982516296014455
b3686,1.26869465368668,b3686,1.2522443933172966,-0.016450260369383463,0.9870337119167477
b3688,-1.0294642968915,b3688,-1.0209921100553414,0.00847218683615858,0.9917702956171083
b3707,-2.49621803956084,b3707,-2.490518397052698,0.005699642508142144,0.9977166888397518
b3708,-1.35715362978465,b3708,-1.342819599576688,0.014334030207961979,0.9894381668417035
b3709,-2.02102896468912,b3709,-2.016069234222449,0.004959730466671086,0.9975459379586705
b3728,1.05512331333121,b3728,1.0615410100681906,0.0064176967369806714,1.006082413928206
b3731,-1.14016200183201,b3731,-1.1334021660161813,0.00675983581582873,0.994071161988413
b3744,-1.56170252065345,b3744,-1.5587087741138113,0.0029937465396387974,0.9980830238153255
b3748,-1.30962629609913,b3748,-1.3004401262316982,0.009186169867431815,0.9929856556066461
b3756,-1.47269813895365,b3756,-1.3984542653378642,0.07424387361578577,0.949586495934234
b3758,-2.20012591403715,b3758,-2.171118484423988,0.02900742961316194,0.9868155593149965
b3806,1.2489185932633,b3806,1.251825489679628,0.0029068964163279087,1.0023275307389992
b3829,2.30033780856091,b3829,2.304839602192245,0.004501793631334738,1.0019570141457401
b3845,-1.82516548005931,b3845,-1.817991128399229,0.007174351660081069,0.9960692048263766
b3846,-2.10804626480144,b3846,-2.1007423319335095,0.00730393286793074,0.9965352122532194
b3851,-2.30349012426868,b3851,-2.2814624295621275,0.022027694706552303,0.990437252378694
b3854,-1.55118869511089,b3854,-1.4844068626634677,0.0667818324474223,0.9569479634180493
b3859,1.23875271049537,b3859,1.2439827670660977,0.005230056570727726,1.0042220344112396
b3872,-1.15325227657333,b3872,-1.1459776532451773,0.007274623328152652,0.9936920798025495
b3873,-1.24873637937394,b3873,-1.2449205100968428,0.003815869277097317,0.9969442154964602
b3874,-2.59965703529752,b3874,-2.5538540143723973,0.045803020925122784,0.9823811293939084
b3897,1.62492653302374,b3897,1.6054882053680526,-0.019438327655687315,0.9880374113779067
b3898,1.21783228201797,b3898,1.2350257543184344,0.01719347230046453,1.0141180953685796
b3917,-3.87789561491316,b3917,-3.866685532598643,0.011210082314517145,0.99710923567117
b3926,-3.838297330795,b3926,-3.81744332188644,0.02085400890856004,0.9945668594401881
b3927,-1.54911465705296,b3927,-1.538427492008532,0.010687165044428015,0.9931011142424027
b3941,1.23396194427899,b3941,1.2355595111519044,0.0015975668729144576,1.0012946646209968
b3946,-1.28410375652161,b3946,-1.276038995584669,0.008064760936941084,0.9937195410448865
b3947,-1.46423693837991,b3947,-1.4534839462485387,0.010752992131371375,0.9926562485554633
b3949,-2.25906454711031,b3949,-2.255091006710374,0.003973540399935693,0.9982410682310877
,,b3950,-1.4214786759559543,,
b3966,-1.28319443846802,b3966,-1.2750900237327494,0.008104414735270682,0.9936841880760126
b3968,-2.36065326052415,b3968,-2.348403018973948,0.012250241550201935,0.9948106561200428
b3970,-1.91737024597914,b3970,-1.876893751546649,0.040476494432490906,0.9788895783079075
b4000,-1.34576127206575,b4000,-1.3386041025655204,0.007157169500229488,0.9946816945554963
b4003,-1.2003046359582,b4003,-1.19217346795985,0.008131167998350008,0.9932257464024048
b4007,-2.20841080304435,b4007,-2.1841707291259653,0.024240073918384564,0.9890237478077136
b4009,-2.10717578480434,b4009,-2.0736651593971387,0.03351062540720129,0.9840969008618743
b4013,1.25396517860036,b4013,1.2579010571037756,0.003935878503415591,1.0031387462511587
b4014,1.75869155378795,b4014,1.7823446541964545,0.023653100408504546,1.013449260251213
b4015,1.98281840583068,b4015,1.9923213468176637,0.009502940986983788,1.004792643118018
b4016,1.94426583618292,b4016,1.953095977156844,0.008830140973923983,1.0045416325327508
b4021,-1.6572931603949,b4021,-1.6495265829923873,0.007766577402512631,0.9953136973058756
b4026,4.98031718666159,b4026,4.985652036414312,0.005334849752722803,1.0010711867442923
b4027,4.87683298168663,b4027,4.880793131387563,0.003960149700932725,1.0008120330788042
b4028,3.60955212143477,b4028,3.6204396108375647,0.010887489402794603,1.0030162992627647
b4029,1.95934185745439,b4029,1.9506631871619349,-0.00867867029245506,0.9955706196652531
b4030,1.91996190404658,b4030,1.9185847180401847,-0.001377186006395359,0.9992827013892865
b4035,-1.41496343800856,b4035,-1.4095848218722555,0.005378616136304526,0.9961987596344719
b4045,1.75907446165464,b4045,1.7668717704100714,0.007797308755431276,1.0044326200654956
b4055,-1.64571966859001,b4055,-1.6388921145561717,0.006827554033838279,0.995851326222717
b4056,1.3891378794465,b4056,1.3950774034647857,0.005939524018285791,1.0042756907763917
b4057,1.76970678252806,b4057,1.775522610853796,0.005815828325736128,1.0032863231260425
,,b4060,1.2711739498490346,,
b4067,-2.39755175103949,b4067,-2.391777938216969,0.005773812822521318,0.9975917880312622
b4068,-2.12849051970506,b4068,-2.121010519607185,0.007480000097875195,0.996485772415415
b4069,-1.50412197719101,b4069,-1.5013709190677564,0.0027510581232534914,0.9981709873501142
b4085,-1.05133868530126,b4085,-1.0179184383368851,0.033420246964374956,0.9682117214636705
b4087,-1.31944082514322,b4087,-1.2568485084919614,0.06259231665125853,0.9525614825170622
b4088,-1.41972658767805,b4088,-1.411780807816455,0.007945779861594948,0.9944033027693099
b4107,1.71811317220281,b4107,1.7161285127428672,-0.0019846594599428613,0.9988448610417215
b4116,-2.50754751344185,b4116,-2.5004314674081165,0.007116046033733614,0.9971621490737114
b4117,1.09992108318054,b4117,1.1063027621147907,0.00638167893425079,1.0058019425500941
b4118,-1.05869036875745,b4118,-1.0498549894941374,0.008835379263312682,0.9916544255770623
b4124,-1.00518060550864,,,,
b4129,1.00515687487401,b4129,1.0099916198516232,0.004834744977613159,1.0048099407151936
b4132,-1.81741306077153,b4132,-1.8105648351924832,0.0068482255790467406,0.9962318827090747
b4138,-1.00051019194854,,,,
b4139,-1.87833010650621,b4139,-1.8732609935969928,0.005069112909217077,0.9973012662195753
b4151,-1.40451150515457,b4151,-1.3904723614964338,0.014039143658136188,0.9900042515802737
b4152,-1.06579201940095,b4152,-1.0582641754854032,0.007527843915546839,0.9929368546784785
b4153,-1.28337995406489,b4153,-1.2725289140770717,0.010851039987818334,0.9915449513190154
b4154,-1.30583629731248,b4154,-1.2995341716019426,0.006302125710537343,0.9951738776724864
b4156,1.42862329081135,b4156,1.434892801260368,0.006269510449017801,1.0043884979961772
b4158,1.35153772846878,b4158,1.308980589148129,-0.04255713932065097,0.9685120596900644
b4187,2.81756520319433,b4187,2.8237037138767715,0.006138510682441645,1.0021786578977772
b4188,-1.62296878729968,b4188,-1.6165545367816772,0.0064142505180029286,0.9960478287887008
b4189,-3.0970283290906,b4189,-3.0911193900995895,0.005908938991010526,0.9980920616916844
b4193,-1.0436969764161,b4193,-1.0186894498900791,0.025007526526020785,0.9760394759292176
b4198,-1.23618843481939,b4198,-1.2290868230845906,0.007101611734799285,0.9942552352580156
,,b4204,-1.4820810595095804,,
b4213,-1.44098705787855,b4213,-1.4367123658811058,0.004274691997444124,0.9970334973002898
b4238,-1.2937653142306,b4238,-1.3000995891461973,-0.006334274915597238,1.0048959999514009
b4239,-2.80207444959768,b4239,-2.808935561756931,-0.006861112159251004,1.0024485831060757
b4240,-3.42904469272207,b4240,-3.4065344277532015,0.022510264968868654,0.9934354121961008
b4242,-1.16761035785942,b4242,-1.1550991511878437,0.012511206671576236,0.989284775878048
b4245,-1.1979673913044,b4245,-1.189377864795116,0.008589526509283907,0.9928299162634708
b4266,-1.06162387543972,b4266,-1.053857268786489,0.007766606653230923,0.992684220058621
b4267,-1.08270853597764,b4267,-1.0644240782496772,0.018284457727962833,0.9831122992750281
b4268,-1.08420606482231,b4268,-1.0781108820969754,0.0060951827253346025,0.9943782063916664
b4269,1.14632477995491,b4269,1.1512454033982629,0.004920623443352978,1.0042925212203355
b4287,-1.57197999391358,b4287,-1.5644401063864295,0.007539887527150402,0.9952035728467643
b4288,-1.75867293337527,b4288,-1.7442010561427472,0.014471877232522745,0.9917711377949349
b4289,-2.10210177044738,b4289,-2.0942980648664418,0.007803705580938125,0.9962876651879337
b4290,-2.28442681802951,b4290,-2.2765784001310254,0.007848417898484783,0.9965643819987832
b4291,-2.45104559230796,b4291,-2.438951896249085,0.012093696058875114,0.9950659032631509
b4298,-1.11404158728714,b4298,-1.101543344524161,0.012498242762979173,0.9887811703749639
b4299,-1.9698994324445,b4299,-1.9671885180817392,0.00271091436276083,0.9986238310859368
b4305,-1.00115170518369,,,,
b4306,-1.0878131709292,b4306,-1.081710082151481,0.006103088777719146,0.9943895799933127
b4309,-2.91750228184465,b4309,-2.903692796356748,0.013809485487902062,0.9952666753428653
b4310,-3.3591963867858,b4310,-3.3507052689051604,0.00849111788063972,0.997472277026124
b4311,-6.67228512074921,b4311,-6.667566005424985,0.00471911532422542,0.9992927287670081
b4312,-1.43036371497694,b4312,-1.413921466167,0.01644224880993983,0.988504847656734
b4314,-1.45492091826677,b4314,-1.4477962401883595,0.00712467807841044,0.9951030478777513
b4321,-2.65508274146161,b4321,-2.648915969612506,0.00616677184910408,0.9976773711218848
b4322,-1.61658608789112,b4322,-1.608774944871196,0.007811143019923916,0.9951681243093501
b4323,-1.65711204601523,b4323,-1.65032566335553,0.0067863826596998855,0.9959046929409398
b4329,-1.11834393982731,b4329,-1.1188462772255685,-0.0005023373982584456,1.0004491797025663
b4331,1.06826196253036,b4331,1.0798854156372977,0.011623453106937687,1.0108807142017915
b4336,1.07583061657053,b4336,1.0793418291263837,0.0035112125558536267,1.0032637224687344
b4342,-1.65367870486239,b4342,-1.6472192519578983,0.00645945290449168,0.9960938888034909
b4346,-1.01139957128873,b4346,-1.0041213029513674,0.00727826833736267,0.9928037656491304
b4350,-1.42361736190764,b4350,-1.410394564695838,0.013222797211801973,0.9907118320093515
b4353,1.51508395771169,b4353,1.5070779341914162,-0.008006023520273686,0.9947157888646874
b4354,5.42131830803508,b4354,5.4241841649383264,0.0028658569032460335,1.0005286273080476
b4357,-1.90835922288375,b4357,-1.8934537306321555,0.014905492251594543,0.9921893676657634
b4376,1.44334004640387,b4376,1.4454137600063572,0.002073713602487315,1.0014367463908829
b4377,3.14105344272522,b4377,3.145472744680635,0.004419301955415289,1.0014069489857458
b4378,2.88091520306602,b4378,2.8799290286370844,-0.000986174428935449,0.9996576871030824
b4382,1.01061515248755,b4382,1.015869924511308,0.005254772023758125,1.0051995777134588
,,b4383,1.0016476218136452,,
b4432,-2.01170890366286,b4432,-2.0075853474658545,0.004123556197005662,0.9979502222267359
b4440,-1.13487568175189,b4440,-1.11718046563284,0.017695216119050006,0.9844077933789769
b4443,-1.00328455795637,,,,
b4466,-3.06092337634763,b4466,-3.050603879000231,0.010319497347398787,0.996628632579587
b4471,-1.1023120884594,b4471,-1.1034866246848591,-0.0011745362254591551,1.0010655205887298
b4474,-1.08751416554152,b4474,-1.0729403207424917,0.014573844799028235,0.9865989379625494
b4484,2.45808903821615,b4484,2.460642317550065,0.002553279333914915,1.0010387253245179
b4487,1.27778998536738,b4487,1.27860189497602,0.0008119096086400823,1.0006354014493286
b4512,-2.8120085071052,b4512,-2.8051800797316813,0.006828427373518853,0.9975716903571716
