gene_R,log2FoldChange_R,gene_python,log2FoldChange_python,diff_log2fc,ratio_log2fc
b0837,2.03706509866052,b0837,2.042547755215113,0.005482656554593124,1.0026914488683736
b0846,-1.65623093499763,b0846,-1.6505014552092925,0.005729479788337599,0.9965406516281826
b0871,1.21366044970182,b0871,1.2175505416475163,0.003890091945696339,1.0032052555940603
b0880,-1.68188758043556,b0880,-1.6738230436308708,0.008064536804689215,0.9952050678663072
b0898,1.2651903313012,b0898,1.2619817719269892,-0.0032085593742108287,0.9974639709972246
b0899,-2.88252472955525,b0899,-2.879933062724779,0.0025916668304710733,0.9991009038694801
b0929,-7.87344896448427,b0929,-7.864680989873734,0.008767974610536022,0.9988863870649207
b0953,2.30150169699734,b0953,2.30997268412276,0.008470987125420049,1.0036806347509852
b0963,-1.13196169258643,b0963,-1.125248347638949,0.0067133449474809925,0.9940692825636691
b0964,-1.34913497762777,b0964,-1.3425184285929002,0.006616549034869745,0.9950957101071504
b0972,1.57212058743261,b0972,1.572516308967707,0.00039572153509692676,1.0002517119477095
b0973,1.37126739875951,b0973,1.375380604412087,0.004113205652577001,1.0029995649690921
b0974,1.08643811027776,b0974,1.0879863879375495,0.0015482776597894876,1.0014250951298032
b0977,1.02724925996503,b0977,1.0540582843924378,0.026809024427407735,1.0260978766033089
b0978,2.96534475399462,b0978,2.9703856341109436,0.005040880116323532,1.0016999305424885
b0979,2.81837668926298,b0979,2.822786024656433,0.00440933539345334,1.0015644947001767
b0980,1.43952467464724,b0980,1.4456801724389017,0.006155497791661579,1.0042760627171397
b0999,1.11147186395041,b0999,1.11778701146511,0.006315147514700081,1.0056817880141875
b1000,1.43193726167985,b1000,1.4377499513741288,0.005812689694278728,1.0040593186935156
b1003,1.13945517884265,b1003,1.1465002604083057,0.007045081565655753,1.0061828509769128
b1014,-2.62372032132928,b1014,-2.6025509064360386,0.021169414893241534,0.9919315276399139
b1015,-4.38681622970837,b1015,-4.378584907110841,0.008231322597529456,0.9981236226533071
b1018,-1.46344831213527,b1018,-1.4572462334067888,0.0062020787284811085,0.9957620103989653
b1019,-1.16734165719772,b1019,-1.1596701547780557,0.0076715024196643,0.9934282286832116
b1040,-1.5301207439812,b1040,-1.50995696315432,0.020163780826879973,0.9868220982519222
b1053,1.73197319926919,b1053,1.7335616921620844,0.001588492892894422,1.0009171578945706
b1064,1.42362426455541,b1064,1.428244482307696,0.004620217752286049,1.0032453912646178
b1073,-7.03077677626136,b1073,-7.019781742677672,0.01099503358368814,0.9984361566390769
,,b1074,-2.736009792763466,,
b1075,-2.1911646205265,b1075,-2.184560634558374,0.006603985968125947,0.9969860840640358
b1076,-1.97104140789442,b1076,-1.9695776937886844,0.0014637141057356473,0.9992573904840998
b1077,-1.68503500229035,b1077,-1.6826402996034742,0.002394702686875805,0.99857884098335
b1110,5.4773589235701,b1110,5.486297189118178,0.008938265548078306,1.0016318568260363
b1113,1.16520380063699,b1113,1.1709990477149748,0.005795247077984733,1.0049735909501982
b1115,3.68646419670272,b1115,3.6893296691287554,0.00286547242603552,1.0007772956071561
b1138,-1.04887938833409,b1138,-1.040978507296829,0.007900881037260943,0.9924673121379478
b1139,1.33971270212114,b1139,1.34495358212851,0.005240880007369997,1.0039119432092212
b1166,1.32134983227402,b1166,1.32675697256254,0.005407140288520074,1.0040921337835376
b1171,1.32987895028774,b1171,1.345889392166717,0.016010441878977044,1.012039021954226
b1172,1.62711640691555,b1172,1.6462646664531095,0.01914825953755961,1.0117682173544411
b1220,1.57727854154431,b1220,1.5803825569125385,0.0031040153682284632,1.0019679563795938
b1250,1.12383774668265,b1250,1.129083999004084,0.005246252321434053,1.004668158136635
b1256,-1.48847663804323,b1256,-1.4801004595060407,0.008376178537189194,0.9943726503170378
b1257,3.14474518171741,b1257,3.1507305292760597,0.005985347558649767,1.0019032853896865
b1258,3.46755835978587,b1258,3.4787391253339344,0.011180765548064464,1.0032243914558816
b1259,3.74058336318587,b1259,3.7387549709073498,-0.0018283922785200524,0.999511201301777
b1275,-1.2442349561529,b1275,-1.236561492472647,0.007673463680253123,0.9938327856468693
b1276,1.13143851570199,b1276,1.1333525899247634,0.0019140742227734542,1.0016917173988777
b1283,2.82744653459658,b1283,2.832318478508417,0.0048719439118367625,1.0017230896684424
b1287,-1.10628878078712,b1287,-1.0987696354316931,0.0075191453554268595,0.9932032707137489
b1308,-1.20887025742154,b1308,-1.2022137293627226,0.006656528058817335,0.9944935959686729
b1309,-1.17921624336849,b1309,-1.1749471781597685,0.004269065208721612,0.9963797435519317
b1310,-2.24739761465188,b1310,-2.244424098604069,0.0029735160478110423,0.9986769070019362
b1311,-1.36723031211116,b1311,-1.331537366307156,0.03569294580400406,0.9738939771245343
b1329,-1.40890736768534,b1329,-1.4039027682592229,0.0050045994261171955,0.9964478861130954
b1331,-1.64188521420994,b1331,-1.6312081470677835,0.010677067142156549,0.993497068461455
b1336,1.01052216226639,,,,
b1341,-1.57080452337252,b1341,-1.5635267117496223,0.007277811622897756,0.9953668253976807
b1343,1.08747725624322,b1343,1.091778856407098,0.004301600163878039,1.0039555771297124
b1376,-1.64118394379816,b1376,-1.6275102578749294,0.013673685923230483,0.9916684013544601
b1379,2.07301475738748,b1379,2.073231901570089,0.00021714418260909696,1.0001047480158234
b1384,-1.49099260992867,b1384,-1.4735277090245136,0.017464900904156533,0.9882863933812576
b1387,-1.43449198903973,b1387,-1.401281179418949,0.033210809620781045,0.9768483826507718
b1388,-3.3630988087834,b1388,-3.3575943823252525,0.005504426458147638,0.9983632873218676
b1389,-2.93896353917694,b1389,-2.9348216718982556,0.004141867278684597,0.9985907047761999
b1390,-2.72621443919883,b1390,-2.7206089243870073,0.005605514811822587,0.9979438467014099
b1391,-2.66881564345781,b1391,-2.6708044970008133,-0.001988853543003266,1.0007452195313222
b1392,-2.15541764103318,b1392,-2.1498403769325063,0.005577264100673496,0.9974124438834971
b1393,-1.86108087436779,b1393,-1.8464269942924507,0.014653880075339298,0.9921261454689242
b1394,-1.52392735797221,b1394,-1.5007791172360578,0.02314824073615207,0.9848101416284344
b1395,-1.40547142770032,b1395,-1.3918006542502452,0.013670773450074725,0.9902731758322235
b1397,-1.53617561618462,b1397,-1.527520691353191,0.008654924831429156,0.9943659274758407
b1398,-1.02617846143784,b1398,-1.0185812009249169,0.0075972605129230875,0.9925965504067605
b1415,-1.25544656727397,b1415,-1.2507834966893123,0.004663070584657758,0.9962857275600482
b1422,-1.51937861273837,b1422,-1.5133388854825465,0.006039727255823468,0.9960248701639033
b1433,-1.4459822722013,b1433,-1.438814244198074,0.0071680280032260235,0.9950427967610462
b1436,2.19222979101037,b1436,2.191958027504388,-0.0002717635059816814,0.9998760332940022
b1454,1.45684551890124,b1454,1.468367044791402,0.011521525890161977,1.0079085433154584
b1465,1.9871993813273,b1465,1.9913193335888315,0.004119952261531612,1.0020732455435748
b1466,1.8050307081099,b1466,1.8039338218469032,-0.0010968862629967546,0.9993923171178926
b1467,2.02655060027043,b1467,2.0308890146774927,0.0043384144070626185,1.002140787605542
b1468,1.59319743962162,b1468,1.5986594126180376,0.005461972996417597,1.0034283089217837
b1469,1.42744410698529,b1469,1.4337365447605492,0.006292437775259341,1.004408185052197
b1478,1.14996387072284,b1478,1.1553771335320917,0.0054132628092518065,1.0047073329406855
b1480,1.50441932108913,b1480,1.5096446529099217,0.005225331820791768,1.0034733213988563
b1481,7.45792289376614,b1481,7.463550999242135,0.0056281054759947935,1.0007546478498321
b1482,1.40865438261049,b1482,1.4125878799211475,0.003933497310657508,1.002792379279982
b1488,-1.00798286960085,,,,
b1492,6.27240417491256,b1492,6.276710571610125,0.004306396697565162,1.00068656237345
b1493,6.64721624398556,b1493,6.648789591677835,0.0015733476922745737,1.0002366927198583
b1494,-1.45832065114344,b1494,-1.4520634484174404,0.0062572027259995,0.9957093093887868
b1495,-2.4142995798833,b1495,-2.409148958916589,0.005150620966710928,0.9978666189524997
,,b1496,-1.9080415548095904,,
b1497,-4.81087384677283,b1497,-4.80602678180204,0.004847064970789461,0.9989924772244775
b1498,-3.90219103261567,b1498,-3.894237371462969,0.007953661152700686,0.9979617448027989
b1513,-1.01151709318637,,,,
b1520,1.34772261502722,b1520,1.348291128538959,0.0005685135117390328,1.0004218327313055
b1530,2.67211669609278,b1530,2.6874947419844215,0.015378045891641712,1.0057550053536688
b1531,2.27789620637573,b1531,2.283784887149615,0.005888680773884936,1.0025851400767967
b1532,2.49947249665481,b1532,2.491925016081109,-0.007547480573701026,0.9969803706246809
b1535,2.0833492047457,b1535,2.088941274032548,0.005592069286847856,1.0026841728089124
b1536,2.89326278701981,b1536,2.9012926136099724,0.008029826590162159,1.0027753533575265
b1537,2.19275596986603,b1537,2.1959048877783793,0.0031489179123491695,1.0014360548805354
b1587,1.12013296659167,b1587,1.126124133867789,0.005991167276119036,1.0053486215072742
b1592,1.1293475746331,b1592,1.137718470241615,0.008370895608514894,1.0074121517560566
b1612,-1.64133106355798,b1612,-1.6348535642375643,0.006477499320415747,0.9960535083602364
b1616,-1.0530140245271,b1616,-1.0366086280135194,0.01640539651358064,0.9844205336952201
b1617,-1.33609862257111,b1617,-1.3263149172415447,0.009783705329565295,0.9926774078168435
b1619,1.22574896592429,b1619,1.2311798159847194,0.005430850060429426,1.0044306380926329
b1621,-2.35206061408294,b1621,-2.3409402250872753,0.011120388995664587,0.9952720652992183
b1622,-1.33945063298737,b1622,-1.3316467225776267,0.007803910409743375,0.9941737976618531
b1625,1.89928537797696,b1625,1.916316795363043,0.017031417386082826,1.0089672766312896
b1626,1.20964945757486,b1626,1.216353520393731,0.006704062818871037,1.0055421533708713
b1627,1.11616699248956,b1627,1.1201144726866883,0.003947480197128206,1.0035366394309184
b1634,-1.45190990685886,b1634,-1.4454012316606997,0.00650867519816023,0.9955171631742348
b1639,1.93067555173571,b1639,1.9380690872105917,0.007393535474881752,1.0038295069662195
b1646,1.02049563214526,b1646,1.0260370800469036,0.00554144790164357,1.0054301534735572
b1657,1.13102392983867,b1657,1.1442584135921996,0.013234483753529647,1.0117013295690547
b1661,1.27970902995296,b1661,1.28494063546915,0.005231605516189841,1.0040881211226447
b1677,-1.01109020668212,b1677,-1.0036238948413905,0.007466311840729434,0.9926155828714531
b1679,1.30266589642659,b1679,1.301833018176787,-0.0008328782498030485,0.9993606355612074
b1680,1.44066057967522,b1680,1.4457854515146962,0.005124871839476075,1.003557306913077
b1681,1.44190337612492,b1681,1.4468266118067898,0.004923235681869809,1.0034144005509584
b1682,1.51842984522637,b1682,1.522359281220999,0.003929435994628916,1.0025878284775436
b1683,1.35180437003306,b1683,1.3555947269443855,0.0037903569113255653,1.0028039241441666
b1684,1.07313266475611,b1684,1.077128056625709,0.003995391869599185,1.003723110851823
b1732,2.0699509753438,b1732,2.077332626807586,0.00738165146378611,1.0035660996572926
b1734,-1.0299793120631,b1734,-1.0062560738792257,0.02372323818387434,0.9769672672974805
b1736,-1.67327284954065,b1736,-1.640723793230213,0.03254905631043692,0.980547669604887
b1737,-1.57929048760815,b1737,-1.5720191142495497,0.007271373358600286,0.9953957974067121
b1738,-1.39304288735342,b1738,-1.3872445834706115,0.005798303882808442,0.9958376702286429
b1742,2.31793345183693,b1742,2.308917435900407,-0.009016015936523125,0.9961103214894379
b1743,5.67753135378732,b1743,5.671695819497418,-0.0058355342899023555,0.9989721704863841
b1746,-1.00008276762178,,,,
b1747,-1.17569978259004,b1747,-1.1696743742177391,0.006025408372300811,0.9948750450909951
b1748,-1.28786496056854,b1748,-1.2812576307657564,0.006607329802783557,0.994869547658268
b1751,-1.07079631967875,b1751,-1.0642513197723793,0.0065449999063706965,0.9938877265581803
b1760,1.67125075547598,b1760,1.6178910682629588,-0.05335968721302109,0.9680720041333211
b1769,-1.21521471395134,b1769,-1.2024674558647055,0.012747258086634572,0.9895102832937349
b1770,-1.41581003240866,b1770,-1.4124842049378794,0.0033258274707805846,0.9976509366407564
b1773,-1.16417022346421,b1773,-1.159016605343754,0.005153618120455894,0.9955731404080064
b1776,-1.60020145417881,b1776,-1.5887324573061818,0.011468996872628257,0.9928327793711986
b1784,1.12013879303428,b1784,1.1251045054212454,0.004965712386965304,1.00443312241112
b1796,1.2542964844857,b1796,1.2476362688356442,-0.006660215650055923,0.9946900786756276
b1799,-1.38482794630735,b1799,-1.3722379415474726,0.012590004759877482,0.9909086144647435
b1814,1.07465681962109,b1814,1.0782296738823856,0.0035728542612956105,1.0033246467114547
b1815,1.07404866963576,b1815,1.076565339685775,0.0025166700500149908,1.002343162019714
b1821,1.17716297334315,b1821,1.1698614721276837,-0.007301501215466244,0.9937973743816203
b1823,-1.25262820928266,b1823,-1.2460775630362333,0.00655064624642665,0.9947704784245774
b1824,-1.13519255530404,b1824,-1.1303319000633056,0.004860655240734424,0.9957182107845725
b1826,-1.65415214334393,b1826,-1.6482835033984289,0.00586863994550102,0.9964521764402896
b1828,1.89057902409344,b1828,1.8960419459991225,0.0054629219056825384,1.0028895496226624
b1836,1.57362033800541,b1836,1.5808308517108378,0.007210513705427912,1.0045821177645475
b1838,2.53891530314135,b1838,2.5494442331533853,0.010528930012035254,1.0041470190041424
b1846,2.30625676297366,b1846,2.3137747883014885,0.007518025327828415,1.0032598388213005
b1868,1.2465875641042,b1868,1.2524230045523168,0.005835440448116902,1.0046811316077184
b1896,1.55525364910756,b1896,1.5600664105163844,0.004812761408824473,1.0030945186411144
b1897,1.83446928356316,b1897,1.8397451622737544,0.005275878710594428,1.002875970046414
b1902,-1.52723191591125,b1902,-1.518229417404895,0.009002498506355039,0.9941053494151322
b1905,-1.50830201397566,b1905,-1.5013388423224507,0.006963171653209255,0.995383436746295
b1920,-1.1945347993777,b1920,-1.1869222028622295,0.007612596515470527,0.9936271454632913
b1922,-2.07868823330719,b1922,-2.058242129601202,0.020446103705987984,0.9901639392678631
b1929,-1.82058140868232,b1929,-1.8143636814961992,0.006217727186120792,0.9965847573986703
b1930,-2.11768056576062,b1930,-2.107511431125832,0.01016913463478808,0.9951979846256295
b1938,-1.7725097694051,b1938,-1.774080039845405,-0.0015702704403051104,1.0008859022767655
b1944,-1.81085477894023,b1944,-1.718256849343076,0.09259792959715396,0.9488650715264174
b1951,3.85753358583506,b1951,3.862163182585648,0.00462959675058805,1.0012001442495764
b1955,1.09796198912238,b1955,1.1017757540999813,0.0038137649776013305,1.0034734945429666
b1956,1.05315477442547,b1956,1.0570468572199827,0.003892082794512808,1.0036956417888683
b1959,2.00595784008144,b1959,2.0128260302807055,0.006868190199265545,1.003423895588447
b1963,1.86425647829451,b1963,1.8615351632555968,-0.0027213150389131524,0.9985402678920002
b1967,1.06101992579062,b1967,1.065163507419697,0.004143581629076909,1.003905281633603
b1970,2.05671756459229,b1970,2.0643622567784212,0.0076446921861310635,1.0037169382504139
b1972,1.21295008861952,b1972,1.2077029156298078,-0.005247172989712112,0.9956740404745886
b1974,-1.19251803087899,b1974,-1.1736131178941214,0.018904912984868627,0.984147063192886
b1983,-1.0025775190515,,,,
b1987,-2.16009193766138,b1987,-2.15451062779526,0.005581309866120154,0.997416170224605
b1988,1.00416919864374,,,,
b1994,-1.55822750233036,b1994,-1.5516394734264278,0.006588028903932175,0.9957721007400526
b2010,1.64403592286028,b2010,1.6555191345436286,0.011483211683348538,1.0069847693250948
b2030,-1.62589160212551,b2030,-1.61634187840864,0.009549723716870018,0.9941264696217228
b2033,-1.3975585460758,b2033,-1.3905141564542405,0.00704438962155951,0.9949595030266607
b2037,-1.31881113655647,b2037,-1.3101202729392591,0.008690863617210942,0.9934100771700309
b2039,-1.31080519629625,b2039,-1.3032400974730023,0.007565098823247629,0.9942286627756564
b2040,-1.2265035651367,b2040,-1.2184724357793917,0.00803112935730832,0.9934520130347821
b2044,1.55245300609794,b2044,1.5555510679756257,0.003098061877685687,1.0019955914063206
b2045,2.00134501040596,b2045,2.0074383659856743,0.006093355579714466,1.003044630260166
b2046,2.74332727543775,b2046,2.7444402973089477,0.0011130218711978834,1.000405719682505
b2047,2.6150784777738,b2047,2.6260774384136183,0.0109989606398182,1.0042059772711607
b2048,3.31861009437817,b2048,3.308482489148936,-0.010127605229233616,0.9969482388888077
b2049,3.19511202629302,b2049,3.204481769903923,0.009369743610903036,1.0029325242851574
b2050,3.92547962068795,b2050,3.871463888590736,-0.05401573209721411,0.9862397114960063
b2051,3.2727017297552,b2051,3.2868829054312547,0.014181175676054814,1.0043331708316467
b2052,3.28065352198245,b2052,3.2853978890084323,0.0047443670259821324,1.0014461652211035
b2053,4.21803339337795,b2053,4.213431557117737,-0.004601836260213155,0.998909009049706
b2054,4.69136278160133,b2054,4.710298482859265,0.0189357012579352,1.0040362901228184
b2055,4.97906398114206,b2055,4.9914790430186375,0.012415061876577482,1.002493452971
b2056,3.05958204271041,b2056,3.0708699745568406,0.01128793184643051,1.0036893705378238
b2057,3.58463202941829,b2057,3.598921110788679,0.014289081370388867,1.0039862059070839
b2058,5.23252203856734,b2058,5.251079289966856,0.018557251399515806,1.0035465214026307
b2059,4.47280143942609,b2059,4.479881542808141,0.007080103382051561,1.001582923695124
b2060,4.32734063476592,b2060,4.333702084437162,0.006361449671241637,1.0014700598377058
b2061,5.06494474788541,b2061,5.091698094270894,0.0267533463854841,1.0052820608549884
b2062,6.94384463306003,b2062,6.946233766081069,0.002389133021039491,1.0003440648728896
b2074,1.73898074186328,b2074,1.744960863766741,0.005980121903460978,1.0034388660894848
b2075,2.00697312262209,b2075,2.0103305677025456,0.0033574450804554345,1.0016728899070004
b2076,1.89663641195501,b2076,1.895675100617301,-0.0009613113377091587,0.9994931493819006
b2077,2.16112843229854,b2077,2.1673777067380837,0.006249274439543928,1.002891671936821
b2078,2.14296580916958,b2078,2.1418477336495245,-0.0011180755200554948,0.9994782578820104
b2080,1.43358750514642,b2080,1.4398586396971689,0.0062711345507489025,1.004374434436849
b2097,1.50589831529608,b2097,1.507121470428794,0.0012231551327139822,1.0008122428455426
b2098,-1.86065178557217,b2098,-1.8500038996527657,0.010647885919404354,0.9942773355004036
b2099,-1.00561888509245,,,,
b2135,1.40767825240568,b2135,1.412459694848624,0.004781442442944206,1.0033966870162077
b2148,-3.56798997026972,b2148,-3.561410687723277,0.006579282546443022,0.9981560254929904
b2149,-3.4514403945878,b2149,-3.4476963387066184,0.0037440558811816516,0.9989152193133474
b2150,-3.55324596477825,b2150,-3.5482598242146395,0.004986140563610686,0.9985967364452007
b2151,-2.00307562748871,b2151,-1.9924225310315036,0.010653096457206246,0.9946816304332142
b2164,-1.64967494574751,b2164,-1.6350187170095667,0.014656228737943255,0.9911156868959405
b2165,-3.21179754777711,b2165,-3.1701514528156,0.04164609496151028,0.9870333997264761
b2166,-4.40767744342263,b2166,-4.399380024836294,0.008297418586336036,0.9981175077593942
b2170,1.01631494260281,b2170,1.0303877503958536,0.014072807793043651,1.0138468964718779
b2173,1.43347408584685,b2173,1.4389024462536526,0.0054283604068026126,1.0037868563236674
b2174,1.0982593061672,b2174,1.1010668926601663,0.0028075864929664185,1.0025563967245263
b2192,-1.59637923153129,b2192,-1.585881793587042,0.010497437944247956,0.9934242204252567
b2203,-1.09462425566247,b2203,-1.083908295937165,0.010715959725304813,0.9902103761451737
b2205,-1.15101957523048,b2205,-1.1325533861340988,0.01846618909638109,0.9839566680760548
b2206,-1.33357615091829,b2206,-1.3241070135253188,0.009469137392971172,0.9928994400608838
b2208,-1.89669133821137,b2208,-1.8967386246589963,-4.728644762641565e-05,1.0000249310189138
b2219,-1.09285160024787,b2219,-1.0827201669429425,0.010131433304927606,0.9907293604157877
b2237,1.45633147324818,b2237,1.4644665425591434,0.008135069310963416,1.0055860011682773
b2239,-3.29126659829255,b2239,-3.272543205885313,0.018723392407236972,0.9943111893710007
b2240,-4.13613190686454,b2240,-4.125983147413186,0.010148759451353406,0.9975463162974784
b2242,-2.1213504922367,b2242,-2.14048153851884,-0.01913104628214013,1.009018333534299
b2243,-2.04054425724782,b2243,-2.0055653396448285,0.034978917602991544,0.9828580451128419
b2250,-1.40512259169199,b2250,-1.3999832680063298,0.00513932368566028,0.9963424375096896
b2280,-1.15494939048129,b2280,-1.1547978071249825,0.0001515833563074942,0.9998687532479286
