gene_id	gene_name	C1	C2	C3	sac1	sac2	sac3
b2292	b2292	183	190.012	560.705	260.512	204.022	375.677
b2293	b2293	795.321	538.529	2265.548	829.129	643.861	846.113
b2294	b2294	849.132	675.486	2820.339	873.209	796.45	1147.876
b2295	b2295	220	166	801.843	439.004	416.68	668.649
b2296	b2296	1484.699	1140.287	5025.127	2799.313	1829.842	2724.147
b2297	b2297	2856.316	2281.678	11937.54	5105.048	3738.024	5779.759
b2298	b2298	18.01	30	69.528	35.002	11	20
b2299	b2299	277.059	226.132	920.992	304.188	212.131	313.251
b2300	b2300	449.272	442.855	1407.861	593.558	486.214	635.947
b2301	b2301	106.098	84	469.576	203.055	240.681	373.297
b2302	b2302	191	205	889.277	477.408	457.978	658.839
b2303	b2303	286.453	228.521	1265.115	349.201	316.286	474.978
b2304	b2304	835.314	682.715	3451.212	1329.436	1130.304	1557.213
b2305	b2305	10	8	40	30	11	28
b2306	b2306	98.121	58	458.346	70	91.899	116.808
b2307	b2307	225.879	124.078	880.717	175.772	222.907	361.589
b2308	b2308	465	364.006	1574.616	259.539	363.231	573.57
b2309	b2309	916.419	757.166	4998.804	537.63	689.086	1191.153
b2310	b2310	996.01	716.732	4671.193	591.442	743.736	1209.487
b2311	b2311	87	53.441	396.444	115	121.023	161.935
b2312	b2312	497	528.466	2019.829	1248.156	841.649	1309
b2313	b2313	157	139.871	537.883	332.598	237.648	365.153
b2314	b2314	687.216	730.326	2284.697	791.622	588.894	615.104
b2315	b2315	617.701	560.032	2357.525	797.172	717.719	1075.532
b2316	b2316	2904.27	2422.932	12015.068	4453.477	3644.571	5577.239
b2317	b2317	378.749	315.824	1540.388	949.814	953.36	1626.55
b2318	b2318	465.773	445.582	1810.728	1273.518	910.879	1380.94
b2319	b2319	565.688	513.058	2348.214	1022.522	830.816	1453.641
b2320	b2320	1500.068	1348.533	5455.384	2274.827	1829.956	2822.865
b2321	b2321	201	119.075	553.513	245.028	227.533	309.56
b2322	b2322	29	44	149.065	103	80.744	113.281
b2323	b2323	3241.966	3850.124	13343.4	3253.73	3412.628	4304.752
b2324	b2324	299.003	234.077	966.96	404.176	411.89	579.62
b2325	b2325	129	65	320.417	104	133.075	182.222
b2326	b2326	99	67	226.599	84.509	92	158.241
b2327	b2327	264.702	210	866.159	371.308	407.643	612.674
b2328	b2328	435.469	313.001	1479.322	574.108	580.764	895.261
b2329	b2329	1005.152	1110.465	4653.063	1876.539	1732.154	2311.342
b2330	b2330	1134.892	942.098	4171.553	1651.023	1456.453	1875.782
b2331	b2331	43	25	170.006	61.22	51.081	69.3
b2332	b2332	89	68	233.71	119.003	103.924	98
b2333	b2333	6	7	4	8	4	2
b2334	b2334	1	0	16.531	5	3	12.4
b2335	b2335	7	3	5.469	11	9	15.965
b2336	b2336	3	1	10.996	6	0	3.035
b2339	b2339	0	0	4	2	0	3
b2340	b2340	214	115	760.647	327.005	310.363	444.577
b2341	b2341	2066.955	1261.718	6484.115	703.347	695.664	1041.093
b2342	b2342	1849.604	938.471	4698.239	558.861	488.872	795.856
b2343	b2343	453	514	1685.677	818.247	300.787	605.406
b2344	b2344	2953.319	2495.792	12267.856	1124.439	1310.75	1745.255
b2345	b2345	3	7	11	3	5	7.005
b2346	b2346	1110.089	1038.439	3847.988	1593.71	1264.208	1944.615
b2347	b2347	100.803	78.818	382.098	286.967	228.923	312.369
b2348	b2348	0	0	0	0	0	0
b2349	b2349	66	70	241.238	60.982	55	69.014
b2350	b2350	102.094	52.106	273.749	79.015	111.92	221.658
b2351	b2351	393.906	284.894	1327.968	361.514	376.989	649.635
b2352	b2352	528	333	592.502	155.008	104	228.374
b2354	b2354	0	0	3	1	1	2
b2356	b2356	0	1	0	0	0	0
b2357	b2357	0	0	0	0	1	0
b2358	b2358	0	0	0	1	0	0
b2359	b2359	1	2	9	4	2	6
b2360	b2360	12	18	53.268	14	23.001	23
b2361	b2361	0	0	2.001	1	0	1
b2362	b2362	0	0	1.999	2	0	1
b2363	b2363	0	1	0	0	0	0
b2364	b2364	176	139	397.839	74	67.008	81.083
b2365	b2365	18	17	117.918	28.007	43.393	69.245
b2366	b2366	174	119	726.802	170.21	202.525	360.924
b2367	b2367	5	6	21	1	4	10.001
b2368	b2368	7	1	7	1	6.226	5
b2369	b2369	439.985	401.986	1802.647	583.847	626.008	1325.902
b2370	b2370	612.021	390.013	1747.721	615.136	741.518	1597.095
b2371	b2371	6	2	18	1	5	8
b2372	b2372	2	4	22	7	9	9
b2373	b2373	1	3	30.012	7	17	27.985
b2374	b2374	9	5	27.052	14	15	10
b2375	b2375	3	1	5	1	4	4
b2376	b2376	0	0	2	0	1	2
b2377	b2377	137	107	230.084	67	69	80.008
b2378	b2378	128	96	413.394	305.001	504.498	1025.916
b2379	b2379	479.746	458.22	1796.298	851.82	824.148	1071.205
b2380	b2380	151	155.783	748.787	391.059	372.073	718.296
b2381	b2381	86	66	377.808	183	167.708	299.69
b2382	b2382	90	83	419.02	251.847	179.007	291.188
b2383	b2383	20	34	106.02	51.062	26	89
b2384	b2384	13	7	31.496	13.938	10	15.02
b2385	b2385	3.372	5	33	11	6	11.001
b2386	b2386	12.628	4	32	6	9.057	16.006
b2387	b2387	4	0	12	0	1	2
b2388	b2388	822.779	803.565	2799.059	897.641	863.246	1070.375
b2389	b2389	95	83	428.24	236.919	203.554	354.223
b2390	b2390	2	6	7	80	79.447	72.842
b2392	b2392	202	185.831	710.903	337.06	281.176	436.358
b2393	b2393	825	653.997	2978.3	2041.281	1606.382	2832.734
b2394	b2394	191.464	220.03	784.304	479.883	424.32	647.585
b2395	b2395	164	148	518.184	213.741	194.191	264.004
b2396	b2396	0	0	0	0	0	1
b2397	b2397	0	0	0	0	0	0
b2398	b2398	200.766	111.327	459.682	97.104	55.012	64.164
b2399	b2399	140	83.982	317.594	40	38.266	55.951
b2400	b2400	3002.706	2570.587	11053.013	5193.656	4320.028	6639.699
b2401	b2401	17	34	24	34	33	23
b2402	b2402	17	32	30	40	18	17
b2403	b2403	19	34.021	26	43	30	16
b2404	b2404	1	0	0	0	0	0
b2405	b2405	59	44	146.709	65.974	34	59.049
b2406	b2406	26	19	88.463	29	29.025	53
b2407	b2407	6	9	26	20	18	22
b2408	b2408	2	2	17	6	9	14
b2409	b2409	51	57	202.411	92.001	78.288	80.048
b2410	b2410	301	249.826	975.148	379.487	331.703	490.169
b2411	b2411	735	662.175	2482.045	1298.401	1084.311	1537.296
b2412	b2412	918.913	1091.377	5298.253	1922.419	1745.054	2130.779
b2413	b2413	310	225.071	733.757	486.389	405.164	496.417
b2414	b2414	14934.328	15811.918	85030.504	13945.24	11518.571	17110.377
b2415	b2415	2868.095	2370.225	7828.87	4490.895	3870.043	5155.938
b2416	b2416	9104.054	8391.272	37057.829	20378.819	17900.725	28395.086
b2417	b2417	2520.607	2202.558	10241.929	4325.566	4247.827	7640.294
b2418	b2418	345.09	323.975	1249.824	285.787	200.007	325.483
b2419	b2419	14	3	18	9	5	6
b2420	b2420	61.29	24	128	42	47	93.002
b2421	b2421	279	929.271	3123.317	637.508	621.773	785.228
b2422	b2422	1337.115	2234.902	11992.687	2167.634	1913.842	2530.094
b2423	b2423	1371.49	1371.943	9403.321	1638.114	1470.832	2589.523
b2424	b2424	1199.305	791.041	6115.87	1229.618	1074.588	1824.813
b2425	b2425	2124.201	911.945	7606.504	1494.846	1175.661	1669.484
b2426	b2426	1832.857	1058.653	5969.445	612.6	473.27	734.137
b2427	b2427	36	19	114.657	21.317	21	27
b2428	b2428	402.23	293.075	1097.663	145.005	113.179	136.551
b2429	b2429	334.031	242.899	1301.906	130.98	149.027	218.656
b2430	b2430	186.003	105	663.983	73.02	88.542	156.507
b2431	b2431	748.379	735.053	2613.834	1059.059	848.587	1215.343
b2432	b2432	484.967	337.552	1472.351	737.4	583.27	1024.898
b2433	b2433	148.627	142.993	530.796	248.94	252.022	350.511
b2434	b2434	167.31	98.007	449.36	199.421	228.309	258.406
b2435	b2435	267.415	276.938	1595.672	830.287	679.884	1155.45
b2436	b2436	202.585	206.062	962.972	516.639	435.578	695.705
b2437	b2437	44	61	178.734	104.795	60.072	168.475
b2438	b2438	53.997	40	302.211	98.692	78.221	119.201
b2439	b2439	263.525	246.029	877.709	346.393	270.837	425.054
b2440	b2440	323.941	344.999	1319.234	509.136	415.654	496.064
b2441	b2441	319.333	308.043	1013.2	383.962	289.97	399.618
b2442	b2442	286.007	224.92	925.718	375.971	474.066	630.571
b2443	b2443	0	4	3	3	3	5
b2444	b2444	1	0	3	5	4	1
b2445	b2445	0	2	2	2	0	2
b2446	b2446	6	0	18	5	6	4
b2447	b2447	5	3	44.007	28	38.961	39
b2448	b2448	0	1	0	0	0	1
b2449	b2449	21	19	40	35.101	19	25
b2450	b2450	52	19	99	37.001	25.673	27.002
b2451	b2451	15	16	57.006	42.006	44	64.508
b2452	b2452	14	23.943	62.604	47.637	47.195	62.041
b2453	b2453	16	13	41	21	21	34.838
b2454	b2454	1	11	36.008	12	8	20
b2455	b2455	26	9	73	21.021	11	28.109
b2456	b2456	5	9	10	2	4	4
b2457	b2457	13	13	61	17	17	20
b2458	b2458	47	35	194.245	39	28.998	46.002
b2459	b2459	20	22	131.414	12	15	29
b2460	b2460	34	20	80.581	15.051	7	19
b2461	b2461	12	5	48.414	7	10	9
b2462	b2462	3	1	10.02	5	0	1
b2463	b2463	10249.866	9842.767	38637.615	7227.499	7673.587	10309.955
b2464	b2464	1211.146	1091.131	4855.329	4722.693	3672.89	6106.35
b2465	b2465	3797.664	3749.906	14492.774	14824.511	11045.364	16946.461
b2466	b2466	1	5	13	109	69.994	111.849
b2467	b2467	127.783	112.004	368.711	233.013	242.206	334.409
b2468	b2468	57.217	47	146.345	97	50	92
b2469	b2469	35	48	170.328	97.012	92.138	147.838
b2470	b2470	81.999	88.664	362.835	1359.249	1702.5	2582.2
b2471	b2471	448.594	327.598	1162.523	253.97	305.028	429.259
b2472	b2472	940.097	812.727	3120.806	924.259	954.846	1277.868
b2473	b2473	93	113.604	398.169	192.533	183.353	190.789
b2474	b2474	762.675	637.975	2841.007	1090.518	1031.047	1779.046
b2475	b2475	472	432.003	1718.08	726.25	543.038	778.909
b2476	b2476	273.006	184	709.56	287.941	206.995	328.036
b2477	b2477	3055.237	2291.629	9931.832	3603.819	2866.242	4416.94
b2478	b2478	4263.094	3273.275	13421.074	4811.312	4135.502	6794.579
b2479	b2479	362.016	278.022	1672.31	633.669	636.633	860.396
b2480	b2480	1492.442	1208.562	5244.45	1972.661	1857.275	2492.902
b2481	b2481	1	1	8	5	3	4
b2482	b2482	25	13	56.032	36.321	41.912	33.004
b2483	b2483	1	10	4	6	2	3
b2484	b2484	2	6	25.001	9	6	11
b2485	b2485	5	12	16	11	10.536	18
b2486	b2486	13	16	51.005	31.001	20.448	54.008
b2487	b2487	56	37	199.219	98.002	88.994	193.377
b2488	b2488	21.995	15	83.345	36	44.936	58.524
b2489	b2489	22.005	12	119.999	54	54.064	72.666
b2490	b2490	7	3	29.872	20	11	24.16
b2491	b2491	28	26	117.113	49	55	63.997
b2492	b2492	6	14	26.016	13	14	29.907
b2493	b2493	176	162.681	547.064	212.956	208.221	290.023
b2494	b2494	1195.829	711.432	3688.572	1818.884	1548.595	2362.357
b2495	b2495	499.251	288.601	1193.472	593.486	446.365	687.853
b2496	b2496	152	156	586.648	180.359	166.333	232.297
b2497	b2497	215	167	606.209	184.296	110.009	124.038
b2498	b2498	557.163	388.2	1443.692	661.491	390.402	476.387
b2499	b2499	81	112.032	444.681	252.132	157.734	235.461
b2500	b2500	214.704	182	808.319	328.836	288.08	396.802
b2501	b2501	1691.473	1356.225	5198.579	2680.376	2366.953	3853.698
b2502	b2502	923.756	716.291	3134.924	1580.606	1377.469	2234.088
b2503	b2503	11	10	84	38	25	47.002
b2504	b2504	61	18	131	48.018	36	96.003
b2505	b2505	8	3	10	5	9	7
b2506	b2506	4	4	21	10	5	12
b2507	b2507	3475.922	2485.424	9939.822	4959.031	4090.843	5453.724
b2508	b2508	1325.048	1038.023	3249.691	3616.358	2934.702	3596.936
b2509	b2509	439.05	425.451	1709.871	1434.047	1683.575	2803.801
b2510	b2510	19	26	139.146	96	68	119.205
b2511	b2511	1318.661	1109.703	4037.098	2109.856	1783.69	2818.253
b2512	b2512	2012.237	1693.346	7307.908	3174.049	2713.381	4084.981
b2513	b2513	886.896	615.009	2747.578	1186.444	1164.884	1727.226
b2514	b2514	2666.304	2270.035	8563.192	3917.208	3759.71	5770.263
b2515	b2515	1624.945	1422.298	6750.063	2781.019	2638.09	4800.166
b2516	b2516	1200.716	1031.174	5036.315	2014.599	1788.811	2668.702
b2517	b2517	570.941	484.695	2365.801	952.356	804.8	1382.54
b2518	b2518	1874.504	1293.56	8166.074	913.517	835.879	1108.202
b2519	b2519	228.007	247.994	874.812	288.347	256.526	415.076
b2520	b2520	1949.562	1569.917	6851.788	1912.901	1809.656	2930.19
b2521	b2521	1017.45	667.426	2862.448	634.383	515.07	762.931
b2522	b2522	738.014	686.036	2206.666	903.128	762.991	1225.886
b2523	b2523	695.032	877.153	2787.486	1027.273	971.867	1029.499
b2524	b2524	285.999	301	895.715	372.736	286.349	321.401
b2525	b2525	506.393	572.006	1743.906	552.51	492.374	665.521
b2526	b2526	2572.478	3388.083	9931.258	3576.157	3206.673	3984.164
b2527	b2527	513.843	787.207	2520.091	935.756	973.554	1260.929
b2528	b2528	1111.823	1270.07	2527.348	1058.665	953.172	955.703
b2529	b2529	1060.014	1492.606	3792.117	1378.026	1435.719	1428.758
b2530	b2530	2777.387	3969.724	12253.632	4209.087	4656.118	5115.293
b2531	b2531	714.88	1137.878	3554.382	1322.481	1655.622	1563.372
b2532	b2532	507.998	587.078	2206.975	734.842	629.273	810.111
b2533	b2533	88	125	461.19	345	213.008	295.733
b2534	b2534	1	1	10	2	10	12
b2535	b2535	2723.271	1881.846	10057.796	2635.307	2251.093	3293.419
b2536	b2536	123	96	384.9	121.176	135.045	209.967
b2537	b2537	530.006	349.656	1952.298	244.161	265.607	391.085
b2538	b2538	118.944	133	439.199	247.134	240.031	323.113
b2539	b2539	34.043	24	129.117	38.892	48.145	88.91
b2540	b2540	11.012	51	71.959	48.012	42.075	48.43
b2541	b2541	51	55	201.912	73.09	75.66	139.763
b2542	b2542	79	85	228.785	117	110.917	154.026
b2543	b2543	202	294.457	992.558	466.468	371.346	605.513
b2544	b2544	27	32.978	71.391	52.869	29.696	44.094
b2545	b2545	40	51.022	184.234	81.132	64.304	97.928
b2546	b2546	8	28	65.979	25	21	41.015
b2547	b2547	15	13	71.003	16	17	28.99
b2548	b2548	20.037	10	40.044	8	7	22.929
b2549	b2549	53	26.012	202.002	63.019	47.001	71.002
b2550	b2550	41	34	135.782	83	37.729	62.371
b2551	b2551	11189.368	9361.722	46527.619	12009.771	11154.498	14905.951
b2552	b2552	441.298	398.158	1771.521	332.312	264.267	408.775
b2553	b2553	162	141.546	608.724	291.294	250.354	335.783
b2554	b2554	347.591	321.962	1262.366	614.912	504.626	816.717
b2555	b2555	354.38	238.222	1242.336	601.776	469.343	773.499
b2556	b2556	200	186	726.906	319.833	304.127	430.271
b2557	b2557	524.955	499.002	1777.424	939.841	680.724	898.908
b2558	b2558	26	13	72.001	69.994	46.11	64.985
b2559	b2559	99.005	152	404.333	239.882	157.185	260.686
b2560	b2560	235	207.008	794.838	416.154	350.975	528.17
b2561	b2561	167	157	555.823	281.528	194.722	236.648
b2562	b2562	3	1	13	11	5	6
b2563	b2563	135	89.617	266.6	97.768	69	114.049
b2564	b2564	745.679	645.322	2409.196	664.997	652.588	778.17
b2565	b2565	279.059	264.061	893.085	424.778	369.879	540.604
b2566	b2566	941.046	884.019	3660.282	1772.193	1385.192	2322.971
b2567	b2567	328.568	294.056	1201.777	547.39	516.679	891.655
b2568	b2568	990.099	867.122	3693.092	1491.1	1248.882	1919.144
b2569	b2569	2488.013	2163.497	9813.385	3897.241	3247.822	5159.994
b2570	b2570	626.165	328	1585.579	928.464	808.164	1548.354
b2571	b2571	2646.65	1319.884	9241.067	4842.111	4282.576	8629.786
b2572	b2572	3943.48	1472.708	10693.402	5701.213	4343.44	7443.218
b2573	b2573	1937.018	741.009	5164.755	2755.59	2122.064	3633.825
b2574	b2574	32	37	182.504	67.008	41.477	89.548
b2575	b2575	33	41	117.263	75.002	66.067	82.186
b2576	b2576	709.161	725.208	3032.351	1609.858	1406.633	2018.788
b2577	b2577	36.679	16	91.012	34	39.435	57.033
b2578	b2578	4	5	18.024	6	8	12
b2579	b2579	920.981	968.828	2419.648	1030.416	304.294	624.49
b2580	b2580	299.466	186.019	721.912	245.2	236.309	287.178
b2581	b2581	359	319	978.985	535.129	410.162	508.304
b2582	b2582	123	84.529	465.367	116.037	136.68	171.738
b2583	b2583	76	56	244.447	121.001	117.167	173.147
b2584	b2584	2966.63	2001.784	10304.891	2444.111	2206.157	3037.931
b2585	b2585	1634.01	1131.166	6499.523	2796.898	2455.405	4113.092
b2586	b2586	18	11	46.002	26.006	18	16.003
b2587	b2587	7893.667	6500.868	25184.31	5219.337	6579.753	11562.564
b2588	b2588	175.597	208.641	3	28.311	13	10.421
b2589	b2589	2244.402	3300.497	225.025	302.875	430.509	183.853
b2590	b2590	0	0	0	0	0	0
b2591	b2591	710.488	785.93	72.749	48.51	134.963	38
b2592	b2592	1332.647	2690.791	6376.525	4216.996	2403.802	3700.971
b2593	b2593	457.119	387.611	1529.413	826.02	654.205	1057.098
b2594	b2594	925.928	903.524	3599.717	1924.053	1779.304	2664.477
b2595	b2595	1869.573	1421.879	6733.902	2030.265	2071.973	2814.175
b2597	b2597	4479.469	2628.445	11970.401	4039.806	4211.503	5931.13
b2598	b2598	0	0	0	0	0	0
b2599	b2599	749.192	697.189	2472.498	1133.165	1001.542	1394.148
b2600	b2600	238	163.184	690.493	312.002	290.535	498.2
b2601	b2601	242	186	832.047	471.973	466.79	630.222
b2602	b2602	25	11	80.01	34	25	62.538
b2603	b2603	74	55	137.275	75	70.799	108.496
b2604	b2604	77	44	282.012	135.022	125.366	251.323
b2605	b2605	44	25	74.963	25.176	19.856	46.974
b2606	b2606	1101.172	1410.48	4279.371	1605.293	1614.554	1249.767
b2607	b2607	9834.108	9436.713	31975.475	12454.412	9004.628	13317.9
b2608	b2608	14423.84	12531.01	50713.745	20622.944	14595.999	25415.853
b2609	b2609	4317.133	3399.373	12223.832	4742.524	3601.005	6445.656
b2610	b2610	1290.319	1037.049	4742.012	1850.103	1617.449	2522.175
b2611	b2611	278	222.25	1053.925	488.326	446.673	704.694
b2614	b2614	1689.609	1754.822	5819.416	1954.058	1423.803	1990.566
b2615	b2615	333.058	257	1274.311	527.541	545.708	790.202
b2616	b2616	325.271	269.307	1275.077	249.869	189.402	398.535
b2617	b2617	218	111	691.485	180.136	221.427	283.555
b2618	b2618	50.956	74.576	182.06	100.55	64.379	86.025
b2619	b2619	276.046	220.072	1025.043	344.441	343.278	448.538
b2620	b2620	324	263	1483.887	430.268	490.776	759.491
b2622	b2622	337	229.006	1079.939	437.409	366.153	608
b2623	b2623	11	7	47	9	11	15
b2624	b2624	0	0	1	2.996	4	1
b2625	b2625	6	10	44	11.004	17	21
b2626	b2626	0	0	7	2	1	0
b2627	b2627	406	342	1301.949	615.645	511.151	961.928
b2628	b2628	289.033	200.001	981.193	391.691	363.626	648.575
b2629	b2629	4	0	2	0	0	2
b2630	b2630	368.044	284.075	1188.914	524.487	451.769	792.949
b2631	b2631	66.956	58.897	303.312	186.938	155.121	275.263
b2632	b2632	30	39	135.001	65.008	60.997	51.488
b2633	b2633	15	15	26	20	18	18
b2634	b2634	3	2	28.007	10	10	9.96
b2635	b2635	2	10	22	8	6	5
b2636	b2636	10	7	14	0	15	8
b2637	b2637	8	6	48.043	18	6	26
b2638	b2638	8	9	38.001	15	13	20
b2642	b2642	151	91	216.387	109.002	105	209.207
b2643	b2643	0	0	0	0	0	0
b2644	b2644	0	1	2	3	0	1
b2645	b2645	0	0	2	0	0	3
b2646	b2646	1	0	5.939	2	1	1
b2647	b2647	85	91	341.084	149.801	123.001	198.227
b2649	b2649	5	1	3	0	0	4
b2650	b2650	0	0	0	0	0	0
b2652	b2652	0	0	0	0	0	0
b2659	b2659	3302.807	3248.857	18188.259	1859.252	1953.135	2741.602
b2660	b2660	3637.954	4103.741	23533.706	2973.533	3060.009	4529.061
b2661	b2661	2526.585	3345.068	16184.084	2640.751	2762.094	3699.116
b2662	b2662	3363.85	5154.11	23427.074	4657.444	4989.366	6685.262
b2663	b2663	852.678	1478.227	5232.908	812.716	878.216	1363.369
b2664	b2664	277.789	644.198	1518.967	327.027	313.117	480.923
b2665	b2665	673	473	2216.462	1829.689	1459.358	2207.007
b2666	b2666	97	66	124	104.279	80	129
b2667	b2667	7	10	40.376	11	11	21
b2668	b2668	38	39	136.608	63.155	74	101.935
b2669	b2669	72	74	264.484	94	53.353	64.257
b2670	b2670	13	19	49	82	64.003	86.511
b2671	b2671	33	37	153.996	249.177	139.091	244.315
b2672	b2672	146.9	194	938.023	708.223	645.081	761.201
b2673	b2673	28.069	40.963	113.014	45.966	37.986	27
b2674	b2674	38.931	36.032	172.879	48.034	72.339	68.896
b2675	b2675	120	148.004	701.464	198.004	291.682	381.086
b2676	b2676	43	29	172.145	72.558	111.246	119.155
b2677	b2677	1630.671	1459.885	6090.072	593.167	737.923	1111.69
b2678	b2678	1446.855	1729.101	6136.762	557.113	683.82	886.768
b2679	b2679	2141.19	1600.942	8609.547	652.409	796.768	1077.628
b2682	b2682	614.786	482.281	1905.21	964.662	892.506	1324.033
b2683	b2683	269.307	217.715	915.801	497.738	502.56	697.336
b2684	b2684	1307.07	900.294	3747.304	1278.342	943.88	2009.521
b2685	b2685	205	214.016	965.977	375.295	315.891	488.022
b2686	b2686	233	228.021	956.735	364.897	262.897	497.612
b2687	b2687	1396.993	1645.387	6546.97	5398.055	3938.194	5831.031
b2688	b2688	2759.191	2637.186	11157.023	5108.329	4665.116	7749.266
b2689	b2689	214.021	212.082	862.459	420.408	370.869	612.429
b2690	b2690	335.991	265.097	997.935	428.514	344.261	425.567
b2691	b2691	0	1	2	2	3	6
b2692	b2692	1	1	4	0	1	4
b2693	b2693	1	0	3.109	3	2	7
b2694	b2694	3	1	4.891	0	3	2
b2695	b2695	8	12	10	8	3	8
b2696	b2696	186	102	279.964	141	105	161
b2697	b2697	8096.746	6302.127	26251.793	10838.128	9133.871	13130.457
b2698	b2698	13	25	92.684	41.815	45.054	75.299
b2699	b2699	1737.38	1364.884	5861.206	1794.251	1370.268	2090.446
b2700	b2700	334.661	240.748	841.69	364.493	287.778	357.53
b2701	b2701	311.008	343.117	1429.762	835.495	751.209	1046.426
b2702	b2702	2702.822	1660.227	9202.62	382.627	484.073	837.945
b2703	b2703	5084.139	3691.971	18596.55	790.813	1095.246	1844.351
b2704	b2704	1830.254	1262.688	7938.204	280.137	424.696	653.887
b2705	b2705	7285.779	4737.295	26823.664	782.902	1194.852	1882.989
b2706	b2706	383.817	167.956	1355.897	102.237	127.797	149.158
b2707	b2707	632.256	324.009	2070.222	290.1	298.829	416.875
b2708	b2708	867.88	527.976	3213.733	555.74	504.718	675.552
b2709	b2709	210	141	538.256	268.136	178.875	255.663
b2710	b2710	43	39.525	126.374	119.589	89	158.04
b2711	b2711	12.588	24	95.999	48.415	45	80.13
b2712	b2712	134.771	187	698.074	282.654	178.303	253.044
b2713	b2713	5	1	19	3	7	11.05
b2714	b2714	178	159	739.294	221.006	228.158	311.618
b2715	b2715	87	71.217	285.408	118.991	115.108	142.597
b2716	b2716	74.942	49.783	289.657	152.025	134.056	200.595
b2717	b2717	54	57.767	244.106	144.995	102.741	112.003
b2718	b2718	10	7	35.001	22.012	18.091	21
b2719	b2719	23	12	56.262	36.512	19	36.878
b2720	b2720	19	8	25.381	18.968	25	25.043
b2721	b2721	27	23	99.208	80.344	40.007	83.72
b2722	b2722	7	5	28.204	21	10.007	24.005
b2723	b2723	16	9.998	44.054	28	16.607	44.976
b2724	b2724	7	6.002	20	9	13.393	14
b2725	b2725	0	0	3	2	0	1
b2726	b2726	33	21	111.721	33.131	29	25.121
b2727	b2727	336	284.859	1239.995	361.994	205.72	353.877
b2728	b2728	46.781	42.914	197.824	78.844	55.806	70.948
b2729	b2729	271.534	225.752	1109.893	408.565	310.038	549.336
b2730	b2730	273.013	288.091	1183.651	582.219	384.291	684.051
b2731	b2731	252	221	1109.608	751.093	651.437	1112.728
b2732	b2732	12	12	20	25	9	10
b2733	b2733	957.049	730.321	3505.696	1157.634	1005.952	1447.037
b2734	b2734	2	4	12.976	7	9	11
b2735	b2735	211	169	720.12	184.231	149.217	200.77
b2736	b2736	148.896	138.223	594.046	124.221	91.829	154.213
b2737	b2737	193.096	165.845	823.016	149.006	142.256	268.123
b2738	b2738	52	44	278.134	51	49.057	89.115
b2739	b2739	89	44.174	339.199	76.095	65	155.88
b2740	b2740	36	24	157	51	41	50.917
b2741	b2741	10720.85	10287.487	35420.37	19601.135	15910.736	21210.119
b2742	b2742	4270.953	3342.562	14538.296	7749.502	6874.01	8757.224
b2743	b2743	449.101	283.823	1360.529	581.474	458.239	739.402
b2744	b2744	1660.833	1397.94	6472.617	2359.256	2165.524	3702.603
b2745	b2745	1363.847	933.815	3237.185	1573.251	1334.65	2026.01
b2746	b2746	226.437	196.211	1097.183	439.976	379.762	612.149
b2747	b2747	887.005	813.162	3068.369	1525.423	1351.003	2464.467
b2748	b2748	203	160.067	710.632	355.252	339.414	605.003
b2749	b2749	135.894	196.255	1006.972	360.658	396.043	744.64
b2750	b2750	265.481	694.733	3411.518	369.943	332.723	459.831
b2751	b2751	4279.767	7352.085	34139.275	3411.312	2839.445	3995.582
b2752	b2752	4321.742	3672.719	23281.537	2299.283	1822.973	2783.481
b2753	b2753	66	44	206.08	107	90	136.338
b2754	b2754	7	2	11	7	4	9
b2755	b2755	96	74	226.305	77.148	75.888	112.544
b2756	b2756	56	62	115.755	34.971	41	77.009
b2757	b2757	17	17	100.224	24	40	28.138
b2758	b2758	44.37	61	145.653	47.987	60	73.849
b2759	b2759	17.63	8	44	13	17.918	13.995
b2760	b2760	24	34	64.002	26	32.082	33.794
b2761	b2761	75	88	342.885	39	41	42
b2762	b2762	265	1478.991	4480.728	728.875	720.025	851.978
b2763	b2763	3175.456	8461.737	33639.495	5001.274	4676.489	6205.121
b2764	b2764	5134.724	6274.029	34727.95	5037.333	4241.16	6482.162
b2765	b2765	69	61.888	245.951	116	108.046	157
b2766	b2766	532	267.123	1582.684	172	192.789	311.754
b2767	b2767	87.962	58.877	259.926	32.881	32.984	63.847
b2768	b2768	77.038	34	214.142	24.119	19.006	47.257
b2769	b2769	12	11	52	44	11.001	36
b2770	b2770	7	12	34.957	16	20.815	19.182
b2771	b2771	6	20.046	33.067	32	23	46.014
b2774	b2774	13	5	52.485	7	12.024	16
b2775	b2775	47	31	164.887	20	21	25.024
b2776	b2776	47	59	177.43	33	38.008	52.631
b2777	b2777	182	114	398.521	239.649	205.001	293.419
b2778	b2778	6	3	10	3	3	16
b2779	b2779	17802.723	13236.126	77364.985	22986.276	19561.401	33422.316
b2780	b2780	3866.645	3651.717	14578.079	6962.19	5908.841	8691.729
b2781	b2781	99	75	313.834	144.931	145.938	227.74
b2782	b2782	99	67	270.053	81.001	114.983	153.476
b2783	b2783	26	16	49.815	24.002	32.683	35
b2784	b2784	2190.029	1660.861	7097.165	2894.814	2375.726	3825.772
b2785	b2785	398.497	295.994	1358.306	448.324	448.917	592.62
b2786	b2786	362.004	260.001	1305.42	460.509	514.406	694.075
b2787	b2787	552.469	602.007	1571.756	342.113	276.326	355.115
b2788	b2788	313.11	265	1307.072	151.27	99.576	173.338
